"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Measuring the Impact and Value of Training Programs: A Qualitative Study of Selected Programs in the Workforce and Economic Development Network in Pennsylvania (WEDnetPA)","https://scispace.com/paper/measuring-the-impact-and-value-of-training-programs-a-36pd9uuv33","2009","","","Anita Pane Whiteford","","https://scispace.com/pdf/measuring-the-impact-and-value-of-training-programs-a-36pd9uuv33.pdf","","of work-that is, improves the capacity of the worker to be productive-and earned income reflects marginal productivities of different categories of workers (p.354). Human Capital Theory: Edvinsson and Malone (1997) define human capital as follows: Human Capital Theory:
 All individual capabilities, the knowledge, skill, and experience of the company's employees and managers, is included under the term human capital. But it must be more than simply the sum of these measures; rather, it also must capture the dynamics of an intelligent organization in a changing competitive environment. For example: Are employees and managers constantly upgrading their skills and adding new ones? Are these new skills and competencies recognized by the company and incorporated into its operations? And are these new skills, as well as the experiences of company veterans, being shared throughout the organization? Human capital also must include the creativity and innovativeness of the organization. How often are the new ideas generated in-house? How often are those ideas implemented? And what is the ratio of their success? . Human Capital Theory:
 WEDnetPA funded training provides organizations the opportunity to apply for free training funds in order to invest in their workforce. Due to globalization, the federal government must take an active role in better preparing the nation's workforce. Human capital theory is a major avenue for the federal government to accomplish this goal. Enhancing the skills of American workers through increased job training is often deemed necessary for the United States to compete in the global market . Training must increasingly be viewed as a way of preserving, and investing in, knowledge . The human capital model suggests that an individual's decision to invest in training is based on an examination of the net present value of the costs and benefits of such an investment . The state of Pennsylvania and the federal government invest in the nation's workforce by spending millions of dollars every year with on-the-job customized training and basic skills training. The officials of the state and government are seeking a higher skilled workforce, increased productivity, and stability of jobs as a return of their investment in human capital. Training is expected to make workers more productive and workers collect the return from their investment in later periods through higher marginal products and higher wages . Workers also have a stake in human capital investment with regard to the probability of earning higher wages as a result of acquiring higher-level skills. Human Capital Theory:
 Measurements of human capital for organizations are vitally critical since organizations invest a significant amount of money in their workforces. As employee costs today can exceed 40% of corporate expenses, measuring the ROI in human capital is essential . Training is considered an investment and, as with any other investment, entails costs and benefits which can be evaluated by economic criteria such as the present-value method and the internal rate of return method  There are common human capital measures that organizations can target when conducting evaluation studies and measuring human capital investments. Table  shows the common human capital measures. Elimination of    . ""In addition, it was expected that the quality assumedly would improve if local institutions had to compete for the right to provide CETA services"" ."
"Cao perspectives: the role of general education objectives in career and technical programs in the united states and europe","https://scispace.com/paper/cao-perspectives-the-role-of-general-education-objectives-in-3jy6buw60q","2011","","","Jennifer Ballard Schanker","","https://scispace.com/pdf/cao-perspectives-the-role-of-general-education-objectives-in-3jy6buw60q.pdf","Globalization is changing the way students prepare for careers in the United States and Europe as competition for highly skilled workers is increasing among companies, regions, and nations. Success in this environment requires skills beyond the ability to perform job-related tasks. Skills of this nature are described as ―liberal arts,‖ ―basic‖ or ―soft‖ skills or more broadly, ―general education.‖ This international comparative study examines the processes used to identify, embed, and assess outcomes related to general education within career and technical programs in selected institutions in Europe and the Midwestern United States through the perceptions of their Chief Academic Officers (CAOs). In this qualitative study, three community colleges were selected from the Midwestern United States and matched with three analogous institutions from the European Union offering career and technical programs. The CAO at each college participated in a semi-structured interview. Questions were asked related to the influence of cultural values and beliefs and the role of internal and external policies on the inclusion of general education objectives within career and technical programs. The content, delivery and assessment of those objectives, and future directions envisioned by the CAOs were also discussed. Interview results were triangulated with information from the college‘s web sites and other documentation to support conclusions and recommendations. The study found considerable agreement on the components of general education among CAOs on both continents but a broad variation on time spent on these components. Findings also included the growing influence of employers on the curriculum of career and technical programs, including general education content, and growing regional, national and international oversight on both sides of the Atlantic. The study offers recommendations for practice, dissemination of the findings, and further research.","real expense, which is a capital fixed and realized, as it were, in his person. Those talents, as they make a part of his fortune, so do they likewise of that of the society to which he belongs. (para 17) Human Capital Theory:
 Chicago School economist Gary Becker is credited with the application of the term and the theory to the discipline of economics with the publication of his 1964 text entitled Human Capital. In the second edition, Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education, Becker analyzed the return on investment in a college education that could be expected to accrue to individuals including white males, non-Whites, women, and rural persons. He also analyzed the benefits to society from investments in higher education compared to other types of investments. In the preface to the third edition of Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education,  references the 1992 presidential campaign during which then-candidate Clinton and former president Bush -did not even shy away from using the term ‗investing in human capital' to describe the process of improving the labor force‖ (p. xix). Human Capital Theory:
 Improving the workforce continues to be a political focus today. An interest in improving productivity through attention to education is not confined to the United States. In Europe, the Bologna Process has engendered numerous articles and studies as international scholars seek to define the purposes of the process and its likely results . Many of these studies draw on human capital theory to support their arguments. Another Chicago School economist, Jacob Mincer, introduced a model to quantify the return on investment in learning in his 1974 book Schooling, Experience and Earnings. His equations form the basis of studies such as Robert Chase's 1997 Human Capital Theory:
 analysis of labor market returns on higher education in Slovakia and the Czech Republic. Chase, who is currently a professor of Economics at Johns Hopkins University, was a PhD candidate at Yale University when he studied the effects of the transition from a Communist to a post-Communist regime on the market value of a post-secondary education. Other Mincerian analyses of the value of higher education have been conducted in Greece , Human Capital Theory:
 Poland , Sweden , and across the globe; all of these analyses focused on a theorem that calculates the increase in earnings based on years of schooling for different groups. Human Capital Theory:
 Authors such as Jean-Jaques Paul ( ) of the Institut de Recherche sur l'Education/ Sociologie et Economie de l'Education, CNRS/Université de Bourgogne in Dijon, France, are using models such as Mincer's as a jumping off point to define a new measurement: Human Capital Theory:
 The stress on competencies leads  to define education and human capital, no longer by a variable describing a process, the number of years, or even the degree, but by a set of variables describing the results of the educational process, i.e. the different competencies acquired by the educated workers. (p. 235)"
"Perceptions of student price-responsiveness ; a behavioural economics exploration of the relationships between socio-economic status, perceptions of financial incentives and student choice","https://scispace.com/paper/perceptions-of-student-price-responsiveness-a-behavioural-38eixuhqg8","2005","","","Johan J. Vossensteyn","","https://scispace.com/pdf/perceptions-of-student-price-responsiveness-a-behavioural-38eixuhqg8.pdf","Studenten die hoge collegegelden moeten betalen hebben wel leenaversie, maar dit weerhoudt hen er niet van om te gaan studeren of te lenen. In zijn proefschrift Perceptions of Student Price-Responsiveness toont Hans Vossensteyn aan dat de verhogingen van de collegegelden van de afgelopen jaren niet hebben geleid tot een andere sociaal-economische samenstelling van de studentenpopulatie. Sterker nog: de meeste studenten zouden ook wel gaan studeren als de collegegelden nog hoger zouden zijn dan ze nu zijn, mits de verhogingen van de collegegelden langzaam worden doorgevoerd. Wel zijn studenten uit lage sociaal-economische groepen nog steeds ondervertegenwoordigd. Vossensteyn vraagt zich daarom af of het wel goed is om studenten uit hogere economische klassen met basisbeurzen te subsidieren. Want die studenten gaan immers toch wel studeren. Wellicht zou het beter zijn overheidsgelden gerichter in te zetten om de participatie van studenten uit lagere economische klassen te bevorderen.","to a successful study. This is reflected in the notion of a customer-input technology, where students are regarded as both consumers and producers of education . Finally, price theory does not explain why students from different SES groups have different slopes in their demand curves. 21:
 Altogether, it can be concluded that educational decisions are more complex than buying an apple and therefore they may demand a different theoretical treatment. A major advancement towards a new theoretical approach of education was made with the formulation of the human capital theory, which will be discussed in Section 3.3. opposite directions and the total result of a price change can be indeterminate . Education is not likely to be an inferior good. 24:
 These stronger negative effects of tuition fee increases compared to the positive effects grants are discussed in Chapter 4 and 5 where, according to the behavioural economics model, financial incentives related to student choice are defined in terms of losses and gains. Human capital theory:
 The idea of education as an investment emerged in the 1950s and 1960s. The development of human capital theory also brought about the ""economics of education"" as a specific field in literature . Though Theodore  was among the first to acknowledge that education could be regarded as an investment in human capital, the central thesis goes back to Adam Smith in The Wealth of Nations (1776): Human capital theory:
 ""[A] man educated at the expense of much labour and time ... may be compared to one of those expensive machines."" Human capital theory:
 According to the human capital theory, education is an investment in the productivity of individuals and their environment.  was puzzled by why the pace of economic growth in Western societies could not be explained expansion of traditional factors of production such as land, labour and physical capital. Apart from the innate abilities of individuals, education came to be regarded as the major source of individuals' acquired abilities . In other words, besides the direct joy derived from education, education equips individuals with knowledge and skills and enhances their productivity in working life, which is expressed or formalised in a degree. Human capital theory:
 Productivity growth shows up in the quantity of goods produced, their quality and greater variety in the product mix . In a wellfunctioning labour market, increases in an individual's productivity are rewarded with corresponding wage increases ( . Thus, human capital theory is constructed around the idea that education is an investment of current time and funds in one's productive capacity for future pay. An individual who acquires more education becomes more skilful and productive and since productivity largely determines financial remuneration, education almost surely increases earnings in the labour market later . The investment characteristic of education is particularly expressed through the notion that costs and benefits both manifest themselves over a prolonged period of time. From this perspective, investment in education is not dissimilar to investing in a machine. Both improve people's performances at the workplace and their future returns are expected to exceed the outlay of time and money involved at purchase . Of course it must be recognised that not all educational investments lead to high or satisfactory returns. Some graduates voluntarily or involuntarily end up unemployed or in low paying jobs."
"The Effect of Female Education on Human Development and Economic Growth : A Study of Human Capital Formation in developing countries","https://scispace.com/paper/the-effect-of-female-education-on-human-development-and-1ryd7kpu40","2012","","","Pegah Jalilian","","https://scispace.com/pdf/the-effect-of-female-education-on-human-development-and-1ryd7kpu40.pdf","According to the different studies, there is a strong correlation between (GDP) per capita as the index of economic growth and indicators of human development such as life expectancy, infant mortal ...","this way education and training are the most important investments in human capital . Since the payoff to spending on education or training lies in a future it makes sense to regard this spending as capital investment specially an investment in human capital ( Lewin 1997). Education and Human Capital Theory:
 As a matter of fact the economic prosperity and functioning of a nation depend on its physical and human capital stock. Whereas physical capital stock has traditionally been the focus of economic research, factors affecting the enhancement of human skills and talent are increasingly figuring in the research in social and behavioral science. In general term, human capital represents the investment people make for themselves that enhance their economic productivity. Human capital analysis assumes that schooling raises earnings and productivity mainly by providing knowledge , skills and a way of analyzing problems .On the other hand, a key strategy in determining economic performance has been to use a conception of individuals as human capital and various economic metaphors such as productivity, technological changes, innovation, research, education and competitiveness. Education and Human Capital Theory:
 Based upon the works of , human capital theory, rests on the assumption that formal education is highly instrumental and even necessary to improve the production capacity of a population. In fact human capital theory emphasizes how education will increase the productivity and efficiency workers (as human capital) by raising the level of cognitive stock of economically productive human capability which is a product of innate abilities and investment in human beings. A prominent explanation for that move is provided by a recent reformulation of Human Education and Human Capital Theory:
 Capital theory which has stressed the significance of education and training as the key to participation in the new global economy. On the other hand according to the Lewin (1997) by increasing the level of cognitive skills and technological progresses consequently the phenomenon of ever present change will place a premium on the ability to adopt to change, on being able to recognize opportunities in the capital structure. Thus preparing our children for the twenty first century will mean equipping them with more than the basic skills. It means the rapidly changing capital structure is related to and is , indeed predicted on, rapid changes in human capital structure ( via education). Also education plays a great and significant role in the economy of a nation, thus educational expenditures are found to constitute a form of investment. This augments individual's human capital and leads to greater output for the society. It increases their chances of employment in the new labor markets, and allows them to reap pecuniary and non-pecuniary returns and gives them opportunities for job mobility."
"Capital humain et employabilité : quelle opportunité pour les entreprises en Mauritanie ?","https://scispace.com/paper/capital-humain-et-employabilite-quelle-opportunite-pour-les-2dbwlr68my","2016","","","Mohamed Levrak","","https://scispace.com/pdf/capital-humain-et-employabilite-quelle-opportunite-pour-les-2dbwlr68my.pdf","Resume : L'objectif principal de ce travail est d'etudier la perspective de repositionnement de l’education a l'entrepreneuriat comme une strategie pour stimuler le DCH et l'employabilite en Mauritanie. Pour y parvenir, nous passerons, d’abord, en revue l’etat des lieux et les defis en matiere de capital humain et d’employabilite. Ensuite nous chercherons a cerner le fondement theorique de l’education a l’entrepreneuriat et du DCH. Enfin, seront presentes la methodologie de recherche, les hypotheses afferentes et les resultats trouves Mots-cles : Mauritanie – Capital humain – Employabilite – Education Abstract : The main objective of this work is to study the prospect of repositioning of entrepreneurship education as a strategy to stimulate the human capital development and employability in Mauritania. To achieve this goal, we will , first, review the current situation and challenges in human capital and employability. Then we will seek to identify the theoretical basis for entrepreneurship education and human capital development. Finally, we will be presented the research methodology, the related assumptions and results. Keywords : Mauritania – Human capital – Employability – Education","DCH: Nous présentons, ci-dessous, des théories et des modèles spécifiques qui fournissent les fondements théoriques de l'enseignement de l'entrepreneuriat et le développement du capital humain. La théorie du capital humain ::
 Dans « Investment in Human Capital » publié en 1961 dans la continuité de son premier article, T.W. Schultzs'efforce d'affiner la mesure du capital humain en se concentrant sur la dimension qualitative du facteur travail, à savoir « l'habilité, le savoir et toutes les capacités permettant d'améliorer la productivité du travail humain ». Il observe que, pour quantifier ces dimensions, il est difficile de procéder à une analyse des dépenses d'investissement en capital humain comme il peut être fait pour évaluer le capital physique. Il est en particulier complexe de distinguer ce qui relève des dépenses de consommation ayant pour objet de satisfaire les besoins des individus et ce qui peut être considéré comme des dépenses d'investissement améliorant la qualité du capital humain. En somme, la plupart des dépenses rentrent dans ces deux catégories. L'approche par la dépense ne permet donc pas de mesurer efficacement l'investissement en capital humain. Sa mesure passerait plutôt par un effort pour comprendre les variables améliorant les capacités des individus et se traduisant par une hausse du salaire des individus concernés sur le marché du travail. Il distingue donc cinq sources de production et d'amélioration du capital humain : (1) Les infrastructures et services de santé qui affectent l'espérance de vie et la vitalité des individus ; (2) la formation professionnelle (incluant l'apprentissage) organisée par les entreprises ; La théorie du capital humain ::
 (3) le système éducatif de l'école élémentaire au supérieur ; (4) les programmes d'études et de formation pour adulte non organisés par des entreprises ; (5) la migration des individus et des familles pour saisir des opportunités d'emploi. Ces domaines étaient largement inexplorés par l'analyse économique, les travaux de Schultz ont permis de mieux mesurer le lien entre l'investissement dans ces cinq catégories d'activités et l'accroissement du capital humain. La théorie du capital humain ::
 Dans son ouvrage « Human Capital », l'économiste américain Gary Becker, définit le capital humain comme « l'ensemble des capacités productives qu'un individu acquiert par accumulation de connaissances générales ou spécifiques, de savoir-faire, … ». La théorie du capital humain ::
 Chaque travailleur a un capital propre, qui lui vient de ses dons personnels, innés, et de sa formation. Son stock de capital immatériel peut s'accumuler ou s'user. Il augmente quand il investit, ce qui détermine les différences de productivité et, par hypothèse, de revenu."
"Indirect Benefits of Women’s Education: Evidence from Bangladesh","https://scispace.com/paper/indirect-benefits-of-women-s-education-evidence-from-3jr3ghrbr5","2012","","","Selina Akhter","","https://scispace.com/pdf/indirect-benefits-of-women-s-education-evidence-from-3jr3ghrbr5.pdf","x","other contacts . II.: The second category identifies that mother""s education exerts a strong role on children""s educational attainment by influencing largely the behaviour, attitude and learning intensity of children as they have longer interaction with mothers especially in the early years of age . III.:
 The third category focuses on the economic contribution by measuring the rate of returns to women""s education considering wage earnings from labour market participation     . This category becomes more significant as individual""s productivity is closely related with education and thus she can contribute directly to the economic growth. Labour force participation generally responds positively with women""s education, although a non-linear relationship between these two has often been observed, in many developing countries. This is due to their irregular presence in the labour market and consequently, it becomes difficult to construct a model for estimating the expected rate of returns to women""s education. However, women""s education is positively associated with wage earnings and thus the rate of returns increases as the level of education increases. III.:
 These themes are developed in more detail in the following sections focusing on their application to developing countries. Human Capital Theory:
 The particular economic theory underpinning resource allocation to education is commonly known as human capital theory. It explains the relationship between education and earnings of a person by estimating the expected rate of returns from education (W. . According to , education, beyond its many cognitive and cultural effects, also creates ""capital"" that is embodied in the person who receives it. However, students incur expenses during the period of study, which compensate later in life as the graduate earns more than people of the same age who have a lower level of education. Thus, the basic proposition of human capital theory is that costs of one""s education are recouped later in life with a profit. According to the Organisation for Economic Co-operation and Development (OECD) definition, human capital is explained as the knowledge, skills, competencies and attributes embodied in individual that facilitate the creation of personal, social and economic well-being . Human capital, therefore, indicates the stock of accumulated knowledge and skills which is gained by an individual through gaining education and experiences that make him/her more productive. Human Capital Theory:
 Human capital theory was extensively developed by W.  and  and established in the economic growth and development literature in the early 1960s. The theory is accepted by the international development organisations as well as individual governments to justify their spending on education (Kuruda 2009). Human Capital Theory:
 W.  has established the idea that education is the function of formulating human capital, which is the basis for economic growth. He conceptualised a model incorporating the cost of education including foregone earnings during the schooling of an individual, the private benefit of education on individual income and the social benefits of education on economic growth. Based on this concept of human capital,  developed the rate of returns analysis in explaining educational impact. Human Capital Theory:
 Controlling the effects of labour market irregularities, he found that labour force participation associated positively with the level of education and subsequently the rate of returns to education increased.  worked extensively on the rate of returns to education, while P. ) concentrated on women""s labour force participation and its returns in the context of developing countries. Human capital theorists, thus, have made the largest contribution by constructing a theoretical base to analyse the contribution of education to economic development."
"Human capital and economic growth in Spain, 1850–2000","https://scispace.com/paper/human-capital-and-economic-growth-in-spain-1850-2000-50yv4pfgrv","2010","Journal Article","Explorations in Economic History","Leandro Prados de la Escosura
Joan R. Rosés","10.1016/J.EEH.2010.02.002","","","Escosura,Joan R Rosés Keywords: Human capital Growth Labor productivity Total factor productivity Spain ☆ This paper has been presented at Session D5, ""Human Capital Formation and Economic Growth since the 19th Century"", 15th IEHA Congress (Utrecht Introduction:
 The role of human capital in the growth process has been extensively analyzed since Adam Smith and Alfred Marshall, and has interested both theoretical economists and economic historians. However, it was not until the mid twentieth century that Becker ,  developed a complete theory of human capital, according to which the individual level of education and experience determines future labor income. The United Nations (1997) defines human capital as ""productive wealth embodied in labor, skills and knowledge"" while the OECD describes it as ""the knowledge, skills, competencies and attributes embodied in individuals that facilitate the creation of personal, social and economic well being"" . This broad definition does not restrict human capital to education but encompasses all investments in humans which are made to improve their skills, including schooling and informal education provided by parents or other family members, on the job training and learning by doing (i.e., acquiring skills through work experience) or any other activities that improve the productive use of a person's skills. Introduction:
 The measurement of human capital is even more elusive than its definition. Many authors have employed formal education measures, such as enrolment rates or the level of educational attainment, while others resorted to indirect proxies including literacy and numeracy as a way to identifying human capital. However, none of these measures adequately defines human capital since they ignore informal education, vocational training, workers' experience, and on the job training. Further, these partial measures do not consider the economic value (benefit) of human capital, the potential differences in rates of return between different types of education, and the acquisition of human capital for individual consumption and not for production. The point is that a ""sound"" measure of human capital should be not only comprehensive but also consistent with theoretical underpinnings. How to measure human capital will be the first question to be addressed in this paper."
"Human Capital and Performance of Commercial Banks and Insurance Firms in Kenya","https://scispace.com/paper/human-capital-and-performance-of-commercial-banks-and-23tao62evk","2015","Journal Article","DBA-Africa Management Review","Mercy Gacheri Munjuri
Peter K’Obonyo
Martin Ogutu","","https://scispace.com/pdf/human-capital-and-performance-of-commercial-banks-and-23tao62evk.pdf","The purpose of the study was to establish the influence of human capital on the performance of insurance firms and commercial banks in Kenya. The study adopted a descriptive crosssectional survey design and a census survey was carried out on all the 43 licensed commercial banks and 45 insurance firms in Kenya. The target respondents were the Human Resources Managers and the questionnaire was the data collection instrument that was used. Out of the 88 firms that were targeted, 54 responded, constituting a response rate of 61%. Hypothesis was tested using simple linear regression analysis. Descriptive statistics were computed for organizational data and the main characteristics of the study variables. Data was presented in form of tables. The findings revealed that the influence of human capital on non-financial measures of firm performance was statistically significant. These results are consistent with existing literature which points out a positive effect of human capital on firm performance. A firm's human capital is an important source of sustained competitive advantage (Hitt et al.,2001) and therefore investments in the human capital of the workforce may increase employee productivity and financial results (Black and Lynch, 1996; Pfeffer, 1998; Snell and Dean, 1992). This study contributes to understanding the link between human capital and firm performance, while at the same time confirms the findings of previous studies that have found a significant link between human capital and firm performance. Organizations can enhance their human capital by embracing rigorous selection procedures and matching the right people with the right jobs. Academic qualifications and work experience should be considered during selection. Key words: Human Capital, Firm Performance, Commercial Banks, Insurance Firms, Kenya","r i c a M a n a g e m e n t r e v i e w c o n f e r e n c e 2 0 1 5 more practices that have been found to effectively enhance human capital. Literature Review and Theoretical Foundation:
 This study is grounded on the human capital theory. Human Capital theory was proposed by  and developed extensively by . Human capital theory suggests that education or training raises the productivity of workers by imparting useful knowledge and skills, hence raising workers' future income by increasing their lifetime earnings . It postulates that expenditure on training and education is costly, and should be considered an investment since it is undertaken with a view to increasing personal incomes. Human capital theorists argue that firms will invest significantly to develop unique and non-transferable (i.e. firm-specific) skills through extensive training initiatives . The human capital approach is often used to explain occupational wage differentials. In his view, human capital is similar to ""physical means of production"", e.g., factories and machines: one can invest in human capital (via education, training, medical treatment) and one's outputs depend partly on the rate of return on the human capital one owns. Thus, human capital is a means of production, into which additional investment yields additional output. Human capital is substitutable, but not transferable like land, labor, or fixed capital. Human Capital:
 There have been a number of efforts to define and investigate human capital. One stream of research defines human capital as the abilities individuals possess . Another stream of research incorporates education and experience into human capital. Human capital is formed by aptitudes, competences, experiences and skills of internal members of the organizations .  define Human capital as an individual's cumulative abilities, knowledge and skills developed through formal and informal education and experience. From an organizational perspective, human capital is the result of a firm's deliberate investment through the selective hiring of employees with high general skills (or formal education) plus a firm investment in training of more specific skills through in-house training activities . Human capital is formed by aptitudes, competences, experiences and skills of internal members of the organizations . Organizations can increase their human capital by attracting individuals with high skills from the external labor market and/or by internally developing the skills of their current members. Human Capital:
 Human resources are crucial in creating human capital because organizations do not create knowledge otherwise organizations can increase their human capital by attracting individuals with high skills from the external labor market and/or by internally developing the skills of their current members. In the latter, a big role is played by employee retention. In terms of human capital, senior managers are crucial in attracting, selecting and retaining the right people in the organization as well as in devising and addressing training needs to develop the participation of employees and volunteers . 1 s t D B A A f r i c a M a n a g e m e n t r e v i e w c o n f e r e n c e 2 0 1 5"
"Human Capital and Brain Drain in the Regional Development: A Case Study of Incentives","https://scispace.com/paper/human-capital-and-brain-drain-in-the-regional-development-a-4uc9jud2di","2010","","","Carolina Wyttenbach","","https://scispace.com/pdf/human-capital-and-brain-drain-in-the-regional-development-a-4uc9jud2di.pdf","This paper investigates the incentives of Latin American masters students to remain abroad or to return home after completing their education at Lund University in 2010. These students can be regarded as valuable resources for the economic development of their home countries. However, under the presence of market imperfections and the increasing migration of professionals from less to more developed nations, it is valuable to consider the motives behind their decision to remain abroad or to return home. By analysing the motivations it is possible to draw conclusions regarding the influential forces behind the decision to migrate and thereby minimise the threat of brain drain by increasing the return migration.","represents the basis for the discussion of the research topic. The Human Capital Theory: Under these considerations, human capital represents an important factor in the analysis and explanation of economic growth and the income gab between skilled and unskilled workers in an economy. ""No country has become rich with a universally unskilled population"" 40:
 The increasing importance of knowledge and skills allowed some scholars to develop a theory where economic growth is explained not only through traditional factors of production, but rather through the endowed and acquired human capabilities. Under the individual point of view, the return on investments made in education should become visible through higher wages, while the return under the social point of view is perceptible through higher productivity.  It could be said that there is a sort of chain or relationship between three key elements in human capital, namely: education, productivity, and the labour market. While education is assumed to increase productivity leading to profitable companies, this should result in an increase in the wages of the productive and valuable labour force.  The human capital theory is rooted in the neoclassical economic concept which assumes perfect competition and perfect information. As conceived by its founders, this theory assumes that individuals are rational and they choose their education in order to maximise their utility. In other words, individuals will decide to invest in their education if the future benefits from this investment are higher than the costs, both monetary and non-monetary, of getting the education. Depending on each person's values, these benefits can consist of improvements in the professional as well as personal development, increase in wages, and other non-monetary gains. The same rational economic decision is applied to organizations, as well as countries as a whole. ""No country has become rich with a universally unskilled population"" 40:
 41 See Appendix 2 in pages 65 f. for further definitions of human capital theory. Thereby, the fundamental nature of the human capital theory is that individuals' knowledge and skills are considered a form of capital, and thus an educated population represents a productive population. 45 Investment in Human Capital:
 ""Many paradoxes and puzzles about our dynamic, growing economy can be resolved once human investment is taken into account""  For centuries, human beings have been considered as a factor of production in economic modelling. However, their importance has increased in the last decades, through the consideration of the productivity capacity of well educated individuals. Investment in Human Capital:
 Nevertheless, one point was still not considered, namely that people invest in themselves, and that in some cases these investments are very large.  Since human capital may increase productivity, it is important to analyse the way individuals allocate their time, money, and energy in order to accumulate new knowledge and skills."
"Labor market incentives to stay in school","https://scispace.com/paper/labor-market-incentives-to-stay-in-school-4ffuqvwmid","1993","Journal Article","Journal of Agricultural and Applied Economics","Judith I. Stallmann
Thomas G. Johnson
Ari Mwachofi
Jan L. Flora","10.1017/S1074070800018988","https://scispace.com/pdf/labor-market-incentives-to-stay-in-school-4ffuqvwmid.pdf","Human capital theory suggests that job opportunities will create incentives for human capital investment. If job information does not flow freely, or if they prefer not to move, students will make investment decisions based upon local job markets. Communities with a high percentage of low-skill jobs which do not reward high school and higher education do not create incentives for students to finish high school or continue beyond high school. Data from Virginia support this hypothesis. Targeted job creation, and improved labor market information may create incentives for increased human capital investment in many rural communities.","human capital investment. The paper discusses the few empirical studies which have indirectly addressed the issue. Introduction: In addition an empirical model to directly address the issue is estimated for the state of Virginia. The policy and future research implications of the model are discussed. Human Capital Theory:
 In his seminal article on human capital, Schultz suggested that individuals will be willing to give up current consumption if they can obtain a higher lifetime income (and consumption) by investing in human capital. Schultz suggested that human capital investment is a specific example of general investment behavior. Human capital theory predicts that an investment will be made when the rate of return on the investment exceeds the rate of return on alternate uses of the capital (and other resources). Schultz defined investment in human capital as any expenditure in education, health, or even internal migration that is aimed at taking advantage of better job opportunities. Becker stated that investment in human capital is any activity that improves ""the physical and mental abilities of people and thereby raises real income prospects."" Friedman and Kuznets implicitly recognized investment in human capital as a determinant of income and wealth, Human capital theory predicts that individuals will choose that level of investment in human capital that will maximize the present value of lifetime earnings. In this paper, we consider the decision to invest in education only, although the model can be extended to include other types of human capital as well, Human Capital Theory:
 The theory postulates a two-period utility function, Human Capital Theory:
 (1) u = U(X,X2,S), 0s s ~1, Human Capital Theory:
 where Xl and Xz are vectors of goods in periods one and two respectively, and S represents the proportion of period 1 devoted to schooling. The individual is assumed to maximize utility subject to the income constraint, Human Capital Theory:
 where Y, is potential income in period one, Y2= yz (S) is income in period two (a function of amount of education in period one), P is prices, and r is the discount rate. This maximization problem can be solved by forming the Lagrange function, ( ) Human Capital Theory:
 and finding the first-order conditions for a maximum, (4) aL q =U, -A.P, =O Human Capital Theory:
 Rearranging equation ( ) yields the expression (8) Human Capital Theory:
 The two terms on the left of equation ( ) are the benefits of education. The first term is utility gained directly from education and the second is the increased earning ability once educated. The terms on right are the costs--foregone income and the direct costs of education, respective y. Human Capital Theory:
 Investment in education will, therefore, be greater for those who enjoy school, those with lower schooling costs, those with poorer earning prospects without education, and most importantly for this paper, those who expect the greatest increases in employability from higher education. Human Capital Theory:
 Those individuals who live in communities with fewer opportunities for workers with more education will calculate a lower net return to education unless they are willing to consider a permanent move from their community. Human Capital Theory:
 The choice criterion in equation ( ) is generalized in Figure . Here the marginal cost of education is the sum of lost income, YI(S), and the cost of education, (P,). The marginal cost and benefit curves rise discontinuously at S1, the beginning of post secondary education."
