"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Career and technical education program’s influences on post-release outcomes for offenders in Virginia","https://scispace.com/paper/career-and-technical-education-program-s-influences-on-post-5ffskleiyv","2010","","","Rosemaliza Kamalludeen","","","Correctional education’s effectiveness in improving the lives of ex-offenders has been constantly debated. Human capital theory suggests that a person’s income is greatly increased by investments in education and training. Correctional education aims to improve an ex- offender’s life post-release through investment in education. This paper describes post-release employment outcomes and recidivism rates among ex-offenders in Virginia based on their participation in career and technical education (CTE) programs. The aim of the study was to investigate the impact of CTE on time to gain employment post-release, length of employment, and average quarterly earnings among ex-offenders, as well as recidivism. Results revealed better employment outcomes and lower recidivism rates among program participants, suggesting positive influences of correctional education on post-release outcomes among ex-offenders. Further investigation is suggested to include demographics and other variables as they might have direct or indirect effects on ex-offenders’ employment outcomes and recidivism likelihood.","The authors investigated the impact of career and technical education (CTE) programs on ex-offender employment outcomes and recidivism rates in a post-release employment environment in Virginia."
"Recidivism outcomes of Illinois prison work release program participants","https://scispace.com/paper/recidivism-outcomes-of-illinois-prison-work-release-program-6x00kb8us08t","2025","Journal Article","","Jessica Reichert
Jing Wang
Ryan Maranville
Eva Ott Hill
Karl Gruschow","10.1080/2997965x.2025.2518976","","Abstract Reentry into the workforce for formerly incarcerated individuals is fraught with challenges, including limited education and employer stigma. However, employment post-release has been found to reduce recidivism. Prison work release programs, such as Illinois’ Adult Transition Centers (ATCs), may effectively facilitate employment and reduce recidivism for reentering individuals. This study evaluated the impact of ATC participation on recidivism outcomes. We used propensity score matching to create a comparison group of non-ATC participants with characteristics similar to the participants. The sample consisted of individuals released in 2016 or 2017, with rearrest and reincarceration tracked through 2021. Survival analysis revealed that ATC participation was associated with a 15.5% lower probability of rearrest and a 36.9% lower probability of reincarceration; the ATC participants experienced significantly more extended periods until their first post-release rearrest and reincarceration compared to non-participants. The findings suggest that work release programs can play a crucial role in reducing recidivism and promoting successful reentry for formerly incarcerated individuals.",""
"Evaluating the Effectiveness of Correctional Education: A Meta-Analysis of Programs That Provide Education to Incarcerated Adults","https://scispace.com/paper/evaluating-the-effectiveness-of-correctional-education-a-2peaco6gf3","2013","Book","","Lois M. Davis
Robert Bozick
Jennifer L. Steele
Jessica Saunders
Jeremy N. V. Miles","","https://scispace.com/pdf/evaluating-the-effectiveness-of-correctional-education-a-2peaco6gf3.pdf","After conducting a comprehensive literature search, the authors undertook a meta-analysis to examine the association between correctional education and reductions in recidivism, improvements in employment after release from prison, and learning in math and in reading. Their findings support the premise that receiving correctional education while incarcerated reduces an individual's risk of recidivating. They also found that those receiving correctional education had improved odds of obtaining employment after release. The authors also examined the benefits of computer-assisted learning and compared the costs of prison education programs with the costs of reincarceration.","The authors conducted a meta-analysis to examine the association between correctional education and reductions in recidivism, improvements in employment after release from prison, and learning in math and in reading."
"The Impact of Career and Technical Education Programs on Adult Offenders: Learning behind Bars.","https://scispace.com/paper/the-impact-of-career-and-technical-education-programs-on-24gsdh4gd1","2003","Journal Article","Journal of correctional education","Howard R. D. Gordon
Bracie Weldon","","","The primary purpose of this study was to examine recidivism rates of inmates who par ticipated in educational programs during the time they were incarcerated at Huttonsvilie Correctional Center in West Virginia. The Education Department at Huttonsville Correctional Center provided files pertaining to inmates who were enrolled in educational programs during 1999-2000. Vocational completers had a recidivism rate of 8.75%, inmates who participated in both CED and vocational training reported a recidivism of 6.71%, and non-educational participants had a recidivism rate of 26%. CED and vocational training programs had a positive effect on reducing recidivism. Overall, participation of the incarcerated in correctional education programs appears to reduce recidivism. Education is a change agent. Incarceration is meant to change atti tudes. The combination of career and technical education along with incarceration for the qualified inmate may help to increase the safety of society when the offender is released. West Virginia Department of Corrections should provide adequate funding and ensure the quality of education throughout both the prison system and the com munity correction system to further develop social, cultural, academic and vocational learning. Providing all individuals with educational services has been a fundamental value in American society. Discipline and education may be regarded as the mainstay of prison programs for inmates since the early years of our penal his tory. However, providing inmates with an education has been a controversial issue and represents a difficult dilemma to tax-paying citizens. There are many conflicting opinions regarding whether society should strive to rehabilitate rather than merely punish inmates. Yet, when society carefully considers the average cost to provide quality education against the cost of keeping an inmate adequately housed for additional years in a state or federal institution, the","In this article, the authors examined recidivism rates of inmates who participated in educational programs during the time they were incarcerated at Huttonsvilie Correctional Center in West Virginia."
"Assessing the Impact of Prison Industries on Post-Release Employment and Recidivism of Florida Inmates","https://scispace.com/paper/assessing-the-impact-of-prison-industries-on-post-release-f7sch6ixii","2005","","","Robin Leigh Richardson","","","The deskilling of labor and the loss of social networking has accounted for part of the crime problem in recent decades. Vocational training and other correctional programming is meant to reverse the effects of these problems by providing inmates with usable, legal, and employable skills. Over the last five to ten years, the role of rehabilitative services has become highly questionable. The lack of confidence in such services has led to a decline in the number and type of prison programming available to inmates. In addition, fiscal concerns on the part of privately owned correctional industries have sharpened this decline. This paper reports results of an evaluation performed on PRIDE Enterprises, one of the largest providers of privately operated inmate vocational training in Florida, in regards to its effect on inmates' post release employment and recidivism. This study found that working in the vocational program, PRIDE, significantly increases the likelihood of the participant being employed after release. This study also found that PRIDE has no direct effect on recidivism.%%%%A Thesis Submitted to the College of Criminology and Criminal Justice in Partial Fulfillment of the Requirements for the Degree of Master of Science.%%%%Summer Semester, 2005.%%%%July 6, 2005.%%%%Vocational Training, Life Course, Social Capital, Recidivism%%%%Gordon Waldo, Professor Directing Thesis; William Bales, Committee Member; Marc Gertz, Committee Member.","Waldo et al. as mentioned in this paper reported results of an evaluation performed on PRIDE Enterprises, one of the largest providers of privately operated inmate vocational training in Florida, in regards to its effect on inmates' post release employment and recidivism."
"How Effective Is Correctional Education, and Where Do We Go from Here?","https://scispace.com/paper/how-effective-is-correctional-education-and-where-do-we-go-38os6jubl2","2014","","","Lois M. Davis
Jennifer L. Steele
Robert Bozick
Malcolm V. Williams
Susan Turner
Jeremy N. V. Miles
Jessica Saunders
Paul S. Steinberg","","","More than two million adults are incarcerated in US prisons, and each year more than 700,000 leave federal and state prisons and return to communities. Unfortunately, within three years, 40 per cent will be reincarcerated. One reason for this is that ex-offenders lack the knowledge, training, and skills to support a successful return to communities. Trying to reduce such high recidivism rates is partly why states devote resources to educating and training individuals in prison. This raises the question of how effective - and cost-effective - correctional education is - an even more salient question given the funding environment states face from the 2008 recession and its continuing aftermath. The RAND team conducted a systematic review of correctional education programs for incarcerated adults and juveniles. This included a meta-analysis on correctional education's effects on recidivism and post-release employment outcomes for incarcerated adults, as well as a synthesis of evidence on programs for juveniles. The study also included a nationwide survey of state correctional education directors to understand how correctional education is provided today and the recession's impact. The authors also compared the direct costs of correctional education with those of reincarceration to put the recidivism findings into a broader context.","The authors conducted a systematic review of correctional education programs for incarcerated adults and juveniles, including a meta-analysis on correctional education's effects on recidivism and post-release employment outcomes, as well as a synthesis of evidence on programs for juveniles."
"Employment and Vocation Programs in Prison","https://scispace.com/paper/employment-and-vocation-programs-in-prison-2v4br9ajzt","2018","Book","","Paula Smith
Lindsey M. Mueller
Ryan M. Labrecque","10.1093/OXFORDHB/9780199948154.013.21","","Historically, work has played an important role in managing correctional populations and providing a means to reduce prisoner idleness. As correctional ideologies have shifted over time, the concept of working while incarcerated has taken on more of a rehabilitative approach. Several policies and correctional initiatives have been developed to integrate prison industry and employment services into correctional systems in an effort to address the poor employment histories and low job-related skills of offenders. Evaluations of these programs demonstrate that participation in prison industry and employment services can increase job prospects and lower the chances of recidivism. The effectiveness of prison-based employment programs vary, however, and is dependent upon the key components incorporated into their design. Despite the differences between programs, employment services offered in prison seem to be an effective approach to addressing employment deficits among offenders.","The effectiveness of prison-based employment programs vary, however, and is dependent upon the key components incorporated into their design as mentioned in this paper, and the effectiveness of these programs are dependent upon their design."
"Study in Prison Reduces Recidivism and Welfare Dependence: A Case Study from Western Australia 2005–2010","https://scispace.com/paper/study-in-prison-reduces-recidivism-and-welfare-dependence-a-atcnuzqqpp7j","","","","Margaret Giles","10.52922/ti154211","","Using a longitudinal dataset of prisoners in Western Australia, this paper describes the effectiveness of correctional education in improving post-release outcomes. The report shows that the more classes completed by prisoners the lower the rate of re-incarceration and the less likely they are to increase the seriousness of their offending. These, and other personal and societal benefits such as a reduction in welfare dependence, were positively associated with the number of classes prisoners successfully completed—that is, the more classes the inmate successfully completes, the less likely they are to reoffend and to access unemployment benefits.","This study in Western Australia (2005-2010) found that correctional education significantly reduces recidivism and welfare dependence, with prisoners completing more classes associated with lower re-incarceration rates and reduced unemployment benefits."
"How Effective is Correctional Education?: The Results of a Meta-Analysis","https://scispace.com/paper/how-effective-is-correctional-education-the-results-of-a-3j2rxfxigb","2013","Book","","Lois M. Davis
Robert Bozick
Jennifer L. Steele
Jessica Saunders
Jeremy N. V. Miles","10.7249/RB9728","https://scispace.com/pdf/how-effective-is-correctional-education-the-results-of-a-3j2rxfxigb.pdf","To examine the effectiveness of correctional education and its association with reductions in recidivism and improvement in employment after release from prison, the authors present the results a comprehensive literature review and meta-analysis.","In this paper, the authors examined the effectiveness of correctional education and its association with reductions in recidivism and improvement in employment after release from prison, and presented the results a comprehensive literature review and meta-analysis."
"Vocational education and training for adult prisoners and offenders in Australia: research readings","https://scispace.com/paper/vocational-education-and-training-for-adult-prisoners-and-25wmu9q1ga","2007","Journal Article","National Centre for Vocational Education Research","Susan Dawe","","https://scispace.com/pdf/vocational-education-and-training-for-adult-prisoners-and-25wmu9q1ga.pdf","This book of research readings provides clear evidence that adult prisoners and offenders who participate in vocational education and training (VET) during their sentence are less likely to re-offend. A reduction in recidivism represents significant cost savings to the community. This book highlights recent improvements in the delivery of VET for adult prisoners and offenders in Australia. Chapters include: International research and trends in education and training provision / Raymond Chavez and Susan Dawe; The role of VET in recidivism in Australia / Victor Callan and John Gardner; Ex-prisoners and ex-offenders and the employment connection: assistance plus acceptance / Joe Graffam and Lesley Hardcastle; The role of education and training in prison to work transitions / Margaret Giles, Anh Tram Le, Maria Allan, Catherine Lees, Ann-Claire Larsen and Lyn Bennett; Should education and vocational training be compulsory in corrections? / Peter de Graaff; The provision of VET for adult prisoners in Australia / Sian Halliday Wynes; Using research to inform practice: Western Australian correctional education / Christine Laird, Raymond Chavez and Melanie Zan; Throughcare and VET for adult prisoners and offenders within the New South Wales Department of Corrective Services / Karen Banfield, Steve Barlow and David Gould; Improving VET for adult prisoners and offenders in Australia / Sian Halliday Wynes; Improving literacy for adult prisoners and offenders / Bernard Meatheringham, Pamela Snow, Marine Powell and Michael Fraser; Education and training for Indigenous people in prisons / Cydde Miller.","In this paper, a book of research readings provides clear evidence that adult prisoners and offenders who participate in vocational education and training (VET) during their sentence are less likely to re-offend."
"Vocational and Educational Programs: Impacts on Recidivism","https://scispace.com/paper/vocational-and-educational-programs-impacts-on-recidivism-15vzak08bz","2014","Dissertation","","Claire Perry","","","This paper looks at the relationship between educational and vocational program participation and recidivism. Using a cohort of individuals released from state prison in 1994 across five states and tracked for three years, this paper takes into consideration both rearrest and re-confinement. It finds that vocational programs in particular have significant reductions in both re-arrest and re-confinement; results are primarily driven by programs in Illinois and New York. This paper builds off the extensive literature on the topic by accounting for varying levels of program completion, including different types of recidivism, controlling for state-to-state variation, and looking at both education and vocation programs. In addition to predicting recidivism based on program participation, this study seeks to control for motivation of people choosing to participate in educational and vocational programs using instrumental variable analysis and looks at time until recidivism using proportional hazard models.","In this paper, the relationship between educational and vocational program participation and recidivism was investigated. But, the results were primarily driven by programs in Illinois and New York, and the results showed that vocational programs in particular had significant reductions in both re-arrest and re-confinement."
"Serving Time or Wasting Time? Correctional Education Programs Improve Job Prospects, Reduce Recidivism, and Save Taxpayer Dollars","https://scispace.com/paper/serving-time-or-wasting-time-correctional-education-programs-3myanyfe3s6o","","","","Lois Davis
Robert Bozick
Jennifer Steele
Jessica Saunders
Jeremy Miles","10.7249/ig113","","Based on a comprehensive literature review, the authors examined the association between correctional education and reductions in recidivism, improvements in employment upon release from prison, and the cost-effectiveness of correctional education.","Correctional education programs significantly improve job prospects, reduce recidivism rates, and save taxpayer dollars, according to a comprehensive literature review, highlighting the cost-effectiveness and benefits of investing in inmate education and training."
"Asociaciones entre la reincidencia en prisión y las experiencias laborales y educativas durante la privación de libertad","https://scispace.com/paper/asociaciones-entre-la-reincidencia-en-prision-y-las-15qonyghcywx","2024","Journal Article","Revista brasileira de segurança pública","Rafael Galvão de Souza
André Braz Golgher
Bráulio Figueiredo Alves da Silva","10.31060/rbsp.2024.v18.n2.1880","","This essay investigates the impact of inmates’ work and educational programs on recidivism rates over nearly five years for prisoners released from Santa Catarina prisons. Three methods were used to analyze recidivism and to control for self-selection bias and non-observable heterogeneity: propensity score matching, Cox, and frailty models. The frailty model showed that participation in work and educational programs reduced the odds of recidivism by 14% and 32%, respectively. This study suggests that programs are being carried out in Santa Catarina that may effectively impact prisoners’ rehabilitation. ","This study examines the impact of work and educational programs on recidivism rates among prisoners released from Santa Catarina prisons, finding that participation in these programs reduces recidivism odds by 14% and 32%, respectively."
"A Meta-Analysis of Corrections-Based Education, Vocation, and Work Programs for Adult Offenders","https://scispace.com/paper/a-meta-analysis-of-corrections-based-education-vocation-and-30773kxjm6","2000","Journal Article","Journal of Research in Crime and Delinquency","David B. Wilson
Catherine A. Gallagher
Doris Layton MacKenzie","10.1177/0022427800037004001","","Corrections-based education, vocation, and work programs are a major rehabilitative component of our correctional system. Recent reviews of the research literature raise doubt about the effectiveness of these programs in reducing recidivism. This study meta-analyzed the recidivism outcomes of 33 independent experimental and quasi-experimental evaluations of education, vocation, and work programs and found that program participants recidivate at a lower rate than nonparticipants. The generally weak methodological character of these studies, however, prevents attributing this observed effect on criminal behavior to the activities of the programs. Future evaluative research in this area could be strengthened through the incorporation of theoretical links between the program activities and future criminal involvement and through designs that control for self-selection bias beyond basic demographic differences.","A meta-analysis of the recidivism outcomes of 33 independent experimental and quasi-experimental evaluations of education, vocation, and work programs and found that program participants recidivate at a lower rate than nonparticipants as mentioned in this paper."
"Effectiveness of Vocational Education and Employment Programs for Adult Offenders","https://scispace.com/paper/effectiveness-of-vocational-education-and-employment-4k3rjwpb0c","2000","Journal Article","Journal of Offender Rehabilitation","Jeffrey A. Bouffard
Doris Layton MacKenzie
Laura J. Hickman","10.1300/J076V31N01_01","","A number of jurisdictions have adopted vocational education and employment programs intended, among other aims, to reduce recidivism among adult correctional populations. Because of the well-established links between low educational attainment, unemployment and crime, these programs do seem to target a risk factor for recidivism. Whether, in fact, they are effective in reducing future offending behavior is still open to question. This review assesses the empirical status of the effectiveness of vocational education and employment programs by drawing conclusions based upon systematic rankings of methodological rigor of individual program evaluations. Evaluation research in vocational education/job training, community employment, and correctional industries program areas was assessed. Based upon rankings of methodological rigor and specific decision criteria for assessing overall empirical support for program effectiveness, several types were identified as generally successful at reducing offender ...","In this article, the authors assess the empirical status of the effectiveness of vocational education and employment programs by drawing conclusions based upon systematic rankings of methodological rigor of individual program evaluations, and identify several types of programs as generally successful at reducing offender recidivism."
"The Effect of Correctional Education on Postrelease Employment and Recidivism A 5-Year Follow-Up Study in the State of Indiana","https://scispace.com/paper/the-effect-of-correctional-education-on-postrelease-3cw0aemyw9","2012","Journal Article","Crime & Delinquency","Susan Lockwood
John M. Nally
Taiping Ho
Katie Knutson","10.1177/0011128712441695","","Research has consistently revealed that released offenders, if unemployed and uneducated, would likely become recidivist offenders This study was a 5-year follow-up study (2005-2009) of 6,561 offenders who were released from the Indiana Department of Correction (IDOC) to five metropolitan counties during the calendar year 2005 It examined the effect of education and postrelease employment on recidivism among those released offenders Results of this study revealed that an offender’s education and employment were the most important predictors of postrelease recidivism In other words, offenders would likely return to the IDOC custody if they were unemployed This study’s results provided evidence that offenders who had not completed high school were likely to become recidivist offenders This study also revealed that younger offenders were likely to become recidivist offenders after their release from the IDOC custody In addition, African American offenders, rather than Caucasian offenders, were likely ","In this paper, the authors examined the effect of education and post-release employment on recidivism among those released offenders and found that an offender's education and employment were the most important predictors of post-offender recidivitis."
