"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Breves disquisiciones teóricas en torno al tema capital humano y eficiencia organizativa","https://scispace.com/paper/breves-disquisiciones-teoricas-en-torno-al-tema-capital-2c8qbeko6u","2016","","","Francisco Ganga Contreras
Aldo Cassinelli Capurro
Gustavo Díaz Santis
Silvia A. Maluk","","https://www.redalyc.org/pdf/336/33646908002.pdf","El concepto de Capital Humano, entendido como el valor economico potencial de la mayor capacidad productiva de un individuo, tiene un impacto sideral en la “eficiencia” de las organizaciones o en la forma en la que ellas organizan sus recursos para conseguir los resultados esperados. Si se observa cualquier tipo de organizacion, es posible constatar que tanto las individualidades como los equipos de alto nivel pueden contribuir significativamente en la eficacia de una institucion. De igual forma la organizacion puede privilegiar la excelencia de su Capital Humano, ya sea en la adecuada asignacion de sus deberes como en la apropiada compensacion retributiva. Tomando en cuenta este contexto, el trabajo tiene como finalidad principal desarrollar breves reflexiones en relacion al tema del Capital Humano y su relacion con la eficiencia organizacional, colocando algunas referencias -a modo de ejemplo- del caso de Chile. Para lograr este proposito, se acudio a fuentes secundarias, lo cual implico una revision de articulos y documentos relacionados con el tema. Identificar los elementos de la estrecha relacion de interdependencia entre la eficiencia organizacional y el Capital Humano parece clave a la hora de querer potenciar los beneficios esperados de las instituciones, asi como al momento de disenar politicas publicas que permitan a las entidades y a los paises, contar con los mayores beneficios de la llamada “eficiencia organizativa”, alcanzado un rendimiento de excelencia. En este escenario, las personas y sus competencias son las que determinan el verdadero exito y viabilidad organizacional.","The concept of capital humano, entendido como el valor economico potencial de la mayor capacidad productiva de un individuo, tiene un impacto sideral en la eficiencia of las organizaciones o en the forma in which ellas organizan sus recursos for conseguir los resultados esperados."
"Institutions, institutional theory and policy design","https://scispace.com/paper/institutions-institutional-theory-and-policy-design-2bw26sjq","2022","Book Chapter","","Maria Mazzuca","10.4337/9781839106606.00011","","Designing public policy may be done by individuals, but it can also be done by institutions. The designs made by institutions, given the very nature of institutions, tend to be more predictable than those of individual. This is especially true for large, bureaucratic institutions in the public sector. But institutions need not be so lacking in imagination and innovation, and some are capable of producing highly original solutions for policy problems. This chapter explores the relationships between institutions and designing through several lenses. One is the lens of institutional theory, with the various approaches to institutions each having something different to say about how the designing process will occur, and what the likely outcomes may be. We must also understand that institutions do not function alone, but are embedded in fields of institutions and other actors, and the interactions involved also influence the designs that are produced. Further, the institutions involved in designing public policies are not themselves all alike. Some may be bureaucracies and others may be loosely coupled networks. Some may be newly created design labs, while others are established bureaucracies or think tanks. The various features of institutions all have some impact on designs, and in turn may be influenced by the designs that are produced. ","This article explored the relationship between institutions and designing through several lenses, including the lens of institutional theory, with various approaches to institutions each having something different to say about how the designing process will occur, and what the likely outcomes may be."
"Introducing Systems Thinking into Public Sector Institutions: Learning by Doing?","https://scispace.com/paper/introducing-systems-thinking-into-public-sector-institutions-158updbmew","2020","Component","","Piret Tõnurist
Elena Rovenskaya
Reinhard Mechler
Ulf Dieckmann
Fabian Wagner","10.1787/3A9ACAA6-EN","","The need to overhaul systems thinking in public sector management is discussed. While systems thinking as the methodology behind purpose‑driven change could be used to accomplish missions, the public sector is not necessarily interested or ready to use it for that. Systems thinking inside the public sector is generally a ‘sense-making’ tool to make interconnectedness visible (usually with the help of outside experts) rather than a day-to-day practise that helps guide everyday action and decision-making. Even if policy makers as individuals are systems thinkers, it does not mean the policies they design are systemic; one needs institutions to support systems policymaking. OECD’s and IIASA’s work shows that public sector leaders face an uphill battle: there is little clarity on who should promote systems thinking in public organisations and who should assure their capacity.","The need to overhaul systems thinking in public sector management is discussed in this article, where the authors argue that the public sector is generally a sense-making tool to make interconnectedness visible, rather than a day-to-day practice that helps guide everyday action and decision-making."
"Towards Efficient Hospital Management: Theoretical Model of Systemic Management Policies","https://scispace.com/paper/towards-efficient-hospital-management-theoretical-model-of-c8asvadx3g94","2025","Journal Article","","Juan Pablo González Rivas
Irma Perez de Mezzogori
Raquel Barrios
Edgar Gabriel Chirinos Gutiérrez","10.70164/ihsr.v1i2.4","","This article presents a theoretical model of managerial policies aimed at optimizing hospital efficiency in non-profit public entities. It analyzes the “Antonio Maria Pineda” University Hospital using a complementary qualitative and quantitative approach. Based on systems theory, it proposes strategies emphasizing operational efficiency, equity, and sustainability. It identifies issues in resource allocation and the lack of integrated information systems, negatively affecting service quality. Recommendations include implementing management indicators, training personnel, and adopting digital technologies for evidence-based decision-making, improving hospital management comprehensively. ","This study proposes a theoretical model for optimizing hospital efficiency in non-profit public entities, analyzing the ""Antonio Maria Pineda"" University Hospital, and recommending strategies for operational efficiency, equity, and sustainability through management indicators and digital technologies."
"Drinking from the Talent Pool: A Resource Endowment Theory of Human Capital and Agency Performance","https://scispace.com/paper/drinking-from-the-talent-pool-a-resource-endowment-theory-of-201kwc25l2","2016","Journal Article","Public Administration Review","Manuel P. Teodoro
David Switzer","10.1111/PUAR.12571","","This article advances a resource endowment theory of human capital and performance in government organizations. Building on research on human capital and firm location in business economics and task complexity in public management, the authors argue that an agency's ability to implement policy is determined both by its scale and by the human capital of the population from which it draws its employees. The authors cast labor as a factor of production in public agencies and argue that access to higher-quality labor improves government effectiveness. The effect of human capital on performance is especially pronounced when agencies are charged with the implementation of technically complex tasks. The empirical subject is U.S. municipal water utilities’ compliance with the Safe Drinking Water Act. Comparing records of compliance with more and less complex regulatory requirements provides evidence consistent with the general model. The findings carry important implications for public management and policy design.","In this paper, the authors argue that an agency's ability to implement policy is determined both by its scale and by the human capital of the population from which it draws its employees."
"Teoria Institucional: uma contribuição para a gestão pública do desenvolvimento","https://scispace.com/paper/teoria-institucional-uma-contribuicao-para-a-gestao-publica-d5ow9bue05","2021","Journal Article","","Fabrini Quadros Borges
Fabricio Quadros Borges","10.32813/2179-1120.2021.V14.N1.A759","https://scispace.com/pdf/teoria-institucional-uma-contribuicao-para-a-gestao-publica-d5ow9bue05.pdf","The research aims to analyze the contribution of institutional theory to the understanding of the relationship between public management and development. The environments of planning and control in public management are part of a wide and relevant worldwide debate for the construction of mechanisms capable of regionally improving management capacity in favor of promoting the well-being of populations. The investigation comprises a theoretical study, exploratory, bibliographic and documentary in nature. The study concluded that the contribution of institutional theory to public management of development lies basically in providing elements of understanding about the structure and functioning of organizations according to the rules, procedures and values ​​that characterize a given reality. The discussion structure of this Theory brings as perspective, that the organizations need legitimacy of the interested parties and for that they adopt tangible elements like the structure and the processes to correspond to a set of norms and intangible values ​​in the institutional environment.","The contribution of institutional theory to public management of development lies basically in providing elements of understanding about the structure and functioning of organizations according to the rules, procedures and values that characterize a given reality as mentioned in this paper."
"Integrating Performance Management into the Policy Process via Institutional Analysis Framework","https://scispace.com/paper/integrating-performance-management-into-the-policy-process-4626tg0ig8","2017","Book Chapter","","Shlomo Mizrahi","10.1007/978-3-319-52350-7_6","","This chapter develops an integrative framework for analyzing the ways in which specific performance management systems are decided and implemented. We integrate the various streams of new institutionalism and the explanations of public sector reforms. The framework helps explain processes of change and suggests strategies for overcoming barriers in the stages of policy making and implementation. The framework consists of a four-step analysis that identifies the negative policy feedback, determines the strength of the lock-in effect, explains the evolution of transformative entrepreneurs and their ideational motivations, and analyzes the strategies of change using the typologies in the literature as well as the micro-level decision-making models of rational choice institutionalism.","In this paper, the authors develop an integrative framework for analyzing the ways in which specific performance management systems are decided and implemented. And they integrate the various streams of new institutionalism and the explanations of public sector reforms."
"Designing policies that could work: understanding the interaction between policy design spaces and organizational responses in public sector","https://scispace.com/paper/designing-policies-that-could-work-understanding-the-3m6zz4jykj","2024","Journal Article","Policy Sciences","Giliberto Capano
Benedetto Lepori","10.1007/s11077-024-09521-0","","Abstract The goal of this paper is to contribute toward bridging the gap between policy design and implementation by focusing on domains, such as education, healthcare and community services, where policy implementation is largely left to the autonomous decision of public service providers, which are strategic actors themselves. More specifically, we suggest that two characteristics of policy design spaces in which policies are designed, i.e., the level of ideational coherence and the prevailing function of the adopted policy instruments, generate systematic patterns of responses in terms of the extent of compliance with policy goals, the presence of strategic gaming and possible defiance. We illustrate our model through a contrastive case study of the introduction of performance-based funding in the higher education sector in four European countries (France, Italy, Norway, and the United Kingdom). Our analysis displays that policy designs chosen by governments to steer public systems have different trade-offs in terms of responses of the public organizations involved that are essential to effectively implement governmental policies. The model we are proposing provides therefore a framework to understand how these interactions unfold in specific contexts, what are their effects on the achievement of policy goals and how policymakers could exploit their degrees of freedom in policy design to reduce unwanted effects. ","This paper bridges policy design and implementation gaps by examining how policy design spaces and organizational responses interact in public sectors, proposing a model to understand and mitigate unwanted effects in policy implementation through strategic policy design."
"Public Policy Implementation: Lessons for the Design. Analysis of Cases of Public Management Modernization and Health Care Reform in Chile","https://scispace.com/paper/public-policy-implementation-lessons-for-the-design-analysis-5frw6bsvw5","2017","Journal Article","","Mauricio Olavarría Gambi","10.69733/clad.ryd.n67.a128","","The article analyzes public policy implementation on public management modernization and health care reform occurred in Chile between 1990s and 2010s decades. The analysis is based on the framework provided by Hasenfeld and Brock (1991), whom identify the following main driving forces: the pursuit of rationality, the organization policy-fit, the bureaucratic discretion and adaptation, power relation, and leadership and competence. This work inquires whether those driving forces have been present in the implementation of the analyzed policies and, to do that, it concentrate on the political management of them, the readiness of the basic conditions, factors and necessary circumstances for the operation of the mentioned policies. The document identifies lessons to be considered for the design of public interventions. It concludes that driving forces influencing the public policy implementation process varies in correspondence to the government sector of activity they belong to. Because of that, implementation would not be a process that concrete in the same manner in the different areas of government activity. That implies that public policy design should consider this characteristic of the implementation process and, mainly, in the definition of the characteristics and profile of those who would be in charge of putting in practice the public policy. The unit of analysis is the inter-organizational network in which these public policies have been implemented. Information comes from official documents, press clippings, academic literature and 142 interviews to key actors of these policies. ","This study analyzes public policy implementation in Chile's public management modernization and health care reform (1990s-2010s) using Hasenfeld and Brock's framework, identifying lessons for public intervention design and highlighting sector-specific implementation variations."
"Capacity building for organizational performance: a systematic review, conceptual framework, and future research directions","https://scispace.com/paper/capacity-building-for-organizational-performance-a-7ndg7x1xakep","2024","Journal Article","Cogent Business & Management","Nika Saputra
Roni Ekha Putera
Aidinil Zetra
Azwar Azwar
Tengku Rika Valentina
Rizki Afri Mulia","10.1080/23311975.2024.2434966","","This study presents a comprehensive review of organizational performance capacity enhancement through a systematic review of existing literature. Using the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) methodology, the study identifies key factors, such as innovation, human resource management, knowledge management, sustainability, and technology adoption. The study also highlights the importance of strategic components, such as individual expertise, transformational leadership, and collective vision in driving innovation and knowledge acquisition in organizations. The uniqueness of this study lies in integrating absorptive capacity with strategic elements, resulting in a new conceptual framework specifically designed for the public sector, a gap that has not been widely addressed in previous studies. The results underscore the critical role of bureaucratic institutional capabilities and technology integration in optimizing performance in dynamic operational environments. Furthermore, the study offers practical insights that bridge the gap between theory and application, especially in the context of digitalization and post-pandemic organizational dynamics. ","This systematic review identifies key factors enhancing organizational performance, integrating absorptive capacity with strategic elements, and proposes a new conceptual framework for the public sector, highlighting the importance of innovation, human resource management, and technology adoption."
"A global normative public management framework for revitalizing inner-city decay: A Systems Theory perspective","https://scispace.com/paper/a-global-normative-public-management-framework-for-fynpuwyxzajd","2025","Journal Article","International journal of business ecosystem & strategy","H Conradie
Tando Rulashe","10.36096/ijbes.v7i4.871","","Programme evaluation is a critical management tool internationally, enabling the assessment of whether public sector policy objectives are effectively met. In South Africa, such evaluations are essential for refining governance strategies in response to persistent urban challenges. This paper arises from a programme evaluation of inner-city turnaround initiatives aimed at addressing urban decay and problem buildings. It seeks to develop a normative public management model, with a focus on the role of city governments and municipalities in leading regeneration efforts. A qualitative research design was adopted, employing thematic content analysis to examine governance and management practices across South African municipalities. Systems theory, conceptualised within public administration and management, served as the analytical framework for interrogating the interrelated factors driving urban decline. This lens informed the construction of a normative model designed to guide coordinated municipal responses, enhance institutional capacity, and improve strategic urban planning. Findings demonstrate that systems theory offers a robust foundation for understanding and managing the complexities of inner-city environments. The paper presents a visual normative model that emphasises the critical leadership role of city governments in reversing urban deterioration. By bridging theory and practice, the study contributes to academic and practical discourses on urban governance and offers a structured, adaptable model for inner-city regeneration both locally and globally. ","This study develops a normative public management framework for revitalizing inner-city decay in South Africa, using Systems Theory to inform a model that emphasizes city governments' leadership role in reversing urban deterioration and enhancing institutional capacity."
"Policy Implementation: Lessons from the Chilean Policy on Public Management Modernization","https://scispace.com/paper/policy-implementation-lessons-from-the-chilean-policy-on-515sz9f3q5","2017","Journal Article","Central European Journal of Public Policy","Mauricio Olavarria-Gambi","10.1515/CEJPP-2016-0030","https://sciendo.com/pdf/10.1515/cejpp-2016-0030","This paper analyzes the implementation of public management modernization policy between 1990 and 2013. Programs and initiatives included in the modernization policy have been the control management system, the procurement system, the Civil Service and the ""High Public Management"", transparency and the access to public information, and the program seeking to improve effectiveness in public management called ""Chile Gestiona."" This study applies the scheme to analyze policy implementation suggested by Hasenfeld and Brock (1991), who identify the driving forces domain such as the pursuit of rationality, organization-policy environment fit, bureaucratic discretion and adaptation, power relations, and leadership and competence. Information analyzed in this study comes from 67 interviews to actors who have played key roles in the implementation of modernization initiatives, official documents, press clippings and academic literature. Findings of this study diverge from those of Hasenfeld and Brock. This might be attributed to methodological aspects but also to the characteristics of the government activity areas that the two policies belong to. This would imply an association between the characteristics of the policy area and the major forces domain driving implementation.","In this paper, the authors analyze the implementation of public management modernization policy between 1990 and 2013, using 67 interviews to actors who have played key roles in the implementation, official documents, press clippings and academic literature."
"Working Towards Policy: A Theory of Organizational Implementation and Management","https://scispace.com/paper/working-towards-policy-a-theory-of-organizational-2pt6hmiz","2023","Journal Article","Journal of Public Administration Research and Theory","John W. Patty","10.1093/jopart/muad014","","
 Much of policy-making involves prioritization—deciding not only what to do, but also when—and uncertainty—not knowing exactly how the choices made will affect actual policy outcomes. I present a theory of dynamic prioritization within a hierarchical organization. The model illustrates how notions such as an agency’s performance, mission, and critical tasks are linked with details such as institutional structure and the preferences of both front-line bureaucrats and their overseers. The theory highlights some reasons why even sincere, representative policy-making decisions might appear irrational, inconsistent, or “captured” to outside observers. This is in contrast to classical “spatial models” of policy that abstract from the more quotidian details of how policy is actually made as opposed to simply being “chosen.” The theory also generates traditional comparative static-style predictions about the features of the policy-making tasks, the preferences of bureaucrats and political overseers, and agency structure that affect the substance and quality of policy-making. Finally, the theory offers a general explanation for why real-world agencies employ widely varying processes to organize and implement policy-making: optimal policy-making is—in a precise sense—“sufficiently complicated” to render a succinct and robust summary of optimal management impossible.","In this paper, the authors present a theory of dynamic prioritization within a hierarchical organization, which illustrates how notions such as an agency performance, mission, and critical tasks are linked with details such as institutional structure and the preferences of both front-line bureaucrats and their overseers."
"The Implementation of Public Policy: Still the Missing Link","https://scispace.com/paper/the-implementation-of-public-policy-still-the-missing-link-2s7ruqnxs7","2009","Journal Article","Policy Studies Journal","Robbie Waters Robichau
Laurence E. Lynn","10.1111/J.1541-0072.2008.00293.X","","Although theories of public policy and theories of governance both seek to establish relationships between policymaking and its consequences, they do not complement each other very well. Public policy models tend to de-emphasize that which governance theories tend to emphasize: the influence on government performance of implementation, broadly described as the actions taken by those engaged in administration (including managers at all levels, those engaged in service delivery, and third-party agents) after a policy has been lawfully promulgated by elected officials and interpreted by the courts. A comparison of a recently developed theory of public sector performance with several prominent theories of policymaking suggests that multilevel governance theories can supply what continues to be the missing link in public policy theories. At the same time, governance theories might be enriched by the process modeling of public policy theories.","A comparison of a recently developed theory of public sector performance with several prominent theories of policymaking suggests that multilevel governance theories can supply what continues to be the missing link in public policy theories as discussed by the authors."
"Replication or Innovation? Structuration in Policy Implementation","https://scispace.com/paper/replication-or-innovation-structuration-in-policy-352m62i0b9","2020","Journal Article","Perspectives on Public Management and Governance","Jodi R. Sandfort
Stephanie Moulton","10.1093/PPMGOV/GVZ029","https://scispace.com/pdf/replication-or-innovation-structuration-in-policy-352m62i0b9.pdf","Why does a program, policy, or management approach implemented with success in one jurisdiction or organization fail to achieve similar results in another context? There is a large body of literature in public affairs and related fields that wrestle with this question. Scholars place varying emphasis on the constraints of the institutional system relative to humans’ agency in bringing about successful outcomes, and there is a tendency to generate lists of factors that enable or impede successful implementation. In this manuscript, we present an alternative theoretical approach grounded in structuration processes. We turn to recent empirical scholarship and theory to re-examine what is known about tools often used to try and influence the implementation process: rules, routines, culture, and resources. This literature emphasizes that the work of these mechanisms are fundamentally shaped by endogenous factors within a system, fueled by the agency of actors within the setting. This is a more robust way to understand how micro dynamics shape meso conditions in organizations and networks. Rather than understanding the implementation puzzle as how to replicate effective ideas, this frame suggests more attention to how to support innovation and learning is warranted.","In this article, an alternative theoretical approach grounded in structuration processes is presented to understand how micro dynamics shape meso conditions in organizations and networks, and instead of understanding the implementation puzzle as how to replicate effective ideas, more attention to how to support innovation and learning is warranted."
"Main Discourses of the Ecosystem Approach to the Analysis of Human Capitall","https://scispace.com/paper/main-discourses-of-the-ecosystem-approach-to-the-analysis-of-eedejb3kbn","2023","Journal Article","AlterEconomics","Olga Kozlova
Антонова Ольга Анатольевна","10.31063/altereconomics/2023.20-4.4","","The proposed comprehensive review of research literature explores the emerging field of human capi­tal as an ecosystem. The study aims to discern the various approaches to the development and implementation of human capital ecosystems, laying the groundwork for future theoretical advancements in this domain. Methodological principles from systems theory, human capital studies, and ecosystem concepts were employed throughout the investigation. The study sheds light on the core purpose of interactions within the human capi­tal ecosystem, which is to develop and employ labor potential and human capital while fostering a favorable socio-economic environment. Further examination revealed fundamental aspects of the human capital ecosystem concept, elucidating the interconnected processes of formation, accumulation, implementation, distribution, and utilization of human capital. These processes hinge on the cooperative efforts of participants, involving the co-evolution of capabilities and the creation of value. Identifying six factors that influence the reproduction of human capital in an ecosystem will enable future research to create practical assessment indicators. The features of the human capital ecosystem are identified, and a definition of the concept “reproduction of human capital as an ecosystem” is proposed. The conclusion is made that research on human capital as an ecosystem is in its infancy. ","The ecosystem approach to human capital analysis explores the interconnected processes of formation, accumulation, implementation, distribution, and utilization of human capital within a socio-economic environment. The study identifies key factors influencing the reproduction of human capital in an ecosystem and proposes a definition of the concept."
"From People to Public Policy: the Role of Human Capital in Sustainable Post-War Development of Ukraine","https://scispace.com/paper/from-people-to-public-policy-the-role-of-human-capital-in-hf5z92b6ix","2023","Journal Article","","Kateryna Bodnar","10.26565/1684-8489-2023-2-09","","The crucial role of human capital in enhancing the effectiveness of public governance systems and the principles of new public policy is investigated in the context of sustainable development and the most relevant United Nations Sustainable Development Goals. The analysis begins with an overview of human capital as a fundamental asset for socio-economic development, highlighting its impact on innovation, productivity, and overall economic growth. The research methodology includes the application of several general scientific methods for literature review and concise analysis of official data, emphasizing the interrelationship between investments in human capital and improved governance outcomes. Key findings indicate that regions with higher levels of education, health, and skills among the population tend to demonstrate more robust governance and sustainable development indicators, as well as resilience to severe shocks (such as war), and this represents a manageable policy parameter for governments. The paper also discusses challenges and opportunities for optimizing human capital, including policy recommendations for education, healthcare, and workforce development to support sustainable development in line with the UN’s rationale. Through its analysis, the article contributes to strategic planning and public policy formulation, which is crucial for more effective utilization of human capital for regional development and better public governance.","The role of human capital in enhancing public governance systems and sustainable development in Ukraine is investigated. Human capital investments positively impact governance outcomes and sustainable development indicators, including resilience to shocks."
"Qualitative Efficiency Assessment of Markets: An Institutional Approach to Training","https://scispace.com/paper/qualitative-efficiency-assessment-of-markets-an-51wkga5sx8","2004","Posted Content","Research Papers in Economics","Mark Schonewille","","","We investigate the effect of institutions on efficiency of training markets. After setting up a theoretical institutional framework that shows how institutions affect efficiency, we apply this framework to the real world. An empirical analysis of institutions affecting training markets will enable us to determine the institutional efficiency of these markets, under the assumption that a positive relationship exists between efficiency and productivity. Finally, we compare institutional efficiency scores of national training markets to other measures of productivity and ask whether a particular set of institutions maximises efficiency.","In this article, the authors investigate the effect of institutions on efficiency of training markets and compare institutional efficiency scores of national training markets to other measures of productivity and ask whether a particular set of institutions maximises efficiency."
"Implementasi Teori Sistem Terbuka Dalam Pengelolaan Sumber Daya Manusia Rumah Sakit","https://scispace.com/paper/implementasi-teori-sistem-terbuka-dalam-pengelolaan-sumber-4ibu1tq03p20","2025","Journal Article","Jurnal Sosial dan Sains","Purwadhi Purwadhi
Yani Restiani Widjaja
Javan Agustian Setyagraha
Umchudloh Umchudloh","10.59188/jurnalsosains.v5i6.32261","","This study aims to analyze the implementation of open systems theory in the management of human resources (HR) within a hospital setting. As complex and dynamic healthcare service organizations, hospitals are required to adapt to external changes such as regulations, technology, and patient expectations. The open systems approach introduced by Katz and Kahn (1978) emphasizes the importance of input, process, output, feedback, and environmental adaptation for organizational sustainability. This research employs a qualitative approach through a case study at Hospital X. Data were collected through in-depth interviews, participatory observation, and document analysis, and were analyzed using NVivo software to identify dominant themes. The findings reveal that all elements of the open systems model have been gradually implemented, indicated by demand-based recruitment, cross-unit training, periodic performance evaluations, and the hospital's ability to respond to external changes such as the pandemic and digital transformation. Thematic analysis shows that the five elements interact to form an adaptive and responsive HR management ecosystem. These findings reinforce the argument that a managerial system based on open systems theory enhances productivity, inter-unit coordination, and service quality. This study contributes theoretically to strengthening organizational systems in the healthcare sector and offers practical recommendations for hospital management to optimize HR processes through data, technology, and continuous evaluation. ","This study analyzes the implementation of open systems theory in hospital human resource management, finding that its elements enhance productivity, coordination, and service quality, and contributes to strengthening organizational systems in the healthcare sector."
"Institutions and Cultural Capacity: A Systems Perspective","https://scispace.com/paper/institutions-and-cultural-capacity-a-systems-perspective-2f1nyt2yt3","2024","Preprint","","Jenna Bednar
Scott E. Page","10.2139/ssrn.4739145","","Download This Paper Open PDF in Browser Add Paper to My Library Share: Permalink Using these links will ensure access to this page indefinitely Copy URL Institutions and Cultural Capacity: A Systems Perspective 40 Pages Posted: 26 Feb 2024 See all articles by Jenna BednarJenna BednarUniversity of Michigan at Ann Arbor - Department of Political ScienceScott PageUniversity of Michigan at Ann Arbor Abstract Societies rely on a mixture of markets, hierarchies, and democratic institutions to allocate resources, make decisions, and establish order. The success of any one institution depends on its design features, the nature of the task, and the cultural capacities of the society within which the institution is embedded. In this paper, rather than consider cultural capacity as exogenous, we model institutions and cultural capacities as interdependent. Different institutions build different types of cultural capacities. Cultural-institutional equilibria exist when cultural capacities are consistent with institutional choices, and institutional choices are optimal given tasks and culture. We highlight five results. First, positive feedback between cultural capacities and institutional performance produces multiple equilibria, implying that cultural capacities and ensemble compositions will vary by place. Second, cultural-institutional equilibria will generically not be efficient because of a disconnect between the production and utilization of cultural capacity. Third, we derive a paradox of cultural capacity-building: an institutional type that builds too much generic cultural capacity can collapse because it makes other types of institutions more effective. Fourth, we show that complementary feedback with another institution can prevent collapse. Finally, we show that complementary feedback between other institutional types can reproduce a collapse of the generic cultural capacity-producing institution. Keywords: institutional interdependence, comparative institutional analysis, systems theory Suggested Citation: Suggested Citation Bednar, Jenna and Page, Scott, Institutions and Cultural Capacity: A Systems Perspective. Available at SSRN: https://ssrn.com/abstract=4739145 Jenna Bednar (Contact Author) University of Michigan at Ann Arbor - Department of Political Science ( email ) Ann Arbor, MI 48109United States734-615-5165 (Phone)734-764-3341 (Fax) Scott Page University of Michigan at Ann Arbor Download This Paper Open PDF in Browser Do you have negative results from your research you’d like to share? Submit Negative Results Paper statistics Downloads 1 Abstract Views 13 73 References PlumX Metrics Feedback Feedback to SSRN Feedback (required) Email (required) Submit If you need immediate assistance, call 877-SSRNHelp (877 777 6435) in the United States, or +1 212 448 2500 outside of the United States, 8:30AM to 6:00PM U.S. Eastern, Monday - Friday. ","Institutions and cultural capacity are interdependent. Different institutions build different types of cultural capacities. Cultural-institutional equilibria exist when cultural capacities are consistent with institutional choices."
"Arranjos de implementação e ativação de capacidades estatais para políticas públicas: uma abordagem analítica","https://scispace.com/paper/arranjos-de-implementacao-e-ativacao-de-capacidades-estatais-3vgz60qpy8i5","2024","Journal Article","Revista de Sociologia e Política","Roberto Rocha Coelho Pires
Alexandre de Ávila Gomide","10.1590/1678-98732432e022","","RESUMO Introdução: O conceito de “capacidade estatal” tem sido amplamente debatido, mas ainda existem lacunas na compreensão de como essas capacidades são mobilizadas e ativadas na prática. Este artigo analisa como a capacidade estatal é mobilizada em contextos que exigem conciliar eficácia governamental e legitimidade política em ambientes político-institucionais complexos. Materiais e métodos: Propomos uma análise dos arranjos de implementação e da ativação de capacidades estatais, utilizando uma revisão bibliográfica e exemplos empíricos. A análise descreve os atores envolvidos, recursos mobilizados e instrumentos utilizados, destacando as mudanças ao longo do tempo. Resultados: Arranjos de implementação são fundamentais para a ativação das capacidades estatais, pois a interação entre atores e instrumentos determina a eficácia das políticas públicas. Arranjos que incluem atores relevantes e instrumentos de coordenação adequados ativam capacidades que melhoram o desempenho em termos de resultados e inovação. Discussão: A capacidade estatal por si só não garante o sucesso das políticas públicas; é preciso ativá-la por meio de arranjos que articulem atores e instrumentos, adaptando-se às condições contextuais ao longo do tempo. A flexibilidade desses arranjos é crucial para enfrentar a complexidade política e institucional do Brasil contemporâneo. ","This study analyzes how state capacity is mobilized in complex political-institutional environments, proposing an analytical framework to understand implementation arrangements and capacity activation, highlighting the importance of actor-instrument interactions for effective public policy."
"Organizational Coordination in Public Policy Implementation: Practical Dimensions and Conceptual Elements","https://scispace.com/paper/organizational-coordination-in-public-policy-implementation-whvekdrppi","2013","Journal Article","Central European Journal of Public Policy","Juliana Pires de Arruda Leite
Antônio Márcio Buainain","","https://scispace.compdf/organizational-coordination-in-public-policy-implementation-cczykn1tbd.pdf","A great part of public policies, explicitly or implicitly, involves responsibilities shared among different organizations such as departments, governmental spheres, ministries or private organizations. This fact makes policy implementation a fragmented process and evidences the need of coordination in the programs’ daily practice. However, despite the acknowledgment of the coordination problem by the literature, there is no consolidated framework able to effectively explain and prescribe the proper manner of program coordination yet. In this sense, the present paper seeks to discuss the coordination of policy implementation, identifying the different dimensions in which coordination is manifested in practice, on the one hand, and some conceptual aspects influencing its dynamics, on the other hand. To explore the practical dimensions, the analysis recognizes that coordination in the context of policy implementation may occur at different levels, from the interpersonal and intraorganizational to the interorganizational level. These levels are discussed as dimensions in which coordination is manifested in practical programs. Then, the article discusses two conceptual aspects that cut across the dimensions previously studied: interdependence and institutions. These aspects have a significant impact on the dynamics of coordination. As a result of the discussions developed, summary tables of key ideas/variables are presented that may be useful for those who deal with policy implementation in practice.","In this article, the coordination in the context of policy implementation may occur at different levels, from the interpersonal and intraorganizational to the interorganizational level, and these levels are discussed as dimensions in which coordination is manifested in practical programs."
"The Analysis of Institutional Causes in Hindering Public Policy Implementation and Its Countermeasures","https://scispace.com/paper/the-analysis-of-institutional-causes-in-hindering-public-3z0w1b5cav","2006","Journal Article","Guihai Tribune","Yu Fang","","","Public policy implementation is of utmost importance in policy system.However,public policy is frequently hindered in the implementation process because of various subjective and objective factors,which seriously influences the realization of policy objectives.We should analyze the deep causes of leading to implementation hindrance from two angles-formal institution and informal institution,and put emphasis on power configuration,supervision institution,communication mechanism and ideology input,etc to explore the countermeasures,which amount to an effective path selection to overcome implementation hindrance.","In this article, the authors analyze the deep causes of hindrance in public policy implementation from two angles-formal institution and informal institution, and put emphasis on power configuration, supervision institution, communication mechanism and ideology input, etc."
"Implementers Constrained?","https://scispace.com/paper/implementers-constrained-hbu0meignpal","","","","René Torenvlied","10.1007/978-94-011-4285-4_2","","  Theories which address the interaction between political decision makers and (bureaucratic) implementation agencies using  quantitative models are relevant to a modeling approach to policy implementation. the neo-classical models of bureaucracy  are a logical starting point. the fundamental contrasts between the goals of political decision makers and implementation  agencies form the basis of analysis in these models (for an overview see Van den Doel and Van Velthoven, 1993). These contrasts  have consequences for the interaction between political decision makers and implementation agencies.   ","This study examines the interaction between political decision makers and implementation agencies using neo-classical models of bureaucracy, highlighting fundamental contrasts in goals and their consequences for policy implementation."
