"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Service Members in School: Military Veterans' Experiences Using the Post-9/11 GI Bill and Pursuing Postsecondary Education","https://scispace.com/paper/service-members-in-school-military-veterans-experiences-3qy7bici6b","2010","","","Jennifer L. Steele
Nicholas Salcedo
James Coley","","https://scispace.com/pdf/service-members-in-school-military-veterans-experiences-3qy7bici6b.pdf",": When the Post-9/11 Veterans Educational Assistance Act--better known as the Post-9/11 GI (Government Issue) Bill--was signed into law on June 20, 2008, it represented the largest expansion of veterans' education benefits since passage of the original GI Bill in 1944. The new GI Bill took effect on August 1, 2009, thereby increasing the higher education benefits available to individuals who served on active duty in the U.S. armed forces after September 10, 2001. One year later, more than half a million current and former service members had applied for eligibility certification (Carter, 2010) and just over 300,000 had used the benefits to enroll in higher education (White House, 2010). Because a student's Post-9/11 GI Bill benefits depend on the state and location of the educational institution and are paid to both institutions and students, and because the U.S. Department of Veterans Affairs (VA) had only a little more than a year to upgrade its claims processing systems, early implementation posed several challenges, especially with regard to delayed and erroneous payments (Maze, 2010a; McBain, 2009; Philpott, 2009). Given these challenges, many of which had been anticipated (Wilson, 2009), the American Council on Education (ACE) asked the RAND Corporation to study students' experiences using the Post-9/11 GI Bill in its first year of availability. The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students and higher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans. The research was carried out between February and August of 2010 and therefore reflects participants' experiences during only the initial year of GI Bill implementation.","The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students andHigher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans."
"Veterans’ Post-Secondary Education: Keeping the Promise to Those Who Serve","https://scispace.com/paper/veterans-post-secondary-education-keeping-the-promise-to-6ss1nho6vm","2012","Journal Article","Hinckley Journal of Politics","Jonah Cunningham","","https://epubs.utah.edu/index.php/HJP/article/view/663/506","Current veterans returning home from Afghanistan and Iraq who plan on pursuing a college education are facing new and unique challenges rarely faced by their predecessors. Despite having at their disposal the most generous educational benefit programs, many are finding success difficult. A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences. The United States government must also provide veterans with a bridge to integrate into the job market.","A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences."
"The Effect of Veterans Benefits on Veterans' Education and Earnings","https://scispace.com/paper/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii","1990","Report","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist","10.3386/W3492","https://scispace.com/pdf/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii.pdf","The majority of armed forces veterans make use of the subsidized training and educational benefits provided by the Department of Veterans Affairs. The effect of veterans benefits on educational attainment am civilian earnings is estimated here using the Census Bureau's 1987 Survey of Veterans. Two identification strategies are employed to control for unobserved characteristics that are correlated with educational attainment and benefit usage. First, a fixed effects strategy is implemented by exploiting information on educational attainment at the time of entry to service. Second, instrumental variables estimates are computed, where the excluded instruments are interactions between period of service am educational attainment at entry to service. The effect of veterans benefits on earnings is estimated by decomposing the return to education into a return to the grade completed at entry to service and a return to the post-entry grade increment. Veterans benefits are estimated to increase schooling by roughly 1.4 years and the grade increment is worth roughly 4.3 percent, so that veterans benefits raise annual earnings by approximately 6 percent. This premium appears to accrue primarily to the 77 percent of benefit users who attended college or graduate school.","In this article, the effect of veterans benefits on educational attainment am civilian earnings is estimated using the Census Bureau's 1987 Survey of Veterans using two identification strategies to control for unobserved characteristics that are correlated with educational attainment and benefit usage."
"Veterans Going to Graduate School: Evaluating the Impact of the Post-9/11 G.I. Bill on Graduate School Enrollment","https://scispace.com/paper/veterans-going-to-graduate-school-evaluating-the-impact-of-5d85myb8eedp","","","","Liang Zhang","10.3102/1437371","","In this study, I use data from the American Community Survey, Current Population Survey, and National Postsecondary Student Aid Study to examine the effect of the Post-9/11 GI Bill on veterans' graduate school enrollment.The analysis reveals three main findings.First, in aggregate, the total number of veterans with bachelor's degrees has increased substantially in recent years.Second, the Post-9/11 GI Bill has contributed to growth of veterans enrolled in graduate schools.On average, the increase is between 1.5 and 2 percentage points among veterans with bachelor's degrees.Finally, because a substantial proportion of veterans have attended graduate school without receiving veterans' benefits, the increase of 1.5-2 percentage points underestimates the effect of the Post-9/11 GI Bill on beneficiaries.","This study examines the impact of the Post-9/11 GI Bill on veterans' graduate school enrollment, finding a 1.5-2 percentage point increase in enrollment among veterans with bachelor's degrees, with the bill contributing to growth in graduate school attendance."
"The evolution of veteran educational attainment gaps over the life cycle","https://scispace.com/paper/the-evolution-of-veteran-educational-attainment-gaps-over-4ru9ngg6abez","2024","Journal Article","Journal of demographic economics","Jason Ward
Jeffrey B. Wenger
Teresa Kroeger","10.1017/dem.2024.5","","Abstract Individuals who serve in the military substitute work experience for post-secondary educational attainment after high school, leading to large educational attainment gaps between new veterans and observably similar nonveterans. Little is known about the evolution of these gaps by age and across cohorts. We investigate the life-cycle attainment of veterans relative to nonveterans using a synthetic panel data approach. Following five multiyear birth cohorts we find that, on average, veterans close a 20-percentage point gap in attainment of a bachelor's or greater over time and significantly outpace observably similar nonveterans in attainment of an associate's degree. Female and minority veterans exceeded the attainment of similar nonveterans over time, and more recent birth cohorts began with larger gaps but closed them at younger ages due to increasing levels of both enrollment and enrollment intensity. Our findings highlight the important role of military service in facilitating social mobility through educational attainment. ","Veterans close a 20-percentage point gap in bachelor's attainment over time, outpacing nonveterans in associate's degree attainment, with female and minority veterans exceeding nonveterans' attainment, and more recent cohorts closing gaps at younger ages due to increased enrollment and intensity."
"The Post-9/11 Veterans Educational Assistance Improvements Act of 2010","https://scispace.com/paper/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t","2010","","","Cassandria Dortch","","https://scispace.com/pdf/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t.pdf","This report identifies and examines selected changes that the Post-9/11 Veterans Educational Assistance Act of 2008 makes to the Post-9/11 GI Bill and other GI Bills, including expanded eligibility.","This paper identified and examined selected changes that the Post-9/11 Veterans Educational Assistance Act of 2008 makes to the Post 9/11 GI Bill and other GI Bills, including expanded eligibility."
"The impact of military training on veterans' earnings in the private sector: is there complimentarity between military and private training for veterans?","https://scispace.com/paper/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4","1994","","","Eric G. McCoy","","https://scispace.com/pdf/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4.pdf",": This thesis specified and estimated standard human capital earnings models to investigate the effect of military training on the post-military wages of veterans, and the relative payoff of military training for veterans compared to the payoff of civilian training for nonveterans. In addition, the thesis analyzed the complimentarity between military and post-military private sector training and the effect of military training on private sector wages of veterans when occupation variables are included in the models. The National Longitudinal Survey, Youth cohort, for 1983, was used as the source of data. The results of the thesis indicate that military training increases post-military private sector earnings of Veterans by 0.18 percent per week of training, which exceeds the payoff to civilian training for nonveterans of 0.14 percent per week of training. No complimentarity was found between military and post-service private sector training. When type of occupation is included in the models, the wage effect of military training fell to 0.14 percent per week of training. Overall, the thesis demonstrates that the military has been an important source of training during the all volunteer era that is comparable to that received by nonveterans in the private sector.","The thesis demonstrates that the military has been an important source of training during the all volunteer era that is comparable to that received by nonveterans in the private sector."
"The Relationship Between Training Program Participation and Gainful Civilian Employment of Gulf War-Era II Veterans","https://scispace.com/paper/the-relationship-between-training-program-participation-and-3q1vqitluq","2019","Journal Article","","Candace Rae Flatt
Delmar Rhodes","10.21061/JVS.V4I2.113","https://scispace.com/pdf/the-relationship-between-training-program-participation-and-3q1vqitluq.pdf","The GI Bill of Rights has helped millions of veterans with their transition into civilian employment through education and training programs. In addition to higher education benefits, the GI Bill provides educational assistance for vocational training, entrepreneurship courses, apprenticeships, on-the-job training, and remedial courses. Compared to previous studies, this study is unique in three aspects. First, this study focuses on training programs completed by veterans rather than higher education. Second, the training categories are constructed based on job-specific versus general properties of human capital theory. Finally, the study captures all training programs completed by veterans regardless of provider or sponsoring organization by using the National Longitudinal Survey of Youth 1997 (NLSY97) . Generalized linear mixed models are used to determine the relationship between the type of training program and gainful employment. Pre-employment training programs were found to be positively related to the gainful employment of Gulf War-Era II veterans.","In this article, the authors focused on training programs completed by veterans rather than higher education and constructed the training categories based on job-specific versus general properties of human capital theory, and found that pre-employment training programs were positively related to the gainful employment of Gulf War-Era II veterans."
"Essays in economics using military-induced variation to study human capital development, excess sensitivity to income, and labor market decisions","https://scispace.com/paper/essays-in-economics-using-military-induced-variation-to-15e3ap1yhv","2015","","","Carl Jonathan Wojtaszek","","","by Carl J. Wojtaszek This dissertation contains three essays that leverage the detailed nature of military data along with natural experiments found within the military environment to investigate questions that pertain to the manning and welfare of our modern military as well as inform areas of public and labor economics. The first chapter investigates the effect of job exit timing on the educational attainment of workers. A successful job transition often hinges on a worker’s access to education and retraining. Yet, many obstacles outside the traditional education investment model potentially prevent this sizable non-traditional student population from attending college. I use a two-stage least-squares approach to investigate a previously unexplored dimension the effect of job exit timing on educational attainment. Using detailed military records and GI Bill benefits data, I find that exiting the military with a seven months wait before a traditional semester start date reduces the likelihood that veterans use their GI Bill benefits by 8 percent and reduces their overall educational attainment by two months as compared to veterans who exit and experience no wait","Wojtaszek et al. as mentioned in this paper investigated the effect of job exit timing on the educational attainment of workers, finding that leaving the military with a seven months wait before a traditional semester start date reduces the likelihood that veterans use their GI Bill benefits by 8 percent and reduces their overall educational attainment by two months as compared to veterans who exit and experience no wait."
"You Can’t Handle the Truth: the Effects of the Post-9/11 Gi Bill on Higher Education and Earnings","https://scispace.com/paper/you-cant-handle-the-truth-the-effects-of-the-post-9-11-gi-83k32co8hzoz","","","","Andrew Barr
Laura Kawano
Bruce Sacerdote
William Skimmyhorn
Michael Stevens","10.2139/ssrn.3889130","","The Post 9/11 GI Bill (PGIB) is among the largest and most generous college subsidies enacted thus far in the U.S. We examine the impact of the PGIB on veterans' college-going, degree completion, federal education tax benefit utilization, and long run earnings.Among veterans potentially induced to enroll, the introduction of the PGIB raised college enrollment by 0.17 years and B.A. completion by 1.2 percentage points (on a base of 9 percent).But, the PGIB reduced average annual earnings nine years after separation from the Army by $900 (on a base of $32,000).Years enrolled effects are larger and earnings effects more negative for veterans with lower AFQT scores and those who were less occupationally skilled.Under a variety of conservative assumptions, veterans are unlikely to recoup these reduced earnings during their working careers.All veterans who were already enrolled in college at the time of bill passage increase their months of schooling, but only for those in public institutions did this translate into increases in bachelor's degree attainment and longer-run earnings.For specific groups of students, large subsidies can modestly help degree completion but harm long run earnings due to lost labor market experience.",""
"Improving Student Services for Military Veterans","https://scispace.com/paper/improving-student-services-for-military-veterans-1vofkpv0f1","2016","","","Melinda Mechur Karp
Serena Constance Klempin","10.7916/D8VH5P04","https://scispace.com/pdf/improving-student-services-for-military-veterans-1vofkpv0f1.pdf","It is essential to consider how recently separated service members can succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. Education is a key component in the transition back to civilian life and employment for many new veterans. Enrollment in college allows veterans to upgrade existing skills or gain new skills in order to transition to a new career. And successful completion of college programs provides veterans with valuable credentials that may validate uncredentialed skills they gained in the military. The Post-9/11 GI Bill of 2008 expanded previous tuition benefits for veterans in order to make college an accessible post-service option. The U.S. Veteran's Administration estimates that 1.4 million individuals used the Post-9/11 GI Bill between 2009 and 2015. 1 Many service members find it difficult to align the skills and knowledge gained via military service to the civilian labor market, particularly if they separate while holding a relatively low rank, are classified as having a disability, come from a minority background, or served in service and support occupations in the military. 2 Half of Post-9/11 service members experience at least some period of unemployment upon separation from the military. 3 As the number of veterans is expected to increase over the next five years, 4 it is essential to consider how recently separated service members can enter college and succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. This review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential. Approximately 40 percent of student veterans attend community colleges. 5 These local, publicly funded, open-access institutions are a good deal financially for veterans. Although the Post-9/11 GI Bill places a cap on tuition coverage for private universities, it covers the cost of public universities and community colleges in full. 6 In addition, community colleges are at the vanguard of initiatives such as competency-based education that could help veterans complete a certificate or degree faster (in part by enabling them to receive academic credit for military training), which in turn could help them connect to the labor market more quickly.","In this article, a review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential."
"Higher Education Benefits for Post-9/11 Military Service Members and Veterans","https://scispace.com/paper/higher-education-benefits-for-post-9-11-military-service-3x1njed86q","2015","","","Gabriella C. Gonzalez
Laura L. Miller
Peter Buryk
Jennie W. Wenger","","https://scispace.com/pdf/higher-education-benefits-for-post-9-11-military-service-3x1njed86q.pdf",": The Post-9/11 Veterans Educational Assistance Act represented the largest expansion of veterans education benefits since their origin with the enactment of the Servicemen's Readjustment Act of 1944. Modern bills reaffirm President Franklin D. Roosevelt s declaration upon signing the original legislation that educational benefits are an integral way to support service members transition into civilian life and compensate them for the sacrifices made during military service. 3 Educational benefits have also historically helped to recruit and retain individuals for voluntary military service; service members consistently acknowledge the importance of education benefits in their enlistment decisions. For example, 62 percent of service members responding to the 1999 Active-Duty Survey selected education benefits as the primary reason for enlisting in the military4 and 74 percent of active-duty military and veterans responding to a 2014 survey indicated that receipt of educational benefits was either an important or very important reason for joining the military.5 The most popular and generous educational benefit available today is the Post-9/11 GI Bill, which took effect in August of 2009. With over 1 million users as of 2014, it significantly increased the higher-education benefits available to those who served on active duty in the U.S. armed forces after September 10, 2001. With over 2 million total post- 9/11 era veterans and planned military end strength reductions in the coming years, usage of the program will likely continue to grow both in participation and cost. It is therefore vital that military personnel and veterans understand and are able to access educational benefits in order to successfully reach their educational goals and earning potential.","The most popular and generous educational benefit available today is the Post-9/11 GI Bill as mentioned in this paper, which took effect in August of 2009 and significantly increased the higher education benefits available to those who served on active duty in the U.S. armed forces after September 10, 2001."
"Predictors of Educational Attainment for Veterans","https://scispace.com/paper/predictors-of-educational-attainment-for-veterans-1rjflehqez","2014","","","Brandon Moore","","","The Montgomery G.I. Bill (MGIB) and the Post-9/11 GI Bill are offered to all servicemembers. Many veterans do not partake in this allowance, however, either using it briefly and doing something else or simply not using it at all. Using the American Communities Survey, this research finds that the predictors of educational attainment for veterans and nonveterans are different, making it necessary for more research on veterans and higher education. Introduction In the next few years, nearly two million veterans will be returning from Operation Iraqi Freedom/Operation Enduring Freedom (American Council on Education, 2008, 2009). These veterans have educational benefits they have earned and although these benefits are quite generous, many veterans will not utilize them. With the U.S. economy still recovering and an unemployment rate of 20% for Gulf War-era II veterans age 18-24 in 2012 (Bureau of Labor Statistics, 2013), there are not enough good jobs for veterans who are returning from wartime service without higher education. Therefore, it is imperative that we understand how to help veterans get the best education and jobs possible, the first step of which is determining predictors of educational attainment. The purpose of this paper is to determine if the predictors for educational attainment are the same for veterans as for nonveterans. The literature on education levels provides numerous predictors of educational attainment, but it is unclear whether these predictors are the same for veterans as they are for nonveterans. Using data from the American Communities Survey, predictors of educational attainment for veterans and nonveterans will be analyzed using multiple regression. The results of this study inform and serve as a catalyst for further research on the topic of veterans and higher education.","Using the American Communities Survey, the authors found that the predictors of educational attainment for veterans and nonveterans are different, making it necessary for more research on veterans and higher education."
"The Post-9/11 GI Bill: Insights from Veterans Using Department of Veterans Affairs Educational Benefits.","https://scispace.com/paper/the-post-9-11-gi-bill-insights-from-veterans-using-5fl9o6abcj","2013","Journal Article","Rehabilitation Research, Policy, and Education","Geri L. Bell
Elizabeth A. Boland
Brian J. Dudgeon
Kurt L. Johnson","10.1891/2168-6653.27.4.246","","Because the Post-9/11 GI Bill was implemented in August of 2009, increasing numbers of veterans returning from the Global War on Terror (GWT) have drawn on Department of Veterans Affairs (VA) educational benefits. Based on the findings of a mixed-methods study, quantitative and qualitative survey responses from veterans enrolled at a major university, using both Post-9/11 GI Bill and Vocational Rehabilitation and Employment (VR&E) benefits are discussed. When responding to the quantitative questions on the survey, most veterans reported satisfaction with the benefits program. Three major categories emerged from narrative data gained from responses to an open question: (a) comments about provisions of the Post-9/11 GI Bill program, (b) comments about administrative processes, and (c) comments about support services for veterans using Post-9/11 GI Bill and VR&E benefits. The study results suggested that additional resources such as extension of GI Bill entitlement beyond 36 months, additional financial resources, and improvements to veterans’ support services may be necessary for veterans to achieve their educational goals.","The study results suggested that additional resources such as extension of GI Bill entitlement beyond 36 months, additional financial resources, and improvements to veterans’ support services may be necessary for veterans to achieve their educational goals."
