"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"The risk-return trade-off in human capital investment","https://scispace.com/paper/the-risk-return-trade-off-in-human-capital-investment-21s53oauwq","2007","Journal Article","Labour Economics","Charlotte Christiansen
Juanna Schrøter Joensen
Helena Skyt Nielsen
Helena Skyt Nielsen","10.1016/J.LABECO.2007.06.001","https://ftp.iza.org/dp1962.pdf","","Risk-Return Trade-Off in Human Capital Investment Authors: Charlotte Christiansen,Juanna Schröter,Helena Skyt Nielsen (Corresponding Author) Keywords: educational choice, efficient frontier, human capital investment, mean-variance analysis Introduction:
 Since the human capital revolution around 1970, economists have viewed education as an investment as well as a consumption good. The standard approach assumes that the individual invests an amount of time in education and then the return shows up in terms of enhanced future earnings. Hence, two individuals with identical abilities and borrowing opportunities would choose identical lengths of education. We extend this standard approach and allow the individual to choose between different educations (of varying length and subject) leading to future income streams with different properties in terms of means, variances, and covariances with the stochastic discount factor. We denote these different investment goods human capital assets. Hence, two individuals with identical abilities and borrowing opportunities might now choose different educations if they differ in terms of utility over risk and return. The main purpose of this paper is to shed more light on the risk-return trade-off in human capital investment as estimated from a rich dataset on individual incomes and education. Introduction:
 Relatively little is known about the properties of human capital returns despite the vast amount of evidence showing the importance of human capital to the structure and evolution of earnings, employment, fertility, and economic growth; see for example  and  for a review. On top of that, human capital has a dominant position in the aggregate wealth portfolio.  estimates the value of human capital to be three to four times the combined value of stocks, bonds, and other assets. For the largest part of (employed) individuals, human capital is the most important component in their wealth portfolio, since financial assets such as stocks are concentrated in the portfolios of the few; see for example  and  who find that few individuals hold stocks, and that individuals' human capital assets affect the stock market participation decision. On the other hand, even large changes in the market value of financial assets will probably not affect the human capital investment decisions of most individuals. This view is also supported by , who points out that human capital is largely unaffected by financial markets' gyrations. Introduction:
 We treat the human capital market separately from the equity market, since our goal is to compare the human capital assets that an individual can choose between rather than relate investment in human capital assets to investments in financial assets. Treating human capital investments separately from financial investments complies with the early empirical findings that human capital does not influence the findings regarding stock returns in the CAPM framework, cf.  and . Newer studies provide contradictory results:  confirms the earlier results because he finds that the dividend growth rate is hardly predictable by the ""labor income-dividend"" ratio. On the contrary,  find that a time series of aggregate labor income helps predict future stock returns. Likewise,  tends to contradict the earlier findings. He investigates the effect of human capital in the conditional CAPM framework, and finds that human capital returns help explaining the cross-section of financial asset returns. Furthermore,  finds that human capital assets have higher return per unit of risk than financial assets. We take no stand in this debate about the interrelationship between returns to human capital and financial assets because we treat human capital investments as separate from financial investments."
"Impact of education and training : third report on vocational training research in Europe, background report","https://scispace.com/paper/impact-of-education-and-training-third-report-on-vocational-2r2xo8mm30","2004","Book","","Pascaline Descy","","https://scispace.com/pdf/impact-of-education-and-training-third-report-on-vocational-2r2xo8mm30.pdf","'The value of learning' is the third in the Cedefop series of reports on vocational education and training (VET) research. It covers three broad themes: impact of education and training; the foundations of evaluation and impact research; and evaluation of systems and programmes. This volume of the background report addresses research work assessing the material and non-material impacts of education, training and skills at macroeconomic and regional level, and the impacts on enterprises and individuals. It includes case studies on the impact of active labour-market policies (ALMP) with training components, in terms of both effects for the economy and for social integration. The contents are: The impact of human capital on economic growth: a review / Rob A. Wilson, Geoff Briscoe; Empirical analysis of human capital development and economic growth in European regions / Hiro Izushi, Robert Huggins; Non-material benefits of education, training and skills at a macro level / Andy Green, John Preston, Lars-Erik Malmberg; Macroeconometric evaluation of active labour-market policy - a case study for Germany / Reinhard Hujer, Marco Caliendo, Christopher Zeiss; Active policies and measures: impact on integration and reintegration in the labour market and social life / Kenneth Walsh and David J. Parsons; The impact of human capital and human capital investments on company performance: evidence from literature and European survey results / Bo Hansson, Ulf Johanson, Karl-Heinz Leitner; The benefits of education, training and skills from an individual life-course perspective with a particular focus on life-course and biographical research / Maren Heise, Wolfgang Meyer.","sufficiently long time periods to facilitate econometric time series analyses. For developed countries over more recent years, cross-sectional and time series data have been combined into panel sets to enable a more comprehensive testing of the relationship between human resources and economic growth. Conclusions:
 Overall, these growth models demonstrate that higher educational investments have had a significant impact on national economic growth. Broadly, the weight of evidence suggests that a 1 % increase in school enrolment rates has lead to an increase in GDP per capita growth of between 1 and 3 %. An additional year of secondary education, which increases the stock of human capital, rather than simply the flow into education, has lead to a more than 1 % increase in economic growth each year. The results vary considerably, depending upon details of model specification and the precise data sets in use. Issues dealing with the robustness of such results are widely discussed. Almost all these growth models use only a limited set of educational variables to proxy human resource input and they do not incorporate any vocational training or social capital variables. Conclusions:
 Market valuation literature is an area concerned with the factors that determine the growth of individual companies and so, indirectly, the overall economy. Research studies in this area are concerned with how intangible assets, such as technical knowledge, influence potential performance and net worth. These are intimately tied to investment in education and training, as well as skills, which may often be a necessary, if not sufficient, condition for improving such intangible assets. Research and development, patents and intellectual capital are key determinants of corporate market value. Conclusions:
 Further studies relate to the links between education, training, skills and economic performance. This is concerned with company size and the structure, conduct and performance. Many studies have emphasised the role of the small firm in economic growth. Such small firms are an extremely heterogeneous group that have markedly different training needs from those of their larger counterparts. There is often far less emphasis on educational and training qualifications in small firm environments. Empirical research studies suggest that conventional theories of company behaviour ware far too simplistic for explaining the goals and aspirations of these smaller organisations. Conclusions:
 The final strand of literature deals with some of the indirect effects of investment in human resources that are not normally captured in measured national economic growth. Such spill-overs and externalities can be technological, spatial or environmental. Each can contribute significant social gain. Many of these effects are found to be related to other areas covered in this review. The spatial externalities, that embrace city dynamics, demonstrate how geographical clustering of businesses employing highly qualified workers can produce high productivity and strong local economic growth. Environmental spill-overs are often related to health and life expectancy, which typically increase in consequence of higher levels of education. Some policy implications:
 The overall conclusion from this body of work is that the impact of investment in education and training on national economic growth is positive and significant. However, its total effect is difficult to measure with any precision, as many of the influencing mechanisms are indirect and complex. Education is certainly a key determinant of economic growth for both developed and developing countries: its impact is probably more marked in developing nations. The link between vocational training and economic growth is more difficult to demonstrate at the macro level, mainly because of measurement difficulties associated with training investments. It is easier to see a positive impact from vocational training at company and industry levels, although again these are difficult to quantify precisely."
"The Rate of Return to Investment in Educaton: A Case Study of Lithuania","https://scispace.com/paper/the-rate-of-return-to-investment-in-educaton-a-case-study-of-4c0v1x8tmo","2014","Journal Article","Wroclaw Review of Law, Administration and Economics","Simona Potelienė
Zita Tamašauskienė","10.1515/WRLAE-2015-0014","https://scispace.com/pdf/the-rate-of-return-to-investment-in-educaton-a-case-study-of-4c0v1x8tmo.pdf","According to human capital theory, people invest in education to accumulate human capital, enhance personal productivity, and in return receive higher life-cycle earnings profiles. Education is a form of human capital investment and accumulation. The formulation and identification of human capital may be quite diverse and usually results in different estimation methods for the rate of return to education. This article is focused on approaches to the measurement of the returns of private investments in human capital in Lithuania. We focused attention on studying human capital investment accumulation through the rate of return on higher education. The aim of the research is to estimate the private rate of return to education in Lithuania and compare calculated data with analogical data in other countries. In the first part of the paper the concept of “human capital” is defined, before estimating the returns to human capital. Further, the research methodology is presented. One of the main ways to calculate the rate of returns to investment in education, which is used in empirical practice, is the full-discounting or elaborate method, which consists in calculating the internal rate of return, and it was this method which was employed. Results indicate that the rate of return for males is relatively higher than for females. The average estimated rate of return to higher education is 13 percent; with the estimated return for females being 12,5 percent; and for males 14,9 percent. After comparing Lithuania‘s and other European countries‘ rates of return on investment in human capital, it is seen that rate of return in Lithuania is similar to that of Spain.","identified a person's skills, abilities and personal knowledge as important qualities of people when considering their economic activities. Smith's major contribution to human capital theory was the identification of the economic value of education and apprenticeship in the acquisition of personal knowledge and skills. I. DEFINITION OF HUMAN CAPITAL:
 Human capital can be defined in many ways. This version can be defined as the ability of an individual to generate income by having certain skillset or knowledge or as the knowledge, skills, and experience of people that make them economically productive. According T. W. Schultz , the term ""human capital"" has been defined as a key element in improving a firm's assets and employees in order to increase productivity as well as sustain competitive advantage. G. S. Becker proposed that human capital is the stock of knowledge, skills and abilities embedded in an individual which results from natural endowment and subsequent investment in education, training and experience  . T. O. Davenport considered that human capital was composed of four main factors: ability, behaviors, efforts and time  . M. Lynn proposed that human capital included the skills and abilities posessed by the employees within an organization  . Some definitions of human capital (e.g. Laroche, Merette and Ruggeri 11 ) include innate abilities as well as the knowledge and skills that individuals acquire throughout their lifetimes. J. I. Nakamura defines human capital broadly as labour skills, managerial skills, and entrepreneurial and innovative abilities plus such physical attributes as health and strength  . I. DEFINITION OF HUMAN CAPITAL:
 Through these definitions there is a clear emphasis on human capital as the knowledge, skills and abilities of individuals, and the authors take this as the definition of the concept for the present study. II. INVESTMENT IN HUMAN CAPITAL:
 Human capital theory provides a framework for analyzing educational investment. In human capital theory, education is an investment of current resources in exchange for future returns. Human capital theory asserts that individuals consciously choose to invest in themselves through various activities  . Usually, this is through education and training. The standard approach assumes that the individual invests an amount of time in education, and then the return comes in the form of enhanced future earnings  , i.e. investment in education increases the individual's future earnings. Private investment in [Vol 4:2 education theoretically provides an individual with the higher lifetime income level, social status and personal freedom . As noted by T. Qiu, according to the traditional method of calculating rates of return to investment in education, which is known as cost-benefit analysis, the analysis must commence with the calculation of all costs and benefits involved in this investment  . It is suggested that although in theory it is straightforward, the actual measurement of costs, and especially benefits is difficult to obtain. Based on this, economists have tended to concentrate on the relatively hard evidence relating to benefits that exists in most countries, which is known as the age-earnings profile, that those people with higher levels of education on average receive higher incomes throughout their working lives than people with lower levels of education  ."
"Valuing Publicly Provided Services","https://scispace.com/paper/valuing-publicly-provided-services-3jnk40wklt","2001","Journal Article","Economic Record","John Quiggin","10.1111/1475-4932.T01-1-00024","https://scispace.com/pdf/valuing-publicly-provided-services-3jnk40wklt.pdf","Decisions about expenditure on health, education and other publicly provided services require choices regarding how much of our collective income we should allocate to these services and which services should be given priority. The attempt to answer this question has stimulated many developments in economic theory and practice, from human capital theory to systems of extended national accounts. This paper is a brief survey of some of the most important ideas, with reference to their implications for Australian public policy.","later life. 1 As with other investments, a sacrifice of current income (the goods and services that teachers and students could produce if they were not engaged in education) is accepted in order to generate monetary and non-monetary returns in the future. Human capital:
 In narrow versions of the human capital model, knowledge and skills are valued instrumentally, insofar as they contribute to increased productivity and hence, other things being equal, to higher earnings. However, the human capital model may be 1 An alternative view, that education provides socially unproductive 'screening' services has been popular among advocates of lower education spending. This view is contradicted by a wide range of empirical evidence . Human capital:
 interpreted more broadly, to encompass learning that does not contribute to higher market earnings. A knowledge of, and capacity to appreciate, literature, for example, provides a future consumption stream not reflected in market earnings. Human capital:
 It is also important to assess the extent to which education generates positive externalities, or, equivalently, the extent to which the benefits of education are private, rather than social. The fact that information is a pure public good is a central theme of the 'new growth theory' . It follows that educated individuals can share their information with others at little cost and will therefore generate positive externalities. Of course, 'information is not knowledge'. That is, the benefits of education consist as much in the capacity to acquire and use new information (converting information into knowledge) as in the possession of specific facts. To the extent that the transmission of knowledge requires that both the transmitter and receiver be educated, education is characterised by network externalities. 2 Human capital:
 A good deal of microeconomic analysis based on the human capital model has involved the estimation of earnings equations and the derivation of estimates of private and social returns to education investment. Analysis of earnings excludes both externalities and non-monetary benefits of education, and therefore yields lower-bound estimates of the return to education. Higher estimates of the benefits of educational investment may be obtained from studies of the determinants of economic growth, such as that of . Such studies have found that investment in human capital is consistently and significantly related to subsequent economic growth. Human capital:
 The use of earnings equations and growth accounting models to estimate the benefits of education is discussed further in Section 3. Human capital:
 The analysis of education as a form of investment is well-established in modern economic theory. By contrast, in much current policy discussion, education is treated as 2 I am indebted to Peter Kenyon for this point. Human capital:
 an element of current consumption. This analysis leads to mistaken policy conclusions, such as the view that a reduction in expenditure on education implies an increase in national savings, as suggested by  show that when expenditure on education is correctly classed as investment, the apparent decline in national savings during the 1970s is fully offset by an increase in educational investment. Human capital:
 The analysis of education in terms of investment in human capital may be applied to a wide range of human services including children's services and labour market programs. In particular, active labour market programs have been defended on the grounds that they may offset 'skill atrophy', the loss of human capital in periods of unemployment (Layard, Nickell and Jackman 1991)."
"The Contribution to Economic Growth by Human Capital: The Comparison among BRICs 1","https://scispace.com/paper/the-contribution-to-economic-growth-by-human-capital-the-57xlff2x27","2012","","","Kimiko Uno
Sumire Kobayashi","","https://scispace.com/pdf/the-contribution-to-economic-growth-by-human-capital-the-57xlff2x27.pdf","This paper aims to analyze the relationships between economic growth and human capital in emerging countries, especially BRICs. The human capital has been considered as the major tool for keeping high productivity. Education is likely to have a positive effect on economic growth by increasing labor productivity and leading to a higher level of output. The cost-benefit analysis is found useful to explain the returns of education. However, those results unlikely analyze the quality aspects of human capital. In this paper empirical results show that quantitative achievements less likely promise economic growth by enhancing human capital. In fact, some emerging countries, which achieved the educational attainment set by the government, are still under slow economic growth while others do without meeting educational goal. Therefore, we analyze factors, which contribute to economic growth from the quality and the stock side of human capital.","analyze the relationships between education and economic growth from the view point of the human capital among emerging countries which have already achieved economic growth. This will be the key to explain whether higher education leads to economic growth: the rate of returns to investment in education. I. INTRODUCTION:
 The rate of returns to education less likely refers its quality aspects. Today, EFA is emphasized concerning the quantitative achievements such as enrollment rates. However, such a spread of education is less likely leading to economic growth with the higher human capital. In fact, some emerging countries, which achieved the spread of education, are still under serious poverty, while others have achieved economic growth without achieving the high rate of schooling. Therefore, learning achievements should be focused on productivity growth than on the average number of years of schooling or on enrollment rates. Since 1900s, a number of studies have discussed the relationships between education and economic growth. Recent empirical studies suggest that education is important in facilitating research and development (R&D); in the form of imitation in the early stages, and innovation that requires higher education in later stages.  show that in developing countries, higher education causes wages differential because of the scarcity of human capital as compared to their average education level. Therefore, education promotes economic growth. On the other hand,  state that reverse causation running from higher economic growth to additional education may be at least as important as the causal effect of education to growth in the cross-country analysis, showing that the projection of growth on schooling is fewer than 30%. They claim the opposite opinion that economic growth promotes education. These studies suggest that the relationships between education and economic growth are different across countries. However, studies have not shown the relationships with the consideration of the difference of economic scale across individual countries. I. INTRODUCTION:
 Moreover, studies of returns to education tend to focus individual income and educational level without considering the contribution to economic growth. According to , the higher is the rate of the high education; the lower is its returns, and  remark that there is time-lag between education and economic growth. These indicate that higher school background does not necessarily lead to enhancing the productivity directly. If some factors are found to bring a positive effect on economic growth, it will be used to assign policy priorities to educational or other activities at the expense of taxes and other revenues. II. COST-BENEFIT MEASUREMENT OF EDUCATION:
 As a measurement of cost-benefit analysis 5 of schooling, the internal rate of return (IRR) 6 is commonly used. This method has two kinds of definitions. One definition is called private rate of 5 Cost-benefit analysis is a systematic process for calculating and comparing benefits and costs of a project. On investments as public policy, the government can have a priority to the project being the most benefit based on this analysis. 6 Returns to schooling based on the human capital theory have been estimated since the late 1950s. They indicate the benefits between an individual and a society by measuring of mainly three methods: internal rate of return (IRR), the short-cut and the earning function methods."
"An Empirical Study of Earnings of Immigrants and Native-Born Americans in the U.S. Labor Market Given Different Levels of Educational Attainment","https://scispace.com/paper/an-empirical-study-of-earnings-of-immigrants-and-native-born-j7016ypjbs","2016","","","Gomez Bravo
Yuli P","","https://scispace.com/pdf/an-empirical-study-of-earnings-of-immigrants-and-native-born-j7016ypjbs.pdf","","explains economic growth for periods of time, so it will eventually approach the equilibrium. The production function with decreasing returns to capital is represented by: = (, ). Human Capital: Where, Y is output, K is capital, and L is labor. Human Capital:
 2 Gary Becker, Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education, 2nd ed. (New York: National Bureau of Economic Research, 1975), 1. 3 Robert M. Solow, ""A Contribution to the Theory of Economic Growth,"" The Quarterly Journal of Economics 70, no.  1 (Feb., 1956): 65-94.  From this starting point, in 1992, Mankiw, Romer and Weil use the analysis of crosscountry data to extend the Solow model adding human capital as factor of production. Human Capital:
 With the data available, the Solow model implied that effects of savings and population growth on income were too large. In the paper, the authors point out that the exclusion of human capital may explain why they appeared too large, mainly for two reasons. Human Capital:
 ""First, for any given rate of human capital accumulation, higher savings or lower population growth leads to a higher level of income and thus a higher level of human capital; hence, accumulation of physical capital and population growth have greater impacts on income when accumulation of capital is taken into account. Second, human capital accumulation may be correlated with savings rates and population growth rates; this would imply that omitting human capital accumulation biases the estimated coefficients on savings and population growth."" Human Capital:
 The model proposed will then turn out to be a Cobb-Douglas production function, at time t, given by: Human Capital:
 Where: Y is output, K capital, L labor, and A the level of technology. Empirical evidence of the extended model shows consistent results with theory when including human capital. Human Capital:
 Further development of economic models that takes into account social attributes like family size and fertility has also pointed out the strong relation between population growth rates and human capital. Human Capital:
 Theodore Schultz showed in his empirical study that one fifth of the increase of national income in the United States between 1929 and 1957 was explained by additional education of the labor force. Human Capital:
 Theory and evidence has shown that investment in education is of benefit for both an individual and to society. The returns on investment for an individual are represented by the future earnings cash flows and to a government by the improvement of society referred to as a better cohesive and well trained labor force. Human Capital:
 For simplicity, the profound meaning of education will be omitted, since it has different definitions according to each country. So to make it as universal as possible the significance or the quality of the education received will be disregarded, and only quantitative aspects will be taken into account for human capital calculations. Human Capital:
 The value of human capital goes further than just a number, since it is transferable from place to place as a different to investment in physical capital. IF an educated individual decides to immigrate he will take with him all the education and knowledge since it is attached to his own self. But in contrast to land, building, equipment, or any physical capital its timeline depends on human lifespan. Once an individual dies the human capital also does."
"Return of Education for Women across Socio-Economic Status: Using Quantile Regression and Machado-Mata Decomposition Methods for Turkey","https://scispace.com/paper/return-of-education-for-women-across-socio-economic-status-1ctnecf7ry","2021","Journal Article","Ege Academic Review","Yağmur Tokatlioğlu
Nükhet Doğan","10.21121/EAB.907367","https://scispace.com/pdf/return-of-education-for-women-across-socio-economic-status-1ctnecf7ry.pdf","","role of education in the economy, has three basic components of human capital investment: innate abilities, information acquired by schooling, and learning on-the-job. Therefore, wage differentials in the market can be explained using the human capital theory in this respect. Human Capital Investment:
 In the economic literature, it is stated that human capital investments have four different effects on the productivity of the labor force. The first of these effects is the individual efficiency-promoting effect of the labor force, which is also called the ""laborer"" effect. In the ""allocation"" effect, which is the second effect, compared to a less-educated labor force, a higher-educated labor force increases the productivity of other production factors faster. The third effect, the ""spillover"" effect, em-phasizes that a better-educated labor force can adapt to technological innovation more and demonstrate new production techniques more quickly. The final effect of human capital on labor productivity is the ""research"" effect. Accordingly, the increase in the higher-educated labor force in the production process will also encourage research and development activities . All these effects are factors that increase factor productivity. Human Capital Investment:
 When we look at the evolutionary development stages of human capital, on the other hand, it is seen that it has a branch that establishes a relationship between human capital and wage and works in this direction. In the approach shaped by the studies of economists such as , , as one's human capital investments increase, especially as the time of labor force spent in education increases, both individual productivity and productivity of other production factors increase. The fact that the labor force is equipped with a higher-education, therefore, indicates a higher-efficiency and higher real wages. Human Capital Investment:
 However, this direct-relation between education and wage in human capital theory is not expressed this much in all economic schools. Moreover, in some economic approaches, there is no direct relationship between human capital and education and wages. Education is the most important phenomenon that undermines the assumption that the labor force is homogeneous in fact. Different levels of education also have the feature of eliminating the effects of abilities or inabilities brought about by the labor force either innate or acquired in the first period of life. Education, therefore, has different effects on the labor market and each economic school addresses only some of these effects. Human Capital Investment:
 To summarize the development of the notion of human capital, each of them was derived from the search for solutions to the problems that their era tried to solve.  made tangible connections between education and the concept of capital, he underlined the processes of learning on-the-job, and thus, he has changed the approaches of the Classical and Neoclassical economics related to the productivity of the labor force.  made the relation between human capital and education and wage differentials testable.  emphasized that the reasons for the income and wage differentials in the market were affiliated with the different education people have and human capital investments; , on the other hand, made the first study showing that there is a positive relationship between human capital and economic growth. While  revealed the relationship between wage, education, and experience, while  cited human capital investments as the reason for differences in economic growth rates between countries. , on the other hand, explained the differentiation of countries' development with human capital investments and applied the notion of human capital to convergence theories.  and  emphasized that it is the human capital that provides the relationship between technology transfer and accumulation of physical capital."
"Cooperative Education--A National Assessment: An Annotated Bibliography.","https://scispace.com/paper/cooperative-education-a-national-assessment-an-annotated-3j8pc57wfz","1976","","","Arthur M. Cohen
Lewis C. Solmon","","https://scispace.com/pdf/cooperative-education-a-national-assessment-an-annotated-3j8pc57wfz.pdf","ABSTRACT This review of the literature is divided into two parts--relevant and highly relevant documents. Abstracts of 90 relevant and 44 highly relevant studies are included.,Applied Management Sciences' staff members were responsible for the preliminary identification, collection, and categorization of the literature. Most of the abstracts in the highly relevant category have individual critiques appended. The documents to review were selected from an extensive literature search and were categorized according to their apparent importance and usefulness in assisting in the design of a major study of cooperative education. The documents in both relevant and highly relevant categories have been further subdivided into six sets: program description, evaluation, and impact; commentary and exhortation; feasibility studies; across-program assessments, methodological concerns, and bibliographies and guidelines. (RC)","addition, the assumption is that the economic benefits should provide the basis for expansion/contraction decisions. Many non-economists would argue that the existence and value of non-economic benefits should be incorporated into analyses of the value of particular vocational programs. Critique by Lewis Solmon:
 Once again, it should be noted that these non-economic benefits are even more difficult to measure than the economic ones, but they might be the crucial determining factor in the wisdom of expanding programs. Cost-Benefit Analysis and the Economics of Investment in Human Resources. An AnnotaTertiEliography. Kingston, Ontario: Queen's  University, 1970.  (tu U4 848)   This annotated bibliography presents 389 citations of periodical articles, monographs, and books and represents a survey of the literature as related to the theory and application of cost-benefit analysis. Listings are arranged alphabetically within these eight sections: (1) human capital; Critique by Lewis Solmon:
 (2) theory and application of cost-benefit analysis; Critique by Lewis Solmon:
 (3) theoretical problems in measuring benefits and costs; (4) investment criteria and the social discount rate; (5) schooling; ( ) training, retraining and mobility; Critique by Lewis Solmon:
 (7) health; and (8) poverty and social welfare. Critique by Lewis Solmon:
 Individual entries include author, title, source information, ""headings"" of the document which provide a brief indication of content, and a brief, noncritical annotation. The bibliography is intended to serve as an analytical reference for both the academic scholar and the policy-maker in this area. Human Capital:
 Cost-benefit analysis is a method of investment appraisal. It can be applied to any expenditure which is capital-forming, and, consequently, is expected to yield a future return. When cost-benefit analysis is applied to I/ expenditures which purchase some kind of treatment for human beings, it is assumed here that these expenditures represent human capital formulation. This section of the bibliography then deals with the theory and measurement of human  This section reviews the specific material on evaluation of MDTA (Bockmura) Human Capital:
 and other socially sponsored retraining programs (Bateman, Hardin, Borus). Human Capital:
 Mobility is treated here as an investment in human capital. Stigler discusses the effects of information on job search and dispersion of wage rates. Human Capital:
 The attainment of good health is described as investment in human capital. Human Capital:
 Klarmen's book on the Economies of Health generally covers factors influencing the demand for and supply of phYsician and hospital services. Furthermore, Hardin's analysis gives primary attention to those studies which result in complete benefit-cost ratios. Human Capital:
 The studies used three points of view in their benefit-cost analysis :cupational training: society, the trainee, and the government. Human Capital:
 Page defines the economic benefits for society as the sum of the growth in trainee earning:3 and the decline in trainee transfer payments which occur after the course and are attributable to it. The economic costs of society iacTude rental of private instructional facilities, operating costs of in-,..uction in public facilities, and the subsistence allowances received by trainees in addition to regular unemployment benefits."
"Changing Demands on Education and their Fiscal Implications.","https://scispace.com/paper/changing-demands-on-education-and-their-fiscal-implications-58mk0xkpqb","1963","Book","","John K. Norton","","https://scispace.com/pdf/changing-demands-on-education-and-their-fiscal-implications-58mk0xkpqb.pdf","","more than one-half of it, came from this source. These estimates also imply that between 36 and 70 per cent of the hitherto unexplained rise in the earnings of labor is explained by returns to the additional education of workers.17 EDUCATION AND ECONOMICS:
 Schultz gives this general conclusion: ""Truly, the most distinctive feature of our economic system is the growth in human capital. Without it there would be only hard, manual work and poverty, except for those who have income from property."" "" He recognizes many complexities in arriving at scientific measures of the returns to an economy from investment in education. He also points out that, in improving our human capital, services other than education, such as those in the field of health, contribute to the stock of human capital. EDUCATION AND ECONOMICS:
 Schultz suggests some tentative implications for social policy that arise from growing insight into the importance of investment in human capital. These include- EDUCATION AND ECONOMICS:
 of the College of Business of Oklahoma State University. He offers the following review: Many studies . . . show that the return on the investment in education pays economic dividends of approximately 10 per- cent with none of the k,osts allocated to consumption and with no consideration given to the cultural, political, and social benefits of education. EDUCATION AND ECONOMICS:
 These studies, in my opinion, grossly underestimate the value to society of education. They place a value on only those qualities which affect the lifetime earnings of the individual. They overlook many factors which I believe to be very im- portant. Just to list a few, what is the value to society of having: educated civic workers, educated mothers, educated neighbors, improved race relations (which seems to be related closely to education), reduction of poverty with consequent reduction in crime, mothers with some leisure time while their children are in school, the satisfaction which comes from developing one's talents during the educational process, an educated citizenry in the event of war, a citizenry that is literate, and a higher rate of economic growth for our society? 1"" Note that any study which begins as an attempt to measure only those aspects of education which result in changes in the income of the individual will of necessity omit all of the foregoing benefits of education and many more. Neverthe- less, even the studies which have focused only on the increased life earnings of the individual compared to the costs of education (both properly discounted) have shown that the return on the investment in education ( human capital) is equal to or greater than the return on investment in physical capital.20 EDUCATION AND ECONOMICS:
 Although not exact in the scientific sense, there is empirical evidence concerning the returns from investment in education. Two areas of observation are considered in the next sections of this reportthe growth in productivity of agriculture in the United States and the experience of nations, both those that are underdeveloped and those that are economically mature. EDUCATION AND ECONOMICS:
 "" Swearingen, Eugene L. ""Education as an Investment."" Financing the Changing School Program. Washington, D.C.: Committee on Educational Finance, National Education Association, 1962. pp.  20 Ibid., p. 35."
"Labor force participation and wages in Palestine for the period 2000 to 2011","https://scispace.com/paper/labor-force-participation-and-wages-in-palestine-for-the-2n4z0l9cud","2014","","","Issam Abu-Ghallous","","https://scispace.com/pdf/labor-force-participation-and-wages-in-palestine-for-the-2n4z0l9cud.pdf","of a Dissertation Submitted to the Graduate School of The University of Southern Mississippi in Partial Fulfillment of the Requirements for the Degree of Doctor of Philosophy","yield predicted future earnings', thus, education is consumption. rejects Shafer's conclusion and argues that education is an investment since it has a direct positive effect on earnings. In addition, argues that education and training increase workers' productivity and thus their wages. Human Capital and Earnings:
 The return to investment in human capital is positive to the extent that there is a market demand for skills.  argues that an increased supply of educated workers reduces their marginal productivity and wages. Rapid growth of demand for higher education relative to the market demand for educated labor force reduces the profitability of investment in education.  found that the increase in technological changes reduces the effect on human capital on productivity. While education reduces the time required to learn a new technology, high rates of technological changes increases the time required to learn new technology. The authors concluded that, with the advancement in technology in recent years, overinvestment in research and development has a negative effect on the benefits of human capital. The authors also concluded that specialization and investment in specific skills have higher returns, especially in an environment where the rate of technological changes is high.  investigated the effect of supply and demand forces on the return to human capital for works with experience in information technology (IT). The authors found that a return to skills for IT professionals in an IT specialized firms is significantly higher that return to the same skill in a non-IT specialized firm. The authors concluded that the growth of technological advancement depreciates the value of the acquired knowledge of skilled workers and thus the return to such knowledge. In addition, the authors concluded that human capital has more economic value if it is firm-specific rather than skill specific. Wage Premium and Return to Education:
 The return to education is the gain in earnings associated with an additional year of schooling, and the percentage gain in relative wage as a result of investment in education is referred to as the ""education premium"" . The effect of education on wages is due to the increased productivity of the educated labor force. A return to education in the labor market is expected to be positive to the extent that educated ""skilled"" and uneducated ""unskilled"" laborers are not perfect substitutes for each other .  found that in the U.S., college education enhanced productivity by 40%, and such enhancement in productivity accounts for twothirds of the wage premium for college education. Moreover, the author found that young college graduates with 1 to 3 years of experience earn 60% more than high school graduates. Wage Premium and Return to Education:
 Still, education on its own is not an absolute determinant of the rise of the quantity of the wage premium for educated workers . For example, an increase in the educated labor force entering the labor market reduces the marginal productivity of educated laborers, thus compressing their wages leading to reductions in the return to education . In advanced economies such as the U.S. and the U.K., there have been fluctuations in the return to education, especially during the 1970s and 1980s . Still the return to education continues to move positively over time although the demand for higher education continues to rise as well. Other factors, besides the quantity of education attained, also had a strong effect on the quantity of return to education awarded.  found that, in the U.S. in the 1940s and early 1950s, race, gender, family status, and city size determine the quantity of reward to knowledge and education within groups."
