"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Человеческий капитал в теории экономического роста: классические модели и новые подходы","https://scispace.com/paper/chelovecheskii-kapital-v-teorii-ekonomicheskogo-rosta-2vdj29cdf0","2020","Journal Article","","Булина Анна Олеговна
Мозговая Кристина Александровна
Пахнин Михаил Александрович","10.21638/SPBU05.2020.201","https://scispace.com/pdf/chelovecheskii-kapital-v-teorii-ekonomicheskogo-rosta-2vdj29cdf0.pdf","For a long time economists have been actively discussing the mechanisms of economic growth. One of the most fundamental factors of economic growth which underlies the variation in per capita income between different countries is human capital, i.e., the stock of knowledge and professional skills embodied in each person. Human capital can be considered as an input used in the production of economic value, just like physical capital — additional investments in human capital (in the form of education or training) earn additional returns. At the same time, from the point of view of economic theory, human capital is very different from other types of capital — in particular, the production of human capital exhibits increasing returns to scale, which is not true for physical capital. This survey aims at discussing the role of human capital in the theory of economic growth. In particular, we address the following issues: why did Adam Smith compare an educated person with an expensive machine; how the growth rate of technical progress and education affect each other; what is the difference between knowledge and human capital as economic goods; how accumulation of human capital leads to leapfrogging; how to measure the level of human capital; why education investment policies in many countries did not succeed in promoting economic growth; how social environment affects the accumulation of human capital; what is human capital externality and how does it operate. We hope that this survey will contribute to the accumulation of human capital in our country.","A survey of the role of human capital in the theory of economic growth is presented in this paper, where the authors address the following issues: why Adam Smith compared an educated person with an expensive machine, how the growth rate of technical progress and education affect each other, what is the difference between knowledge and human capital as economic goods, how accumulation of human resources leads to leapfrogging, how to measure the level of human resource, why education investment policies in many countries did not succeed in promoting economic growth, how social environment affects the accumulation of resource, and what is human"
"Human Capital: an Institutional Economics point of view","https://scispace.com/paper/human-capital-an-institutional-economics-point-of-view-1zeq4v5bnp","2008","Posted Content","Research Papers in Economics","Germana Bottone","","","Human capital is usually defined as “The aggregation of investments, such as education and on the job training that improves the individual’s productivity in the labour market”. The initial definition did not take into account some central aspects of “human capital”, owing to a supposed analogy with physical capital. But even though, from an economic point of view, there are some similarities, human beings are more complex than automatic machines. More recently, it has been attempted to articulate a more extensive definition of “human capital” by considering all the attributes embodied in individuals relevant to economic activity”. Nevertheless, the evolution of human capital definition is in some way restricted to its economic meaning, neglecting the intrinsic complexity of the concept that demands an in-depth re-examination of its social and cultural value. In order to achieve deeper understanding of the multiplicity of aspects making up human capital, we are going to make use of the main concepts of institutional and evolutionary economics..","In this paper, the authors make use of the main concepts of institutional and evolutionary economics to understand the multiplicity of aspects making up human capital, and they propose a more extensive definition of human capital by considering all the attributes embodied in individuals relevant to economic activity."
"The Concept of Human Capital, Its Evolution and Its Role in Economic Development","https://scispace.com/paper/the-concept-of-human-capital-its-evolution-and-its-role-in-4qvz5sqthlgl","2025","Journal Article","International Journal Of Management And Economics Fundamental","Tuychieva Khayothon Gapurzhanovna","10.37547/ijmef/volume05issue05-06","","The piece of writing follows the evolution of human capital as a marginal theory to a fundamental component of economic growth. Human capital is defined as people's skills, knowledge, and abilities that drive productivity and growth. By comparing past perceptions, the key theoretical notions, and contemporary applications, this study reveals the significance of human capital investment for economic development over the long term. The paper concludes with a consideration of the implications of investment in human capital for economic development strategy and policy. ","This study explores the evolution of human capital from a marginal theory to a fundamental driver of economic growth, highlighting its significance in productivity and growth, and its implications for long-term economic development strategy and policy."
"Human Capital","https://scispace.com/paper/human-capital-nza2kcih8t3e","","","","Claudia Goldin","10.1002/9781119197010.ch5","","Human capital is the stock of skills that the labor force possesses. The flow of these skills is forthcoming when the return to investment exceeds the cost (both direct and indirect). Returns to these skills are private in the sense that an individual’s productive capacity increases with more of them. But there are often externalities that increase the productive capacity of others when human capital is increased. This essay discusses these concepts historically and focuses on two major components of human capital: education and training, and health. The institutions that encourage human capital investment are discussed, as is the role of human capital in economic growth. The notion that the study of human capital is inherently historical is emphasized and defended.","This essay explores human capital as a stock of skills, discussing its historical development, components (education, training, and health), and institutions that encourage investment, highlighting its role in economic growth and externalities."
"Human Capital Theory: Foundations of a Field of Inquiry","https://scispace.com/paper/human-capital-theory-foundations-of-a-field-of-inquiry-2r9558eifv","1996","Journal Article","Review of Educational Research","Scott R. Sweetland","10.3102/00346543066003341","","This review of human capital theory begins in 1776 and ends in the 1960s, when the theoretical and empirical foundations of the field were articulated and established. The review is organized to provide a general reference to human capital theory, its historical development, and its major methodological approaches. While human capital research has not been limited to education, it usually includes empirical measures of education and produces results that affect educators and education policy. Review of the foundation studies that were conceived by Nobel prize laureates and historically prominent economists supports the position that educators should draw their own informed conclusions and define the agenda of future human capital research.","A review of human capital theory can be found in this article, where the theoretical and empirical foundations of the field were articulated and established, starting in 1776 and ending in the 1960s."
"Comprehensive Literature Review on Human Capital Investments Theory: What’s in it?","https://scispace.com/paper/comprehensive-literature-review-on-human-capital-investments-502vzknfc8","2015","Journal Article","","Udaya Mohan Devadas","10.4038/KJHRM.V10I1-2.19","https://scispace.com/pdf/comprehensive-literature-review-on-human-capital-investments-502vzknfc8.pdf","‘Human Capital’ (HC) is being widely used in different fields: economics, human resource development, and national planning with different meanings in different fields. Seemingly, the term has, in some instances, been misused in the literature and in the practice. In such a context, it is worthwhile to investigate into the development of HC theory. This study has been dedicated to elaborate the evolution of human capital investment theory, the content of HC, the proxies of HC, the benefits of human capital investment, the causes of human capital investment, and the limits of human capital investment theory. This study, hence paves the way for positioning human capital investments theory in the literature and to strategies HC development practices consciously rather approaching to it with gut feeling.","In this article, the authors elaborate the evolution of human capital investment theory, the content of HC, the proxies of HC and the benefits of HC investment, the causes of human CAP investment, and the limits of humanCAP investment theory."
"Theoretical aspects of the genesis of human capital","https://scispace.com/paper/theoretical-aspects-of-the-genesis-of-human-capital-y7whd7tb4zwz","2023","Journal Article","Шляхи підвищення ефективності будівництва в умовах формування ринкових відносин","B. Golovash
Liliia Holovash
Bohdan Hishchak","10.32347/2707-501x.2023.52(3).188-195","","The article is devoted to the study of the theoretical aspects of the genesis of human capital, its definition, and its role in the modern economy. The evolution of the concept of ""human capital"" is analyzed, considering the contributions of leading economists such as G. Becker, T. Schultz, D. Coleman, P. Romer, R. Barro, and J. Heckman. Particular attention is given to the impact of investments in human resources on labor productivity, income levels, and the competitiveness of the national economy. The transformation of views on the category of human capital throughout the development of economic science is identified, as well as the formation of an understanding of its significance for society and the state. The article emphasizes that human capital is not merely an accumulation of knowledge and skills but also a complex set of investments in health, social connections, motivation, and cultural values that contribute to improving labor quality and economic well-being. The concept is considered on three levels: the individual level, which includes personal abilities and qualifications; the microeconomic level, which reflects the impact of human capital on business performance; and the macroeconomic level, which determines its contribution to national development. It is emphasized that human capital is a critically important factor for economic growth and the innovative development of the state. Accordingly, strategic investments in education, health, and the development of social resources form the foundation for increasing productivity, competitiveness, and overall societal well-being. It is determined that further research is needed to expand methodological approaches to assessing and managing human capital to develop effective state development strategies in the context of globalization and contemporary challenges. The article identifies the risks associated with the development of human capital in our country at the present stage, particularly the negative impact of martial law on education, the structure of the labor market, workforce qualifications, and the presence of large-scale migration processes in Ukraine. Additionally, the destruction of educational infrastructure, the temporary suspension of the educational process, and the decline in its quality also negatively impact the development of human capital. The necessity of strengthening state support for education and professional development is emphasized, as it is crucial for restoring and enhancing human capital in the post-war period. ","This article examines the theoretical aspects of human capital genesis, its evolution, and significance in modern economies, highlighting its impact on labor productivity, income, and national competitiveness, and emphasizing the need for strategic investments in education and social resources for economic growth and societal well-being."
"Measuring Human Capital in Higher Education","https://scispace.com/paper/measuring-human-capital-in-higher-education-2ft4ikrqas","2013","Journal Article","Advances in Latent Variables - Methods, Models and Applications","Pietro Giorgio Lovaglio
Gianmarco Vacca
Stefano Verzillo","","","The concept of Human Capital (HC) could be defined, from an economical viewpoint, as a stock variable representing the capacity of an individual to produce a sustained flow of income due to its investment in (higher) education and work experience. This paper focuses on the empirical estimation of the latent variable HC, composed of two principal dimensions, Educational HC and Work Experience HC, within a realistic structural model allowing causal relationship among endogenous and exogenous indicators taking into account possible effects of concomitants indicators. To this end, new administrative archives and a novel methodological approach, called Generalized Redundancy Analysis are used. The methodology is applied to estimate HC of graduates in two universities of the Milan area in the early stages of their working career. The empirical results confirm the structure of the Italian job market, where the work experience and economic background of origin family play significant roles for explaining the economic performance of graduates in the labour market, contrary to investment in HC through higher education.","In this article, the authors focused on the empirical estimation of the latent variable Human Capital (HC), composed of two principal dimensions, Educational HC and Work Experience HC, within a realistic structural model allowing causal relationship among endogenous and exogenous indicators taking into account possible effects of concomitants indicators."
"Genesis of the human capital theory: from classical foundations to the challenges of the digital era","https://scispace.com/paper/genesis-of-the-human-capital-theory-from-classical-i49e8vkiztk6","2025","Journal Article","Ekonomìka ì upravlìnnâ","Serhii Duha","10.32782/2312-7872.2.2025.3","","The article examines the comprehensive evolution of human capital theory from foundational classical political economy ideas to contemporary advanced concepts within the context of digital transformation, wartime realities, and Ukraine's strategic European integration process. Key developmental stages of human capital theory are systematically analyzed, starting from ancient philosophers Plato and Aristotle, through classical school economists William Petty and Adam Smith, to modern approaches of neoclassical, institutional, and post-industrial academic schools. Critical gaps in assessing invisible capital components including creativity, stress resistance, adaptability, emotional intelligence, and significant methodological challenges of adapting established theory to artificial intelligence impact on labor relations and employment structure transformation are identified and thoroughly examined. The author provides detailed analysis of leading scholars' contributions to conceptual development, including Theodore Schultz's fundamental works on investment nature of human capital, Gary Becker's sophisticated microeconomic model, Douglas North's institutional approaches, and contemporary research by Ukrainian scientists Oksana Grishnova, Olena Kosenko, and others. Special emphasis is placed on transformation of human capital understanding within knowledge economy conditions, comprehensive digitalization processes, global challenges, and critical necessity of transitioning from traditional qualifications to competencies and soft skills paradigm. An original integral assessment model for Ukrainian human capital is proposed, accounting for specific losses through qualified workforce migration, critical digitalization requirements, European education and professional training standards, and psychological consequences of military conflict. The model incorporates six interconnected components with scientifically substantiated weight coefficients: education, health, digital skills, adaptability, inclusivity, and sustainable development dimensions. The strategic role of human capital as a key national competitiveness factor under global challenges and critical necessity of forming comprehensive lifelong learning ecosystems is substantiated through empirical evidence. Priority directions for further scientific research are determined, including development of innovative invisible capital assessment methodologies, comprehensive investigation of artificial intelligence impact on professional competencies transformation, and creation of scientifically grounded crisis management strategies for human capital preservation during military conflicts and post-war reconstruction periods. ","This article examines the evolution of human capital theory from ancient philosophers to modern concepts, identifying gaps in assessing invisible capital components and proposing an original assessment model for Ukrainian human capital, emphasizing digitalization, competencies, and soft skills."
"Human Capital Accounting in the United States: Context, Measurement, and Application","https://scispace.com/paper/human-capital-accounting-in-the-united-states-context-1fm0gcd7ga","2014","Posted Content","Research Papers in Economics","Michael S. Christian","","","This study updates Christian's (2010) human capital account for the United States to the year 2009, refining the underlying data and putting the account into international context by reviewing applications in the rest of the world. It also measures the sensitivity of human capital measures to alternative assumptions about income growth rates, discount rates, the treatment of taxes, smoothing and imputation of labor force and school enrollment data, and the valuation of non-market time. It concludes with an application to the measurement of the output of the education sector.","In this paper, the sensitivity of human capital measures to alternative assumptions about income growth rates, discount rates, the treatment of taxes, smoothing and imputation of labor force and school enrollment data, and the valuation of non-market time is investigated."
"A Study of Human Capital Value and the Realization of Its Maximal Value","https://scispace.com/paper/a-study-of-human-capital-value-and-the-realization-of-its-h16iomzrthus","","","","胡晓玉
李大为","10.3969/j.issn.1000-7504.2003.02.009","","The theory of human capital, since it occurred in the last years of 1950s, has drawn more and more attention from theorists and enterprises, and has been a subject of much research, gaining further development. Human capital refers to the constant consumption capital embodied by individuals with the possessions of human resources; the forming of the human capital value means a process for accumulating value, in which individual receives education, thereby paying opportunity costs. To realize the maximal value of human capital, the following factors must be taken into account, including to establish the system of individual ownership at the core of human resource; to coordinate the relations of interest between human capital and other equity parties; to form an incentive mechanism with the priority of both equity incentive and opportunity incentive.","This study explores the theory of human capital, its development, and realization of maximal value, highlighting the importance of individual ownership, interest coordination, and incentive mechanisms in accumulating and maximizing human capital value."
"Measuring Human Capital: Alternative Methods and International Evidence","https://scispace.com/paper/measuring-human-capital-alternative-methods-and-24e4nck7vn","2008","Posted Content","The Korean Economic Review","Les OXxley
Ttrinh Le
John Gibson","","","Human capital is increasingly believed to play an important role in the growth process, however, adequately measuring its stock remains controversial. This paper identifies three general approaches to human capital measurement; cost-based, income-based and education-based, and presents a critical review of the theories and their applications to data from a range of countries. Emphasis on empirical evidence will be given to the case of New Zealand.","In this article, the authors identify three general approaches to human capital measurement; cost-based, income-based and education-based; and present a critical review of the theories and their applications to data from a range of countries."
"Issues in the Theory of Human Capital : Education as Investment","https://scispace.com/paper/issues-in-the-theory-of-human-capital-education-as-2sorid3z1d","1982","Journal Article","The Pakistan Development Review","Fritz Machlup","10.30541/V21I1PP.1-17","https://scispace.com/pdf/issues-in-the-theory-of-human-capital-education-as-2sorid3z1d.pdf","After a few references to the early literature on human capital, from Petty via Smith, Engel, and Nicholson to Marshall, various issues in current theory of human capital are briefly reviewed. They include questions regarding categories of ""tangible human capital"" and ""intangible nonhuman capital;"" investment in raising children, in schooling, and in research and development; depreciation of human capital through obsolescence, loss of strength, illness, retirement, and death; conflicts between efficiency and equality in the educational system; wrong educational mix resulting in waste or even net loss; the problem of complementarity among different kinds of physical and human capital; and the complexity of econometric research on comparative returns to different investments.","The authors reviewed the early literature on human capital, from Petty via Smith, Engel, and Nicholson to Marshall, and various issues in current theory of human capital are briefly reviewed, including questions regarding categories of ""tangible human capital"" and ""intangible nonhuman capital,"" investment in raising children, in schooling, and in research and development."
"Skills and Human Capital in the Labor Market","https://scispace.com/paper/skills-and-human-capital-in-the-labor-market-xnqay567t2vu","2024","Repository","Social Science Research Network","David Deming
Mikko Silliman","10.2139/ssrn.4950559","","This paper synthesizes the economics literature on skills and human capital, with a particular focus on higher-order capacities like social and decision-making skills. We review the empirical evidence on returns to human capital from both a micro and macro perspective, as well as the evidence on returns to human capital investment over the life-cycle. We highlight two key limitations of human capital theory as currently implemented. First, prior work mostly assumes that human capital is one-dimensional and can be measured by education or test scores alone. Second, human capital is typically modeled as augmenting the marginal product of labor with workers being treated as factors of production, just like physical capital. We argue for a new approach that treats workers as agents who decide how to allocate their labor over job tasks. Traditional cognitive skills make workers more productive in any task, while higher-order skills govern workers’ choices of which tasks to perform and whether to work alone or in a team. We illustrate the value of this approach with stylized models that incorporate teamwork and decision-making skills and generate predictions about how returns to skills vary across contexts.","This paper synthesizes the economics literature on skills and human capital, highlighting limitations of traditional theory and proposing a new approach that treats workers as agents who allocate labor over tasks, incorporating teamwork and decision-making skills."
"A Review of Human Capital Theory: Microeconomics","https://scispace.com/paper/a-review-of-human-capital-theory-microeconomics-2qy98cqs6i","2007","Posted Content","Research Papers in Economics","Kai-Joseph Fleischhauer","","","With the beginning of the new millennium it has become more and more apparent that education and human capital constitute a key element of modern economies. Despite the important role of human capital in modern societies, there are still many unknowns about the process of educational production as well as individual and collective decisions concerning how much and what kind of education to obtain. This literature review aims at providing a better understanding of the process of human capital formation and educational attainment. Although human capital plays an important role in both microeconomics and macroeconomics, we focus on the former branch of literature in order to analyze the individual incentives to acquire skills. This review is divided into six parts each of them representing an important stream of human capital literature. First, we introduce the basic concept of human capital that models individuals as investing in skills in response to the expected returns to education. After this, we investigate the different implications of investments in general and specific human capital and then provide an overview of various empirical studies measuring the rate of return to education. Because educational attainment may also be affected by other factors such as school characteristics or family background, we review the literature on educational production functions and discuss the significance of potential inputs into the process of educational production. Subsequently, we refer to models of human capital accumulation over the life-cycle that manage to replicate the empirical life-cycle patterns with respect to the age-earnings profile of individuals. Finally, we analyze the effects of taxation and education subsidies on the formation of human capital.","In this article, the authors introduce the concept of human capital that models individuals as investing in skills in response to the expected returns to education, and investigate the different implications of investments in general and specific human capital and then provide an overview of various empirical studies measuring the rate of return to education."
"Investment in human capital","https://scispace.com/paper/investment-in-human-capital-2841x1c81a","2016","","","William D. Marder
Douglas E. Hough","","https://www.jstor.org/stable/pdfplus/145656","A wealth-maximizing model of the demand for investment in human capital is applied to the investments made by resident physicians. Residents work long hours for relatively low salaries in order to gain exposure to learning opportunities that ultimately enhance future income. A model of hospital supply of investment opportunities is also developed which emphasizes the trade-off the hospital must make between providing additional patient care and employee training. In the past the inability to quantify on-the-job training investment has precluded direct empirical investigation of this decision. A unique data set allows the simultaneous examination of the demand for and supply of learning opportunities; the results generally confirm the theory.","In this paper, a wealth-maximizing model of the demand for investment in human capital is applied to the investments made by resident physicians, which emphasizes the trade-off the hospital must make between providing additional patient care and employee training."
