"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Veterans’ Post-Secondary Education: Keeping the Promise to Those Who Serve","https://scispace.com/paper/veterans-post-secondary-education-keeping-the-promise-to-6ss1nho6vm","2012","Journal Article","Hinckley Journal of Politics","Jonah Cunningham","","https://epubs.utah.edu/index.php/HJP/article/view/663/506","Current veterans returning home from Afghanistan and Iraq who plan on pursuing a college education are facing new and unique challenges rarely faced by their predecessors. Despite having at their disposal the most generous educational benefit programs, many are finding success difficult. A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences. The United States government must also provide veterans with a bridge to integrate into the job market.","A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences."
"The Post-9/11 Veterans Educational Assistance Improvements Act of 2010","https://scispace.com/paper/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t","2010","","","Cassandria Dortch","","https://scispace.com/pdf/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t.pdf","This report identifies and examines selected changes that the Post-9/11 Veterans Educational Assistance Act of 2008 makes to the Post-9/11 GI Bill and other GI Bills, including expanded eligibility.","This paper identified and examined selected changes that the Post-9/11 Veterans Educational Assistance Act of 2008 makes to the Post 9/11 GI Bill and other GI Bills, including expanded eligibility."
"Military-to-Civilian Transition Through Credentials","https://scispace.com/paper/military-to-civilian-transition-through-credentials-o7pa6pkv","2022","Book Chapter","","","10.4018/978-1-7998-3820-3.ch009","","This chapter reviews the United States COOL programs' promotion of certification during military employment to support transition to civilian employment and the CareerOneStop platform which profiles certifications. Some certifications on CareerOneStop have a designation from COOL indicating relevance to military workers. The chapter presents analyses showing that certain types of certifications are more likely to have a military designation than others. In brief, the designation is more likely for accredited and industry-recognized certifications and those tied to occupations with lower annual median wages and predictions of decrease and increase in employment versus a more stable trajectory. Some occupations also significantly differ in the likelihood of a military designation for certifications tied to it. The authors close with a discussion of recommendations including additional questions for consideration. ","In this article , the United States COOL programs' promotion of certification during military employment to support transition to civilian employment and the CareerOneStop platform which profiles certifications are reviewed."
"Post-9/11 Veteran Transitions to Civilian Life: Predictors of the Use of Employment Programs","https://scispace.com/paper/post-9-11-veteran-transitions-to-civilian-life-predictors-of-327wldx347","2019","Journal Article","","Keith R. Aronson
Daniel F. Perkins
Nicole R. Morgan
Julia A. Bleser
Dawne Vogt
Laurel A. Copeland
Erin P. Finley
Cynthia L. Gilman","10.21061/JVS.V5I1.127","","Post-9/11 veterans indicate that obtaining employment is both a priority and a challenge. Numerous federal, state, community, foundation-funded and corporate programs have been created to assist veterans; however, there is little empirical evidence to know what programming is effective and for whom. This study examined predictors of employment program use among new post-9/11 veterans. Male veterans were less likely to utilize online job databases and resume writing assistance than female veterans. Veterans from the junior enlisted paygrades (E1 to E4) were less likely to use online job databases, career fairs, resume writing assistance, job placement, career counseling, and training or certification programs than more senior enlisted paygrades or officers. Veterans from racial or ethnic minority groups (e.g., Black non-Hispanic, Asian) were more likely to utilize a variety of employment programs than their White non-Hispanic peers. Veterans who were exposed to warfare and those with a current physical health condition were more likely to use employment programs. Moreover, veterans with an ongoing mental health problem were no more likely to use any employment programs than veterans without such problems. To increase the use of employment programs, accessibility and targeted engagement strategies should be developed for veterans of different backgrounds and circumstances. Future directions for the longitudinal analysis of veteran’s utilization of employment programs and their effectiveness in obtaining employment are discussed.","In this article, the authors examined predictors of employment program use among new post-9/11 veterans and found that male veterans were less likely to utilize online job databases and resume writing assistance than female veterans."
"Improving Student Services for Military Veterans","https://scispace.com/paper/improving-student-services-for-military-veterans-1vofkpv0f1","2016","","","Melinda Mechur Karp
Serena Constance Klempin","10.7916/D8VH5P04","https://scispace.com/pdf/improving-student-services-for-military-veterans-1vofkpv0f1.pdf","It is essential to consider how recently separated service members can succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. Education is a key component in the transition back to civilian life and employment for many new veterans. Enrollment in college allows veterans to upgrade existing skills or gain new skills in order to transition to a new career. And successful completion of college programs provides veterans with valuable credentials that may validate uncredentialed skills they gained in the military. The Post-9/11 GI Bill of 2008 expanded previous tuition benefits for veterans in order to make college an accessible post-service option. The U.S. Veteran's Administration estimates that 1.4 million individuals used the Post-9/11 GI Bill between 2009 and 2015. 1 Many service members find it difficult to align the skills and knowledge gained via military service to the civilian labor market, particularly if they separate while holding a relatively low rank, are classified as having a disability, come from a minority background, or served in service and support occupations in the military. 2 Half of Post-9/11 service members experience at least some period of unemployment upon separation from the military. 3 As the number of veterans is expected to increase over the next five years, 4 it is essential to consider how recently separated service members can enter college and succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. This review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential. Approximately 40 percent of student veterans attend community colleges. 5 These local, publicly funded, open-access institutions are a good deal financially for veterans. Although the Post-9/11 GI Bill places a cap on tuition coverage for private universities, it covers the cost of public universities and community colleges in full. 6 In addition, community colleges are at the vanguard of initiatives such as competency-based education that could help veterans complete a certificate or degree faster (in part by enabling them to receive academic credit for military training), which in turn could help them connect to the labor market more quickly.","In this article, a review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential."
"The Recent Occupation and Industry Employment Patterns of American Veterans","https://scispace.com/paper/the-recent-occupation-and-industry-employment-patterns-of-4qaa8w16kk","2017","Journal Article","Armed Forces & Society","David Schulker","10.1177/0095327X16659875","","Programs aiming to ease the transition from military to civilian life have increasingly focused on specific occupation areas where veteran skills might overlap with civilian job requirements. This research uses the American Community Survey to examine the occupations and industries that veterans tend to work in as well as how veteran incomes compare to similar nonveterans in each area. Results show that veterans tend to seek civilian occupations where military experience is likely to apply, as areas of veteran overrepresentation echo technical military functions. Furthermore, veterans generally tend to earn higher incomes than similar nonveterans in these areas of potential military–civilian overlap, but most income differences are relatively moderate. The results imply that programs encouraging transitioning military members to find a civilian occupation that is similar to their military experience may better assist those in military occupations with clear civilian applications.","Results show that veterans tend to seek civilian occupations where military experience is likely to apply, as areas of veteran overrepresentation echo technical military functions, and veterans generally tend to earn higher incomes than similar nonveterans in these areas of potential military–civilian overlap."
"The Relationship between Veterans’ Employment Program Component Use and Career Advancement Over Time","https://scispace.com/paper/the-relationship-between-veterans-employment-program-2x3d7o1x","2022","Journal Article","Journal of veterans studies","Nicole R. Morgan
Katie Davenport
Keith R. Aronson
Kimberly J. McCarthy
Julia A. Bleser
Daniel F. Perkins","10.21061/jvs.v8i1.281","","Over the last 5 years or so, as veterans transitioned, they generally fared well in the civilian workforce. There are numerous programs designed to help veterans write a resume, translate their military skills, and practice interviewing. The goal of many of these programs is to aid veterans to find employment. However, many of the program components that are effective for job attainment may also lead to greater job success after initial employment. Participating in employment programs may lead to leaving a job for a better opportunity or receiving a promotion. This study examined the use of employment program components related to content (i.e., what is taught) and process (i.e., how the content is taught). For example, content such as interviewing skills and processes such as mentor/coach may be helpful among this sample of transitioning veterans. This study used an adapted common components approach (Morgan et al., 2018) to examine the degree to which participation in employment program components resulted in opportunities for better employment or promotion over the first 6 to 15 months after veterans transition to civilian life. Employment content components (i.e., resume writing, translating military to civilian work, and career planning) were associated with both leaving a job for a better opportunity and promotion. Mentor/coach was often a significant process component associated with the above content components. These findings can assist program developers, local program implementers, policymakers, and funders to promote the continued use of content and process program components that may further advance veterans’ careers after transition. ","In this article , the authors examined the use of employment program components related to content (i.e., what is taught) and process (e.g., how the content is taught), and found that content such as interviewing skills and processes such as mentor/coach may be helpful among this sample of transitioning veterans."
"Managing The Re-Employment Of Military Veterans Through The Transition Assistance Program (TAP)","https://scispace.com/paper/managing-the-re-employment-of-military-veterans-through-the-4xqo071q1t","2013","Journal Article","Journal of Business & Economics Research","Judson C. Faurer
Apryl Rogers-Brodersen
Paul Bailie","10.19030/JBER.V12I1.8378","https://scispace.com/pdf/managing-the-re-employment-of-military-veterans-through-the-4xqo071q1t.pdf","With the drawdown of troops in Iraq and Afghanistan and a $1.05 trillion dollar cut in the Department of Defense budget over the next ten years, tens of thousands of veterans are flooding the job market at a time when millions of civilians cannot find employment. To fight this high number of unemployed veterans Congress passed the Veterans Employment Bill of President Obama’s Jobs Bill in November 2011. This paper discusses the government sponsored military veteran Transition Assistance Program’s (TAP) effectiveness in reducing the veteran unemployment rate and presents the results of a survey of 350 Army personnel’s perceptions of the utility of the services offered through the TAP.","In this article, the authors present the results of a survey of 350 Army personnel's perceptions of the utility of the services offered through the Transition Assistance Program (TAP) in reducing the veteran unemployment rate."
"UNIFORM TO BUSINESS SUIT: Helping the Military Professional Transition to Federal Employment","https://scispace.com/paper/uniform-to-business-suit-helping-the-military-professional-43sdopnzt0","2007","Journal Article","The Career Planning and Adult Development Journal","Donald P. Orlando","","","""The United States has an obligation to assist veterans in readjusting to civilian life. It is the policy of the United States to promote the maximum of employment and job advancement opportunities within the Federal Government for qualified covered veterans."" [1] For professionals in the careers industry, veterans have always been a special class of clients. Veterans who want to transition directly from active duty to serve in the Federal government are an important subset of that group. I wrote this article to introduce you to the first group in general and to help you support the second group specifically. I will start by offering tools you can use to work with transitioning military clients. Then I will describe the special considerations that apply when these men and women seek Federal employment. Limitations: I won't describe the details of how to apply for a Federal job. However, I will summarize the special preferences and restrictions that apply to veterans. Also, space won't permit me to explain the different procedures aimed at helping disabled veterans. Assumptions: Because of the population we serve, I assume you will only be working with skilled and experienced military professionals from any of the Uniformed Services, particularly top three NCOs and commissioned officers with skills and security clearances useful to the Federal government in responsible positions. Meet the military professional: Generalizations have limitations; however, what follows is an accurate description of a typical military transition client you may want to serve. Civilians move from job to job, company to company; military members do not. On a practical level, all their jobs are with the same company. On a cultural level, each assignment is part of their calling to serve. They take on very large responsibilities very early. Those who do well are happiest with responsibilities they know are vital to the mission. Over several years, the more senior military professionals will have worked in many different career fields. They have a strong sense of morality and work ethic. The majority look for solutions inside themselves first as they tackle new problems. They believe strongly in the immediate, real, solid facts they have gathered by experience. Their thinking tends to be objective and logical and they thrive in planned, orderly environments. Those familiar with the Myers-Briggs Type Indicator will recognize these clients as typical ISTJ. [2] Until January 2005, they were motivated to earn an advanced degree. [3] Stereotypes military clients may encounter: At the moment, the military is held in high esteem. However, because we have had an all volunteer force for nearly 35 years [4], fewer interviewers and career professionals have first hand knowledge of military life. They may hold the following stereotypic images-all false-about these clients. Stereotype one: ""Military clients are rigid. They only do things one way. Outside the military, we must be nimble, reacting to changing conditions fast."" The truth: military people are trained to make the right decision in nearly any situation. Sometimes, they have seconds to act. Other times, they have taken months to develop carefully supported plans. Stereotype two: ""Military people never have to think. They just gave or take orders."" The truth: I gave just one direct order in my 26-year career. That is more than almost any other senior officer I know. Today's soldiers, sailors, and airmen are too smart to accept what they hear without question. Stereotype three: ""Military people have unlimited funding and an unlimited work force. They don't understand profit and loss."" The part about profit is true. But military professionals are evaluated rigorously and regularly on their ability to control cost. In addition, the military buys services through a competitive process that often pits other services against private contractors. …","The United States has an obligation to assist veterans in readjusting to civilian life as mentioned in this paper, and it is the policy of the United States to promote the maximum of employment and job advancement opportunities within the Federal Government for qualified covered veterans."
"A Randomized Controlled Trial of an Employment Program for Veterans Transitioning from the Military: Two-Year Outcomes","https://scispace.com/paper/a-randomized-controlled-trial-of-an-employment-program-for-13gbvlfr","2022","Journal Article","","Gary R. Bond
Monirah Al-Abdulmunem
Daniel R. Ressler
Daniel Gade
Robert E. Drake","10.1007/s10488-022-01208-z","https://scispace.com/pdf/a-randomized-controlled-trial-of-an-employment-program-for-13gbvlfr.pdf","Abstract Background Military personnel face numerous challenges transitioning from military jobs to meaningful civilian employment. Many veterans seek help finding employment, but few veteran employment programs have been rigorously studied. Transitioning veterans generally have access to Local Community Resources (LCR), which include the Veterans Health Administration vocational rehabilitation services, the state-federal Vocational Rehabilitation program, and the Department of Labor’s American Job Centers. By contrast, the innovative National Career Coach Program (NCCP) offers intensive career coaching and financial incentives for working. Methods This study used a randomized controlled design to compare the NCCP and LCR approaches for 208 transitioning service members (recent or pending transition). Researchers conducted interviews by telephone every four months for two years. Outcomes included earnings, months worked, and standardized self-report measures of health and well-being. Findings At two-year follow-up, significantly more NCCP participants had worked in paid employment than LCR participants (95% vs. 83%). NCCP participants averaged $2568 in monthly earnings compared to $1865 for LCR participants, thus averaging $16,872 more total income per participant over the two-year period. Employment outcomes significantly improved between Year 1 and Year 2. NCCP participants also reported significantly greater improvements in both physical and mental health compared to LCR participants. Average monthly earnings correlated with changes in health outcomes. Conclusions Veterans receiving multi-faceted employment services early in the transition from the military showed sustained benefit over a two-year period with increased earnings over time and improved mental and physical outcomes. Positive employment outcomes may have contributed to improved health outcomes. ","In this article , the authors used a randomized controlled design to compare the NCCP and Local Community Resources (LCR) approaches for 208 transitioning service members (recent or pending transition)."
"CAREER and LIFE TRANSITIONS of VETERANS ENROLLED in COMMUNITY COLLEGES and PROGRAMS DEVELOPED to MEET THEIR NEEDS","https://scispace.com/paper/career-and-life-transitions-of-veterans-enrolled-in-1a2uoo4q08","2014","Journal Article","The Career Planning and Adult Development Journal","Robert Miles","","","Colleges and universities have devoted more resources to meet the needs of a growing population of student veterans and research has increased understanding of the new generation of veterans, but community colleges face distinct challenges that are not fully discussed and most research has focused on veterans in four-year institutions. This article surveys studies that compare the responses of two-year and four-year institutions to their student veterans and reviews recommendations to provide better services for veterans, focusing on suggestions related to career and life transitions of veterans at community colleges.IntroductionMore than one-third (36%) of 308,000 undergraduate, post-9/11 veterans in fall 2012 were enrolled in community colleges (Queen and Lewis, 2014). A percentage this high indicates that veterans are deliberately choosing to attend community colleges because the Post-9/11 GI Bill pays tuition up to the level of the highest tuition at a public university in the state. With sufficient support for returning veterans, community col- leges offer a valuable transition from military service to civilian life. The current literature, however, is weighted heavily toward researching the experience of veterans in four-year institutions and the responses of those institutions to this student population. This article will refer to differences between veterans at two-year public colleges and four- year institutions, and survey information on programming relevant to community colleges, with a specific interest in veterans' career and life transitions. It will provide some perspective on challenges confronted by community colleges during the five years since passage of the Post 9/11 GI Bill. Recommendations from the Life beyond War white paper (Whitley, Tshudi & Gieber, 2013) will be discussed as they apply to com- munity colleges.The transition of post-9/11 veterans to college campuses has received increasing attention in the past two or three years. In August 2013, President Obama outlined 8 Keys to Success for colleges to follow. The American Council on Education (ACE) added extensive information to its web-site (http://www.acenet.edu/higher-education/Pages/Military- Students-and-Veterans.aspx). Reports such as Invisible Wounds of War (Taniellian, T., et. al. 2008) have borne fruit with information on PTSD and TBI for veterans (and others) who have endured traumatic experi- ences, as well as materials to prepare college staff members for veterans returning to their campuses. A Washington Post/Kaiser poll (Washington Post, 2014), published while this article was being written, added to and updated the profile of Post 9/11 veterans.Individual colleges, including community colleges, have received some funding to develop resources. The Veterans Training Support Center at Edmonds Community College (WA), for example, has published, among other resources, Promising Best Practices: Veteran-Supportive Institu- tions of Higher Education (Lovitt, 2013), which lists 50 best practices to support returning veterans with the names of colleges in the Seattle area that have adopted them.Research into Veterans at Community CollegesResearch in the past five or six years has defined issues facing this new generation of veterans as they enroll in higher education. A Prudential Financial publication (2012) provides the best information available to date on veterans' career and employment challenges, which has clear im- plications for community colleges that need to understand this population of veterans. When asked about their greatest challenges to transitioning from military to civilian life, the greatest concern (69%) was finding a job (p. 4). Programs that prepare students quickly for employment ap- peal to many veterans.""Figuring out what's next"" (50%) was one of a cluster of challenges cited in the Prudential report. Of the 44% who indicated they were not ready for transition, 47% indicated they ""need time to figure out what to do with my life"" (p. …","The authors survey studies that compare the responses of two-year and four-year institutions to their student veterans and reviews recommendations to provide better services for veterans, focusing on suggestions related to career and life transitions of veterans at community colleges."
"The Role of Education Benefits in Supporting Veterans as They Transition to Civilian Life: Veterans' Issues in Focus","https://scispace.com/paper/the-role-of-education-benefits-in-supporting-veterans-as-19698r7v","2022","Book","","","10.7249/pea1363-4","","Every year, close to 200,000 active-duty service members leave the military and join the community of American veterans. A key part of their compensation and benefits is funding for post-service education. There is evidence that these benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes. ","This paper found that post-service education benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes."
