"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Going to War and Going to College: Did World War II and the G.I. Bill Increase Educational Attainment for Returning Veterans?","https://scispace.com/paper/going-to-war-and-going-to-college-did-world-war-ii-and-the-g-3nnuf9v1s8","2002","Journal Article","Journal of Labor Economics","John Bound
Sarah Turner","10.1086/342012","https://scispace.com/pdf/going-to-war-and-going-to-college-did-world-war-ii-and-the-g-3nnuf9v1s8.pdf","The flood of veterans enrolling in college at the end of World War II contributed to widespread rhetoric that the G.I. Bill brought about the “democratization” of American higher education. Whether military service, combined with educational benefits, led World War II veterans to increase their investments in college has received little research attention. Our estimation strategy focuses on between‐cohort differences in military service, and we use census data to compare the collegiate attainment of veterans and nonveterans. The net effect of military service and G.I. benefits was substantial gains in the collegiate attainment of World War II veterans.","This article found that the net effect of military service and G.I. benefits was substantial gains in the collegiate attainment of World War II veterans and non-veterans in the US."
"Student Veterans Transitioning to Higher Education and Policy Implications","https://scispace.com/paper/student-veterans-transitioning-to-higher-education-and-3qxajmwuuj","2014","Journal Article","","Christina Anamaria Alexander","10.15764/EPI.2014.04006","","This article traces policy developments related to the expansion of government investment in higher education benefits for military veterans, specifically, the GI Bill. Beginning in World War II, as a benefit for returning war veterans through to the recent expansions since the Gulf Wars, the GI bill has transformed higher education. Increasingly female veterans are using the benefits to enroll in institutions of higher education and are a significant subgroup. The article presents recommendations based on research to create support structures to improve academic outcomes for returning veterans, in particular, the female veterans.","Recommendations based on research to create support structures to improve academic outcomes for returning veterans, in particular, the female veterans are presented."
"Veterans Going to Graduate School: Evaluating the Impact of the Post-9/11 G.I. Bill on Graduate School Enrollment","https://scispace.com/paper/veterans-going-to-graduate-school-evaluating-the-impact-of-5d85myb8eedp","","","","Liang Zhang","10.3102/1437371","","In this study, I use data from the American Community Survey, Current Population Survey, and National Postsecondary Student Aid Study to examine the effect of the Post-9/11 GI Bill on veterans' graduate school enrollment.The analysis reveals three main findings.First, in aggregate, the total number of veterans with bachelor's degrees has increased substantially in recent years.Second, the Post-9/11 GI Bill has contributed to growth of veterans enrolled in graduate schools.On average, the increase is between 1.5 and 2 percentage points among veterans with bachelor's degrees.Finally, because a substantial proportion of veterans have attended graduate school without receiving veterans' benefits, the increase of 1.5-2 percentage points underestimates the effect of the Post-9/11 GI Bill on beneficiaries.","This study examines the impact of the Post-9/11 GI Bill on veterans' graduate school enrollment, finding a 1.5-2 percentage point increase in enrollment among veterans with bachelor's degrees, with the bill contributing to growth in graduate school attendance."
"Military and Veteran Student Achievement in Postsecondary Education: A Structural Equation Model Using the Community College Survey of Men (CCSM).","https://scispace.com/paper/military-and-veteran-student-achievement-in-postsecondary-1t28b68oav","2016","Journal Article","The Community College Enterprise","Thomas R. De La Garza
Marcus A. Manuel
J. Luke Wood
Frank Harris","","","Military and veteran students have existed in significant numbers in higher education since the end of World War II. The introduction of the Serviceman's Readjustment Act of 1944, more commonly known as the GI Bill, increased veteran enrollment in U.S. colleges to 49% by 1947 (Lang & Powers, 2011). Just as college campuses faced an influx of student veterans after the war, community college campuses are today experiencing a new wave of increases in military and veteran enrollment from returning Operation Enduring Freedom (OEF) and Operation Iraqi Freedom (OIF) veterans. Similar to veterans from previous eras, the current generation of veterans is seeking to utilize the new and improved Post-9/11 GI Bill to attain postsecondary degrees (Randall, 2012). In some college campuses surveyed, enrollment of military and veteran students have increased by up to 500% since 2009 with an estimated $36 billion in Post-9/11 GI Bill entitlement benefits as of 2013 (Lang, Harriett, & Cadet, 2013). Military service members and veterans often begin their journey into higher education at community colleges. While 43% of postsecondary student veterans are enrolled in community colleges (Radford, 2011), 84% of this student population begins postsecondary education enrolled in two-year institutions (Kim & Cole, 2013). Thus, community colleges serve as a critical component of the postsecondary pipeline for student veterans. Methods to ease transition and ensure academic success for military veterans will continue to engage community college faculty and administrators. A need for specialized services and programs targeting the military and student veteran population will continue based on current military operations (Ackerman, DiRamio, & Mitchell, 2009). Previous research indicates that student veterans often share the risk factors related to other adult learners such as frill-time employment, part-time enrollment, delayed entry, and dependents (Wheeler, 2012), in addition to psychological feelings of isolation, disconnectedness, and discomfort in academic settings (Persky & Oliver, 2010). Regardless of the challenges presented to veterans transitioning from a military to civilian lifestyle (and into postsecondary education), student veterans exhibit several positive traits that are conducive to achievement in academic programs. Military and veteran students are generally described as emotionally mature, mission-oriented (focused), and experienced leaders who set the example in both college and workplace settings (Lighthall, 2012). Additionally, student veterans are typically older and often rate their own leadership abilities above those of nonmilitary student peers (Lang & Powers, 2011). Presently, few quantitative studies exist on veteran success in postsecondary education, and existing qualitative research has also not accurately identified factors related to veteran achievement or pathways to success in postsecondary education (Olsen, Badger, & McCuddy, 2014). The Community College Survey of Men (CCSM) evaluates predictors of student success for underrepresented and underserved men in community colleges and was originally designed to assist in improving programming and service-delivery for male students (Wood and Harris, 2013). Recent validation efforts also confirmed the CCSM as an assessment tool for addressing the needs of veteran men in community colleges through developing and improving programs that facilitate transition and success in civilian college settings (De La Garza, Wood, & Harris, 2015). To further advance understanding of student veterans in postsecondary education, a structural equation model is introduced to test and explain achievement trajectories for this diverse group of students. Methods Structural equation modeling is a technique used to depict statistical procedures which include factor analysis, path analysis, and multiple regressions, to visually portray, test, and quantify relationships between variables, factors, and ultimate endogenous variables (Hox & Bechger, 1998; Kline, 2005; Lei & Wu, 2007). …","In this paper, a structural equation model is introduced to test and explain achievement trajectories for a diverse group of student veterans in post-secondary education, including military service members and veterans."
"Replication data for: The Effect of Veterans Benefits on Education and Earnings","https://scispace.com/paper/replication-data-for-the-effect-of-veterans-benefits-on-4nps2qp47b","2009","Dataset","","Joshua D. Angrist","10.7910/dvn/caqyme","","Veterans benefits that subsidize education and training constitute the largest federal program for student aid. Using data from the 1987 Survey of Veterans, the author presents estimates of the effect of veterans benefits on schooling completed since entering the military and on subsequent earnings. Veterans benefits are estimated to increase schooling by roughly 1.4 years, which implies annual earnings approximately 6% higher than would have been expected in the absence of the benefits. This premium appears to accrue primarily to the 77% of benefit users who attended college or graduate school. ","Veterans benefits increase schooling and earnings, with the majority of the benefit users attending college or graduate school."
"Service Members in School: Military Veterans' Experiences Using the Post-9/11 GI Bill and Pursuing Postsecondary Education","https://scispace.com/paper/service-members-in-school-military-veterans-experiences-3qy7bici6b","2010","","","Jennifer L. Steele
Nicholas Salcedo
James Coley","","https://scispace.com/pdf/service-members-in-school-military-veterans-experiences-3qy7bici6b.pdf",": When the Post-9/11 Veterans Educational Assistance Act--better known as the Post-9/11 GI (Government Issue) Bill--was signed into law on June 20, 2008, it represented the largest expansion of veterans' education benefits since passage of the original GI Bill in 1944. The new GI Bill took effect on August 1, 2009, thereby increasing the higher education benefits available to individuals who served on active duty in the U.S. armed forces after September 10, 2001. One year later, more than half a million current and former service members had applied for eligibility certification (Carter, 2010) and just over 300,000 had used the benefits to enroll in higher education (White House, 2010). Because a student's Post-9/11 GI Bill benefits depend on the state and location of the educational institution and are paid to both institutions and students, and because the U.S. Department of Veterans Affairs (VA) had only a little more than a year to upgrade its claims processing systems, early implementation posed several challenges, especially with regard to delayed and erroneous payments (Maze, 2010a; McBain, 2009; Philpott, 2009). Given these challenges, many of which had been anticipated (Wilson, 2009), the American Council on Education (ACE) asked the RAND Corporation to study students' experiences using the Post-9/11 GI Bill in its first year of availability. The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students and higher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans. The research was carried out between February and August of 2010 and therefore reflects participants' experiences during only the initial year of GI Bill implementation.","The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students andHigher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans."
"The Effect of Veterans Benefits on Veterans' Education and Earnings","https://scispace.com/paper/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii","1990","Report","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist","10.3386/W3492","https://scispace.com/pdf/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii.pdf","The majority of armed forces veterans make use of the subsidized training and educational benefits provided by the Department of Veterans Affairs. The effect of veterans benefits on educational attainment am civilian earnings is estimated here using the Census Bureau's 1987 Survey of Veterans. Two identification strategies are employed to control for unobserved characteristics that are correlated with educational attainment and benefit usage. First, a fixed effects strategy is implemented by exploiting information on educational attainment at the time of entry to service. Second, instrumental variables estimates are computed, where the excluded instruments are interactions between period of service am educational attainment at entry to service. The effect of veterans benefits on earnings is estimated by decomposing the return to education into a return to the grade completed at entry to service and a return to the post-entry grade increment. Veterans benefits are estimated to increase schooling by roughly 1.4 years and the grade increment is worth roughly 4.3 percent, so that veterans benefits raise annual earnings by approximately 6 percent. This premium appears to accrue primarily to the 77 percent of benefit users who attended college or graduate school.","In this article, the effect of veterans benefits on educational attainment am civilian earnings is estimated using the Census Bureau's 1987 Survey of Veterans using two identification strategies to control for unobserved characteristics that are correlated with educational attainment and benefit usage."
"The evolution of veteran educational attainment gaps over the life cycle","https://scispace.com/paper/the-evolution-of-veteran-educational-attainment-gaps-over-4ru9ngg6abez","2024","Journal Article","Journal of demographic economics","Jason Ward
Jeffrey B. Wenger
Teresa Kroeger","10.1017/dem.2024.5","","Abstract Individuals who serve in the military substitute work experience for post-secondary educational attainment after high school, leading to large educational attainment gaps between new veterans and observably similar nonveterans. Little is known about the evolution of these gaps by age and across cohorts. We investigate the life-cycle attainment of veterans relative to nonveterans using a synthetic panel data approach. Following five multiyear birth cohorts we find that, on average, veterans close a 20-percentage point gap in attainment of a bachelor's or greater over time and significantly outpace observably similar nonveterans in attainment of an associate's degree. Female and minority veterans exceeded the attainment of similar nonveterans over time, and more recent birth cohorts began with larger gaps but closed them at younger ages due to increasing levels of both enrollment and enrollment intensity. Our findings highlight the important role of military service in facilitating social mobility through educational attainment. ","Veterans close a 20-percentage point gap in bachelor's attainment over time, outpacing nonveterans in associate's degree attainment, with female and minority veterans exceeding nonveterans' attainment, and more recent cohorts closing gaps at younger ages due to increased enrollment and intensity."
"Veterans’ Post-Secondary Education: Keeping the Promise to Those Who Serve","https://scispace.com/paper/veterans-post-secondary-education-keeping-the-promise-to-6ss1nho6vm","2012","Journal Article","Hinckley Journal of Politics","Jonah Cunningham","","https://epubs.utah.edu/index.php/HJP/article/view/663/506","Current veterans returning home from Afghanistan and Iraq who plan on pursuing a college education are facing new and unique challenges rarely faced by their predecessors. Despite having at their disposal the most generous educational benefit programs, many are finding success difficult. A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences. The United States government must also provide veterans with a bridge to integrate into the job market.","A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences."
"Matching Military Skills to Civilian Jobs: Does Military Training Enhance Veteran's Civilian Wage Rates?","https://scispace.com/paper/matching-military-skills-to-civilian-jobs-does-military-4cvgt47gkc","1995","","","Karl R. Olsen","","",": This thesis statistically analyzes the transferability of military skills to civilian job markets and the relationship between acquired military training and civilian wages. It also assesses the extent to which military training is utilized by veterans currently employed in the civilian labor force and analyzes the process by which veterans assimilate into the civilian work force, including the role geographic migration plays in this process. The relationship between veteran status and post-service civilian wages is examined using linear regression methods. The models test the existence of either a veterans premium or penalty with respect to civilian earnings as a function of various military training, occupation, background, and other variables. Results show that veterans receive a significant wage premium over their civilian counterparts. Additionally, veterans who use their military training in their current civilian job receive higher wages than either non-veterans or veterans who do not use their military skills in civilian occupations.","In this paper, the authors analyzed the transferability of military skills to civilian job markets and the relationship between acquired military training and civilian wages and found that veterans receive a significant wage premium over their civilian counterparts."
"Transitioning America'S Veterans into Science, Technology, Engineering, and Mathematics (stem) Academic Programs","https://scispace.com/paper/transitioning-america-s-veterans-into-science-technology-xtftbc4jfryo","","","","Sarah A. Rajala
Robert A. Green
Rayford B. Vaughn","10.18260/1-2--18992","","The Post-9/11 GI-Bill1 presents opportunities to bring motivated, mature, dedicated, and disciplined students into academia, especially into STEM fields closely related to their military job experience. However, many of these students may have been away from the classroom for several years and may not be as prepared to enter college as they might have been prior to entering the military. These veterans have a high potential for success as students in STEM fields of study but may need some special assistance and mentoring in refreshing their academic skills. Through two CCLI grants from the National Science Foundation, the authors are executing a planning grant designed to assist and facilitate the transition of these veterans into STEM curricula at two-and four-year institutions. Demographic data is being collected to better understand exactly where these students would be transitioning out of military service and where they are likely to enroll in higher education. A consortium of geographically distributed industrial and academic partners was developed to forge the necessary articulation agreements with participating partners, conduct a needs assessment, develop head start curricula, and implement pilot projects from which we can gain lessons learned in this overall effort. This paper describes the authors' efforts to date in implementing these projects.","The Post-9/11 GI-Bill presents opportunities for veterans to transition into STEM fields, but they may require special assistance due to academic skills atrophy. A planning grant aims to facilitate their transition through demographic data collection, articulation agreements, and pilot projects."
"Closing the Gap or Widening the Divide: The Effects of the G.I. Bill and World War II on the Educational Outcomes of","https://scispace.com/paper/closing-the-gap-or-widening-the-divide-the-effects-of-the-g-2z74clih9m","2016","","","Sarah Turner
John Bound","","","The effects of the G.I. Bill on collegiate attainment may have differed for black and white Americans owing to differential returns to education and differences in opportunities at colleges and universities, with men in the South facing explicitly segregated colleges. The empirical evidence suggests that World War II and the availability of G.I. benefits had a substantial and positive impact on the educational attainment of white men and black men born outside the South. However, for those black veterans likely to be limited to the South in their educational choices, the G.I. Bill had little effect on collegiate outcomes. Recent empirical evidence points to a substantial positive effect of the G.I. Bill and World War II service on the educational attainment of white men.1 Left unanswered is the question of whether the G.I. Bill and World War II had a similar effect on black Americans. There are good reasons to believe that the program effects of the G.I. Bill may have differed for black Americans, who had fewer opportunities in the labor market and in higher education. In particular, black men in the South faced explicitly segregated colleges and much more limited opportunities within historically black institutions. The related question of whether black veterans from states with de jure segregation demonstrated educational gains similar to black veterans in other states is significant for both the overall evaluation of the G.I. Bill and the lessons we draw from it for contemporary policy. In general, portable grant aid programs such as the G.I. Bill are expected to have large effects on collegiate investments when the supply of education is relatively elastic. Yet, limited state investment in colleges and universities open to blacks may have restricted the extent to which black veterans in the South were able to make","The effects of the G.I. Bill on collegiate attainment may have differed for black and white Americans owing to differential returns to education and differences in opportunities at colleges and universities, with men in the South facing explicitly segregated colleges as mentioned in this paper."
"You Can’t Handle the Truth: the Effects of the Post-9/11 Gi Bill on Higher Education and Earnings","https://scispace.com/paper/you-cant-handle-the-truth-the-effects-of-the-post-9-11-gi-83k32co8hzoz","","","","Andrew Barr
Laura Kawano
Bruce Sacerdote
William Skimmyhorn
Michael Stevens","10.2139/ssrn.3889130","","The Post 9/11 GI Bill (PGIB) is among the largest and most generous college subsidies enacted thus far in the U.S. We examine the impact of the PGIB on veterans' college-going, degree completion, federal education tax benefit utilization, and long run earnings.Among veterans potentially induced to enroll, the introduction of the PGIB raised college enrollment by 0.17 years and B.A. completion by 1.2 percentage points (on a base of 9 percent).But, the PGIB reduced average annual earnings nine years after separation from the Army by $900 (on a base of $32,000).Years enrolled effects are larger and earnings effects more negative for veterans with lower AFQT scores and those who were less occupationally skilled.Under a variety of conservative assumptions, veterans are unlikely to recoup these reduced earnings during their working careers.All veterans who were already enrolled in college at the time of bill passage increase their months of schooling, but only for those in public institutions did this translate into increases in bachelor's degree attainment and longer-run earnings.For specific groups of students, large subsidies can modestly help degree completion but harm long run earnings due to lost labor market experience.",""
