"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"""Human Dignity is Inviolable"" - Even in Prison","https://scispace.com/paper/human-dignity-is-inviolable-even-in-prison-3rwx66dw","2023","Journal Article","","Joachim Kretschmer","10.59933/tauhfd.1324575","","„Alle Personen, denen die Freiheit entzogen ist, sind unter Achtung ihrer Menschenrechte zu behandeln“.1 So lautet Nr. 1 der Grundprinzipien der Europäischen Strafvollzugsgrundsätze des Europarates von 2020. 
Es ist eine rechtsstaatliche Selbstverständlichkeit in einem liberalen Verfassungs- und Rechtsstaat, dass die Menschenwürde und die Menschenrechte auch in den Justizvollzugsanstalten = Gefängnissen eines Staates gelten und von den staatlichen Stellen geachtet werden. Auch Strafgefangene und sonstige Personen in anderen Formen des Freiheitsentzugs sind Bürger und Bürgerinnen. Es bedurfte aber 1972 eines Urteils des Bundesverfassungsgerichts (=BVerfG) in Karlsruhe, damit sich diese rechtsstaatliche Selbstverständlichkeit in Gesetzgebung und in der Rechtspraxis durchsetzt.","In this article , a rechtsstaatliche Selbstverständlichkeit in einem liberalen Verfassungs-and Rechtsstaats is discussed."
"Dignity Unlocked? the Nelson Mandela Rules As a Key to the Transnational Legal Ordering of Imprisonment","https://scispace.com/paper/dignity-unlocked-the-nelson-mandela-rules-as-a-key-to-the-astung5oozc5","","","","Dirk van Zyl Smit","10.7420/ak2023.07","","This paper explains how the United Nations Standard Minimum Rules for the Treatment of Prisoners (UNSMR), known since their 2015 amendment as the Nelson Mandela Rules, have become an international instrument regulating imprisonment. This explanation deals with the emergence of the original UNSMR and the process that led to their amendment. It pays particular attention to the impact of ideas about how prisons should ideally function, developed in a series of handbooks published by the United Nations Office on Drugs and Crime, both before and after the adoption of the Nelson Mandela Rules. The paper concludes that the campaign to publicise the Nelson Mandela Rules has made them an important component of discussions about prison reform worldwide. Although they are regarded as a soft law instrument, this has not lessened their impact on prison laws and policies. There is limited empirical evidence, however, of their ability to alter prison conditions substantively.","This paper examines the emergence and impact of the Nelson Mandela Rules, a UN instrument regulating imprisonment, highlighting their adoption, campaign, and limited empirical evidence of their ability to alter prison conditions substantively worldwide."
"Examining the nelson mandela rules in balungao district jail","https://scispace.com/paper/examining-the-nelson-mandela-rules-in-balungao-district-jail-1q6t9toqam3e","2024","Journal Article","EPRA international journal of multidisciplinary research","Joshua Lomibao Manipud","10.36713/epra18018","","This study explores the practices employed by jail personnel at Balungao District Jail in upholding the rights enshrined in the Mandela Rules, with a focus on managing inmates' dignity and fulfilling their basic needs. Prison overcrowding is one of the key contributing factors to poor prison conditions around the world. It is also arguably the biggest single problem facing prison systems and its consequences can at worst be life-threatening at best prevent prisons from fulfilling their proper function. The study utilized a qualitative descriptive method, conducting semi-structured interviews with Jail officers at Balungao District Jail. The findings highlight the jail’s commitment to humane treatment, evidenced by the absence of solitary confinement and physical torture, and the consistent provision of food, healthcare, and other essentials. The study underscores the importance of maintaining manageable inmate populations to ensure effective rehabilitation and adherence to international human rights standards. This research offers insights into best practices in correctional management, emphasizing the balance between security and humane treatment, which contributes to a more stable and rehabilitative environment for inmates. KEYWORDS: Mandela Rules, Correctional Management, Human Rights in Jails, Inmate Rehabilitation, Overcrowding in Prisons ","This study examines the implementation of the Mandela Rules at Balungao District Jail, highlighting the jail's commitment to humane treatment and rehabilitation, despite prison overcrowding, and underscores the importance of manageable inmate populations for effective correctional management."
"Making the Mandela Rules: Evidence, Expertise, and Politics in the Development of Soft Law International Prison Standards","https://scispace.com/paper/making-the-mandela-rules-evidence-expertise-and-politics-in-sbe6wp9tvs","2018","Posted Content","Social Science Research Network","Jennifer Peirce","","","In 2015, the United Nations adopted the Revised Standard Minimum Rules for the Treatment of Prisoners, known as the Mandela Rules. These new soft law standards are a significant normative reference for national legislators, courts, correctional administrators, and advocates on a range of prison conditions issues. The Mandela Rules include restrictions on solitary confinement that are far more stringent than longstanding Canadian law and practice and have already begun to inform the resolution of contemporary constitutional litigation. 
Despite their use in constitutional litigation, there is little empirical work done on how international standards, such as the Mandela Rules, are generated—what evidence is relied upon, what compromises are made, and what pragmatic realities shape the final content. This article provides a window into the socio-legal aspects of developing soft law on a topic that is gaining prominence in international and domestic arenas. Drawing from both original interviews and official accounts, this article traces the formation of the UN Mandela Rules and examines how the preparatory and negotiation processes included an unusual degree of involvement of subject matter experts, with both advocates and correctional administrators working to generate evidence-based, pragmatic recommendations. The author argues that the process behind the Mandela Rules challenges assumptions about “correctional expertise” being opposed to restrictions on solitary confinement. Furthermore, this account of the making of the Mandela Rules suggests that these new international norms are not aspirational or foreign, as some have assumed. Rather, they are the product of thoughtful grappling with both normative and operational principles across varying prison settings. The author concludes that judges and policy-makers should consider the broader context of the development of international standards when determining how to rely on international norms as a source of evidence in the resolution of domestic legal issues.","In 2015, the United Nations adopted the Revised Standard Minimum Rules for the Treatment of Prisoners, known as the Mandela Rules as mentioned in this paper, which are a significant normative reference for national legislators, courts, correctional administrators, and advocates on a range of prison conditions issues."
"Making the Mandela Rules: Evidence, Expertise, and Politics in the Development of Soft Law International Prison Standards.","https://scispace.com/paper/making-the-mandela-rules-evidence-expertise-and-politics-in-312qs8hstz","2018","Journal Article","Queen's Law Journal","Jennifer Peirce","","","In 2015, the United Nations adopted the Revised Standard Minimum Rules for the Treatment of Prisoners, known as the Mandela Rules. These new soft law standards are a significant normative reference for national legislators, courts, correctional administrators, and advocates on a range of prison conditions issues. The Mandela Rules include restrictions on solitary confinement that are far more stringent than longstanding Canadian law and practice and have already begun to inform the resolution of contemporary constitutional litigation. 
Despite their use in constitutional litigation, there is little empirical work done on how international standards, such as the Mandela Rules, are generated—what evidence is relied upon, what compromises are made, and what pragmatic realities shape the final content. This article provides a window into the socio-legal aspects of developing soft law on a topic that is gaining prominence in international and domestic arenas. Drawing from both original interviews and official accounts, this article traces the formation of the UN Mandela Rules and examines how the preparatory and negotiation processes included an unusual degree of involvement of subject matter experts, with both advocates and correctional administrators working to generate evidence-based, pragmatic recommendations. The author argues that the process behind the Mandela Rules challenges assumptions about “correctional expertise” being opposed to restrictions on solitary confinement. Furthermore, this account of the making of the Mandela Rules suggests that these new international norms are not aspirational or foreign, as some have assumed. Rather, they are the product of thoughtful grappling with both normative and operational principles across varying prison settings. The author concludes that judges and policy-makers should consider the broader context of the development of international standards when determining how to rely on international norms as a source of evidence in the resolution of domestic legal issues.","In 2015, the United Nations adopted the Revised Standard Minimum Rules for the Treatment of Prisoners, known as the Mandela Rules as mentioned in this paper, which are a significant normative reference for national legislators, courts, correctional administrators, and advocates on a range of prison conditions issues."
"Prisoners' Rights and the Standard Minimum Rules for the Treatment of Offenders:","https://scispace.com/paper/prisoners-rights-and-the-standard-minimum-rules-for-the-3m75lu22c4","1978","Journal Article","International Journal of Offender Therapy and Comparative Criminology","Rubin Kraiem","10.1177/0306624X7802200208","","THE United Nations Standard Minimum Rules for the Treatment of Prisoners have evolved considerably since they were drafted in 1929 by the International Penal and Penitentiary Commission (IPPC). An analysis of the Rules now requires a re-examination of issues which are of basic concern to persons in both the correctional and legal fields. As adopted in 1934 by the Assembly of the League of Nations, the Standard Minimum Rules were originally intended &dquo;to define the minimum rights of persons deprived of liberty by decision of the judicial authorities.&dquo;’ This protective function was never seen, however, as separate from the advancement of certain basic correctional policies. Changes in the acknowledged theories of treatment and rehabilitation, therefore, had to be taken into account by the IPPC, so that a revision of the Rules was undertaken, in recognition of those changes, in 1949. Two years later, the new version, consisting of 94 articles, was submitted to the United Nations.","The United Nations Standard Minimum Rules for the Treatment of Prisoners have evolved considerably since they were drafted in 1929 by the International Penal and Penitentiary Commission (IPPC). An analysis of the Rules now requires a re-examination of issues which are of basic concern to persons in both the correctional and legal fields."
"The relevance of the United Nations Mandela Rules for Australian prisons","https://scispace.com/paper/the-relevance-of-the-united-nations-mandela-rules-for-53gyzkel60","2017","Journal Article","Alternative Law Journal","Anita Mackay","10.1177/1037969X17732706","","In 2015, the United Nations updated the Standard Minimum Rules for the Treatment of Prisoners and named them the Mandela Rules. The Standard Guidelines for Corrections in Australia were based on th...","In 2015, the United Nations updated the Standard Minimum Rules for the Treatment of Prisoners and named them the Mandela Rules as discussed by the authors, and the Standard Guidelines for Corrections in Australia were based on th..."
"Proposed Amendment of the United Nations Standard Minimum Rules for the Treatment of Prisoners.","https://scispace.com/paper/proposed-amendment-of-the-united-nations-standard-minimum-4bqg3ezsh4","1988","","","Lucien Morin
J. W. Cosman","","https://scispace.com/pdf/proposed-amendment-of-the-united-nations-standard-minimum-4bqg3ezsh4.pdf","The United Nations Standard Minimum Rules for the Treatment of Prisoners do not express the basic principle that would support a serious educational approach to prison administration. The crucial missing rationale is the concept of the inherent dignity of the individual human prisoner. This concept has certain basic educational implications, culminating in the concept of education directed to the development of the total human personality. Such a concept is quite foreign to contemporary approaches to prison administration. In actual practice, prison education is seen as a tool of incarcerational technology. Prison education, which normally includes both academic and vocational programs inside prison walls, is mostly of inferior quality. Most prison authorities attach little value to conventional educational programs, and the idea of rehabilitation is largely being abandoned. The role of the prison is often reduced to the protection of society. A case for prison education should be approached from the ideas of right and fraternal obligation to fellow men. The educational approach to prison administration possesses characteristics related to these topics: the prisoner as a person, the prison as educational, and the educational model and justice. The Rules should be amended to express recognition of the principle of the dignity of the human person. (YLB) ********************************************************************** * Reproductions supplied by EDRS are the best that can be made * * from the original document. * *********************************************************************** EDUCATION AND CRIMINAL JUSTICE: THE EDUCATIONAL APPROACH TO PRISON ADMINISTRATION The United Nations Standard Minimum Rules for the Treatment of Prisoners","The United Nations Standard Minimum Rules for the Treatment of Prisoners as discussed by the authors do not express the basic principle that would support a serious educational approach to prison administration, which is the concept of the inherent dignity of the individual human prisoner."
"L’application des règles minima pour le traitement des détenus au Canada","https://scispace.com/paper/l-application-des-regles-minima-pour-le-traitement-des-4py0id13ad","2006","Journal Article","Advances in Computers","Pierre Landreville","10.7202/017027AR","https://scispace.com/pdf/l-application-des-regles-minima-pour-le-traitement-des-4py0id13ad.pdf","ENFORCEMENT OF THE STANDARD MINIMUM RULES FOR THE TREATMENT OF PRISONERS IN CANADA Conditions inside prisons in Canada as elsewhere, have not been beyond reproach from the time detention was instituted as a type of punishment at the beginning of the nineteenth century. This is not surprising, for society took no further interest in a delinquent once he had been handed over to the penitentiary authorities. The Belgian penologist, Paul Cornil, pointed out the striking contrast that exists between the legal guarantees given an accused during his trial and the free hand given the penitentiary authorities when carrying out his punishment. But in 1955, at the First Congress of the United Nations for the Prevention of Crime and the Treatment of Delinquents, Standard Minimum Rules for the Treatment of Prisoners were adopted. In 1957, the Economic and Social Council approved these Standard Minimum Rules and asked the governments involved to approve their adoption and enforcement. A study of the legislation concerned with federal penitentiaries and Houses of Detention in the Province of Quebec, lead to the realization that the minimum rules for the treatment of prisoners are usually not protected by laws, regulations or by directives in these penal institutions. On the other hand, prison conditions are in fact consistent with the requirements of the rules. These conditions, however, are due to the good will of the authorities and cannot be controlled ; they are considered privileges rather than rights. As a result of these findings, we believe that the Standard Minimum Rules should be considered the Bill of Rights of all individuals deprived of liberty, convicted or not. To do this : 1) the guarantees provided by the Rules must be incorporated in Canadian law and in that of each province ; 2) a thorough knowledge of the Rules must be given to the services, authorities and other groups involved, including the inmates and the public ; 3) inmates must be given the means to have their rights respected by creating an organization that will control and enforce the Standard Minimum Rules ; 4) an evaluation must be made of the measures necessary for the enforcement of the Rules, the methods to be used and the results obtained. However, ideas on rights and privileges change quickly, especially in the field of corrections. Thus in 1972, the National Council on Crime and Delinquency published an Act to Provide for Minimum Standards for the Protection of Rights of Prisoners. This text is noteworthy because it rests on a principle which, in our opinion, should serve as a cornerstone for the re-evaluation of the rights of prisoners : « A prisoner retains all the rights of an ordinary citizen except those expressly or by necessary implication, taken from him by law. » Recognition of this kind would contribute towards alleviating the secondary effects of penal sentences, of imprisonment and public stigmatiza-tion. It would lead to a more humane, tolerant and responsible attitude towards those who are hardest hit by public censure.","In this article, a study of the legislation concerned with federal penitentiaries and houses of detention in the Province of Quebec, lead to the realization that the minimum rules for the treatment of prisoners are usually not protected by laws, regulations or directives in these penal institutions."
"Embedding Human Rights in Prison","https://scispace.com/paper/embedding-human-rights-in-prison-4ooohiay8h","2017","Book Chapter","","Anastasia Karamalidou","10.1057/978-1-137-58502-8_7","","Prisoners’ views on human rights point out the need to tap the proactive function of human rights, currently found in soft human rights law, as the way to embed human rights in prison life. Human rights recognition demonstrates the primacy of rehabilitation, resocialisation and reintegration as prison aims, which are enabled through effective human rights protection. Drawing on negative and positive rights, as well as negative and positive state interference in respect of their protection, prisoners credit the proactive function with an educative, a psychotherapeutic, a humanising, and an emancipatory potential.","In this paper, the authors point out the need to tap the proactive function of human rights, currently found in soft human rights law, as the way to embed human rights in prison life."
"The Third Prerequisite: Shift the Focus of Imprisonment to the Goal of Rehabilitation and Restoration","https://scispace.com/paper/the-third-prerequisite-shift-the-focus-of-imprisonment-to-qs9zu3kdy6","2020","Book Chapter","","Anita Mackay","10.22459/THRCAP.2020.06","https://scispace.com/pdf/the-third-prerequisite-shift-the-focus-of-imprisonment-to-qs9zu3kdy6.pdf","International human rights law requires the goal of the prison system to be ‘rehabilitation and social reformation’. The full wording of art 10(3) of the International Covenant on Civil and Political Rights (ICCPR) is, ‘[t]he penitentiary system shall comprise treatment of prisoners the essential aim of which shall be their reformation and social rehabilitation’ (emphasis added).1 This obligation poses three problems, all of which need to be addressed if Australia is to comply with this requirement.","This obligation poses three problems, all of which need to be addressed if Australia is to comply with this requirement."
"Not just another brick in the wall? Protecting prisoners' right to education","https://scispace.com/paper/not-just-another-brick-in-the-wall-protecting-prisoners-2r89sldj","2022","Journal Article","International Journal of Law Crime and Justice","Susan Easton","10.1016/j.ijlcj.2022.100530","","Prison education can play a crucial role in prisoners' rehabilitation yet despite prisoners possessing a right to education there are barriers to realising the right to education in practice. This article reviews the barriers to realising the right to education, discusses the legal framework underpinning the right and considers possible ways of enhancing access to education. It is argued that implementation of the right to education should be strengthened and further investment made in education, in view of its benefits to prisoners, prison regimes and to the wider society and to the legitimacy of prison regimes at a time of instability. ","In this article , it is argued that implementation of the right to education should be strengthened and further investment made in education, in view of its benefits to prisoners, prison regimes and to wider society and to the legitimacy of prison regimes at a time of instability."
"From Equivalence of Standards to Equivalence of Objectives: The Entitlement of Prisoners to Health Care Standards Higher than Those Outside Prisons","https://scispace.com/paper/from-equivalence-of-standards-to-equivalence-of-objectives-2kg9w8lk0z","2006","Posted Content","Social Science Research Network","Rick Lines","","","It is generally accepted that people in prison have a right to a standard of health care equivalent to that available outside of prisons. This ‘‘principle of equivalence’’ is one that enjoys broad consensus among international health and human rights instruments and organisations. However, given the extreme health problems evident in prisons worldwide, the legal obligations of the State to safeguard the lives and well-being of people it holds in custody and the implications of poor prison health on overall public health, this article suggests that – even if achieved - standards of prison health care only equivalent to that in the community would in some cases fall short of human rights obligations and public health needs. The article argues it is time to move beyond the concept of equivalent standards of health care, and instead promote standards that achieve equivalent objectives. In some circumstances, meeting this new standard will require that the scope and accessibility of prison health services are higher than that outside of prisons.","It is argued it is time to move beyond the concept of equivalent standards of health care, and instead promote standards that achieve equivalent objectives, and in some circumstances, meeting this new standard will require that the scope and accessibility of prison health services are higher than that outside of prisons."
"Human Rights of Prisoners","https://scispace.com/paper/human-rights-of-prisoners-ts8so0krjtxn","2025","Journal Article","","Kanisha Pathak","10.4018/979-8-3373-1792-2.ch008","","Prisoners' human rights are a significant topic in today's global talks. This is especially relevant when examining how they intersect with the Sustainable Development Goals (SDGs). Specifically, SDG 16 (Peace, Justice, and Strong Institutions) and SDG 3 (Good Health and Well-being). These two SDGs are crucial in ensuring that convicts are treated well and with dignity. This research explores how equitable justice systems can contribute to SDG 16 and SDG 3 progress. The United Nations Standard Minimum Rules for the Treatment of Prisoners, also known as the Nelson Mandela Rules, emphasize the need for humane treatment.This research paper examines how SDG 16 and SDG 3 are interconnected within the prison system. It emphasizes that developing the justice system is not only about ensuring fairness in legal proceedings. Additionally, the study calls for further reforms to address the drawbacks of global prison systems. It recommends research to examine the long-term effects of inclusive justice systems on prisoner rehabilitation and reintegration. ","This research explores the intersection of prisoners' human rights with Sustainable Development Goals 16 (Peace, Justice, and Strong Institutions) and 3 (Good Health and Well-being), emphasizing equitable justice systems and humane treatment in prisons."
