"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Unemployment, earnings and enrollment among post 9/11 veterans","https://scispace.com/paper/unemployment-earnings-and-enrollment-among-post-9-11-17a63hasg3","2012","Journal Article","Social Science Research Network","Meredith Kleykamp","10.2139/SSRN.2066172","","… outcomes characterizing different aspects of post 9/11 veterans’ economic reintegration to civilian life: unemployment, earnings … or all of the veteran earnings advantage compared to …","This paper examines three outcomes characterizing different aspects of post 9/11 veterans’ economic reintegration to civilian life: unemployment, earnings, and college enrollment, using Current Population Survey data from 2005 to 2011. Analyses include interactions of veteran status with sex, race/ethnicity, and educational attainment to evaluate whether diverse veterans experience diverse consequences of service. In brief, I find that the basic unemployment differences between veterans and non-veterans often reported in the media understate the effect of military service on unemployment for men, since veterans have other characteristics that are associated with higher employment rates. Female veterans appear to suffer a steeper employment penalty than male veterans, but black veterans appear to suffer less of a penalty than white veterans. But on two other measures, earnings and college enrollment, veterans appear to be doing better than their civilian peers. Veterans with a high school education or less outearn their civilian peers, but veterans with at least some college education appear to lose some or all of the veteran earnings advantage compared to veterans with a high school degree, suggesting the greatest wage returns to military service accrue among the least educated. Veterans with at least a high school education are more likely to be enrolled in college than their civilian peers. Treating veterans as a monolithic block obscures differences in the consequences of military service across diverse groups."
"The labor market earnings of veterans: is military experience more or less valuable than civilian experience?","https://scispace.com/paper/the-labor-market-earnings-of-veterans-is-military-experience-3hjpb38nr1","2021","Journal Article","Journal of Labor Research","Christos Makridis
Christos Makridis
Barry T. Hirsch","10.1007/S12122-021-09321-Y","https://www.econstor.eu/bitstream/10419/245687/1/dp14636.pdf","… the labor market experiences and earnings of military veterans, focusing on three major outcomes… The federal Title IV program limits, however, do not include veteran education benefits …","We assess the labor market experiences and earnings of military veterans, focusing on three major outcomes, among others, controlling for a wide array of demographic characteristics and industry and occupational fixed effects. First, we find that male and female veterans receive civilian earnings nearly equivalent to nonveteran men and women. This finding implies that military experience is valued in the labor market similarly to foregone civilian experience. Second, veterans are clustered in occupations with somewhat lower than average employment and real earnings growth, and in metropolitan areas with lower levels and growth of real GDP per capita. Third, veterans experience lower returns to formal educational investments (e.g., college) than do nonveterans. Veterans realize earnings gains from professional licenses, but their returns are lower than for nonveterans. These gains are concentrated among science, technology, engineering, and math (STEM) jobs, suggesting that veterans could help meet the growing demand for tech talent and artificial intelligence skills."
"Effects of Military Service on Earnings and Education, Revisited: Variation by Service Duration, Occupation, and Civilian Unemployment","https://scispace.com/paper/effects-of-military-service-on-earnings-and-education-27xvndiw52","2014","Book","","Paco Martorell
Trey Miller
Lindsay Daugherty
Mark Borgschulte","","https://apps.dtic.mil/sti/pdfs/ADA601938.pdf","… three years are eligible for tuition assistance, we used data … military service on educational outcomes, we focused on the 1991–1994 cohorts of military applicants for degree outcomes …","This report examines how military service affects earnings, especially how these effects differ by the number of years of service and military occupational specialties and how external factors and policies affect these impacts. The authors also examined how economic conditions in the civilian labor market when individuals exit active duty affect postservice earnings."
"From benefits to success: Veterans' educational outcomes in the Post-9/11 era","https://scispace.com/paper/from-benefits-to-success-veterans-educational-outcomes-in-36hzy2ljht","2020","Journal Article","Community College Journal of Research and Practice","Sammi Morrill
Patricia Somers","10.1080/10668926.2019.1629127","","… The student veteran’s level of Post-9/11 GI Bill eligibility and use of financial aid were proxies for the environmental variable of finances from the conceptual framework. It represents the “…","The Post-9/11 GI Bill provides unprecedented federal funding for veterans to attend post-secondary education and make the transition to the civilian workforce. However, there is little empirical re..."
"From school to work via military service: an improved transition.","https://scispace.com/paper/nIdaM8899JkJ","","","","MW Hess","","https://calhoun.nps.edu/bitstream/handle/10945/17599/fromschooltowork00hess.pdf?sequence=1","… A hypothesis to test human capital theory in this thesis was constructed, but it focused solely on young men who were either black or white veterans — and the results for black veterans …",""
"The Army College Fund and military manpower: A review of existing research","https://scispace.com/paper/the-army-college-fund-and-military-manpower-a-review-of-1by8z0c22n","1990","","","Edward J. Schmitz","","","… The GI Bill provided all veterans with tuition assistance and … to make military service a competitive source of employment. … analysis of military service and post military outcomes has …",": The Army College Fund is an important enlistment incentive for attracting highly capable individuals to the Army. This report surveys research concerning the Army College Fund and military manpower. Researchers found that (a) the ACF produced significant increases in the number of high-quality enlistments, although there is substantial variation in the specific amount of the increase; (b) no empirical research has been performed on retention effects of educational benefits; (c) limited research has been performed on rejected cost of the ACF program, and these projections also vary considerably. A sensitivity analysis of the cost effectiveness of ACF as an enlistment incentive was performed by taking high and low cost estimates of both enlistment incentive as enlistment bonuses, and very likely to be a much more efficient market expander. (Author) (emk)"
"Fighting for education: Financial aid and degree attainment","https://scispace.com/paper/fighting-for-education-financial-aid-and-degree-attainment-jccpd3zsoh","2019","Journal Article","Journal of Labor Economics","Andrew Barr","10.1086/700191","https://people.tamu.edu/~abarr/Fighting_Education_Aug_2017.pdf","… -9/11 GI Bill brought about the largest expansion in veteran … of examining veteran educational outcomes, particularly the … investments in human capital during the transition into the …","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio..."
"Student veteran career pathways: A proposed framework for higher education","https://scispace.com/paper/student-veteran-career-pathways-a-proposed-framework-for-clo9au8nk5","2019","Journal Article","New Horizons in Adult Education and Human Resource Development","Michael J. Kirchner
Susan M. Yelich Biniecki","10.1002/NHA3.20248","https://scispace.compdf/student-veteran-career-pathways-a-proposed-framework-for-jraunbg0io.pdf","… returned without employment opportunities, the GI Bill afforded … full–time employment (2011). In fact, those who did use their … of a student veteran's transition from the military—is moving …",""
"Voluntary education of enlisted service members: An analysis of program effects on retention and other outcome measures","https://scispace.com/paper/voluntary-education-of-enlisted-service-members-an-analysis-2cmgcn82gv","2007","","","Douglas L. Barnard
Elizabeth F. Zardeskas","","https://apps.dtic.mil/sti/tr/pdf/ADA473692.pdf","… in TA on reenlistment and promotion outcomes for enlisted personnel. The statistical … investment in human capital and reenlistment (ie, retention) found in two previous military and one …",": This thesis analyzes the Navy's Tuition Assistance (TA) program. The thesis focuses on the effect of participation in TA on reenlistment and promotion outcomes for enlisted personnel. The statistical analysis is performed using data from: (1) Defense Manpower Data Center enlisted personnel files for cohorts Fiscal Years (FY) 1991-2001; (2) Military Entrance Processing Command accession information on those same cohorts; (3) and TA usage data from FY95-FY01 from the Navy Center for Personal and Professional Development. The analysis finds that sailors who use TA have a higher probability of reenlistment and promotion than those who do not. The successful completion of at least one college course results in even higher probabilities of reenlistment and promotion. These findings confirm the positive relationship between investment in human capital and reenlistment (i.e., retention) found in two previous military and one civilian study. The thesis recommends that future research on this topic include data sufficient to adjust for potential selection bias in the statistical estimates."
"Military service and the civilian labor force: Time-and income-based evidence","https://scispace.com/paper/vu5p5h0XUUQJ","","","","C Brown
PW Routon","","","… is serving in the active armed forces at the time of the survey. This allowed us to construct annual histories of military service and labor market outcomes. We additionally made use of …",""
