"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Reflections on human-capital, upper education and software industry","https://scispace.com/paper/reflections-on-human-capital-upper-education-and-software-1g0n3ltp6x","2009","","","Paolino Fierro
Adriana Echeverría
Gustavo López
Ismael Jeder
María Delia Grossi
Arturo Carlos Servetto","","https://scispace.com/pdf/reflections-on-human-capital-upper-education-and-software-1g0n3ltp6x.pdf","In this paper, the human-capital is presented in relationship with the educational system and, also, with the labour market and the software enterprises needs. The problem is analyzed in several other countries so that to can compare it with our particular local situation. It is discussed an approach focusing on measuring the human-capital. Suggestions are proposed to sustain and improve the human-capital in the software industry cluster. Finally, the conclusions are presented, in particular, those that highlight the necessity of a transversal strategic plan in order to improve the human-capital in the high-school, tertiary and university level as well as in the software industry area, in Argentina. 1. WHAT DO WE UNDERSTAND BY HUMAN-CAPITAL? There are several definitions about human-capital. The one we choose in this paper is: Intangible capital‘s expression that include population‘s knowledge and population’s intellectual abilities, especially of the worker population, which have been acquired by educative and qualification’s processes, which make possible the supply of capacities and services for a company or institution. The human-capital has an important role in the economic growth process and individuals possibilities in the labour market are joined with the educative level they have reached [1]. In the human-capital theory [2], schooling is seen as an investment decision. One assume that individuals continue in the educative circuit until the point in which the present value of the expected benefits of the additional schooling are equal to it’s direct or indirect costs (for example, tuitions, future incomes). One assume that education increases people’s productivity and that workers with better education are, then, those who can get higher salaries, under the hypothesis that the work market is perfect and that the work is paid to it’s marginal value. The celerity in the creation, dissemination and access to the knowledge has caused the sensible shorten of intervals between knowledge generation and the practical applications of such intellectual creations, which hit sensible in individuals life. Another evident phenomenon is the fast growth and development of computer science technology, which aids in an essential way to the verification of the phenomenon previously enunciated. Finally, the diminution in the communications costs brings a change at the economic activity disposition. In particular, intangible products such as education, investigation and software can surpass certain tangible products. That’s why the promotion and investment in innovation as well as in higher education become very important resources for the economic growth of a country. In particular, in the software industry of our country, high levels education developments, with a theoretical and practical preparation to the higher level students, as well as to the active professionals or to those that could be reincorporated to the labour market, become a key need.","TIR, which is the discount rate that equates the marginal benefit with marginal cost. POSSIBLE METHOD FOR QUANTITATIVE ANALYSIS TO MEASURE THE HUMAN-CAPITAL: Marginal benefit derived from education can be classified into three: POSSIBLE METHOD FOR QUANTITATIVE ANALYSIS TO MEASURE THE HUMAN-CAPITAL:
 The extra pay is defined as the net increase in salary as a result of an additional year of schooling and continuing to maintain a constant probability of employment, Increased ability to obtain employment, which is due to the increased likelihood of employment associated with an extra year of schooling, keeping wages constant, Retirement bonus, ie the present value of retirement benefits due to higher salaries for a larger life of the agent and the probability of obtaining employment because of the extra year of schooling. The marginal education cost is given by two components: POSSIBLE METHOD FOR QUANTITATIVE ANALYSIS TO MEASURE THE HUMAN-CAPITAL:
 The opportunity cost of schooling, ie, future earnings and experience in the labour market due to the greater number of years of schooling and The direct cost of schooling, mainly tuition and other costs incurred during the enrollment agent. Other assumptions that De la Fuente and Jimeno  in their approach and to consider whether to apply to our case, are: POSSIBLE METHOD FOR QUANTITATIVE ANALYSIS TO MEASURE THE HUMAN-CAPITAL:
 The extra salary or prize is a growing and invariant over time, successful in school, The extra salary or prize as a result of the experience gained is constant over levels of schooling. It is supposed to be a function of potential experience over the years and reported employment growth rate constant in time, probability of employment is an increasing function and invariant over time, in school, The time of life, is present in the labor market is the same throughout all levels of schooling. In this paper we consider that it would be more interesting to generate local data o regional data (i.e. MERCOSUR), besides going to data sets that can offer international organizations such as OECD, World Bank, OMC and other institutions or forums. Oliveira Martins et al.  show that implementing political that increase education returns isn't the only measure to consider. Also it will be necessary to consider the financing restrictions that must face students and that have an important role in the national level determination in human-capital investment. In particular, we added, the education system will have to give clear signals of good returns in education so as education investment can be performed. We also think that the government must take care of the minimum needs of families with their members available for education or training, so that these tasks can be performed with dignity."
"The Effect of Labor Market Shocks Across the Life Cycle","https://scispace.com/paper/the-effect-of-labor-market-shocks-across-the-life-cycle-1vx619ji","2022","Journal Article","","Kjell G. Salvanes","10.2139/ssrn.4247488","https://scispace.com/pdf/the-effect-of-labor-market-shocks-across-the-life-cycle-1vx619ji.pdf","","smaller, and the effect on postgraduate enrollment is not significantly different from zero. These results suggest that most of the human capital effect is driven by relatively well-educated individuals going back to school rather than by low-educated individuals going back to complete secondary school. Human Capital Investment:
 The decision to return to school in response to an involuntary displacement event likely depends on the expected costs and benefits of such human capital investments, as well as on any financial constraints that the individuals face. To better understand which individuals are induced to invest in human capital in response to a job displacement event, we perform two auxiliary analyses. In the first supplemental analysis, we consider heterogeneous effects across the ability distribution of individuals. The hypothesis underlying this exercise is that higher ability individuals have a lower cost of returning to school and learning, and may find it easier to get accepted into university programs. Thus, the cost of human capital investment may be lower for these individuals. To measure ability, we exploit individual performance on mandatory military conscription tests at age 18. Note that conscription did not become mandatory for women until 2014, and we therefore conduct this analysis exclusively for men. In the second supplemental analysis, we consider heterogeneous treatment effects across the wealth distribution. The hypothesis underlying this analysis is that financially constrained individuals may struggle to return to education in response to a job loss, while financially wealthy individuals may find it easier. We examine this hypothesis in two ways: (1) we link our data to the Norwegian wealth register and examine effects among individuals above and below the median wealth in the relevant age cohort, and (2) we link individuals to their parents and examine effects among individuals whose parents earned above or below median labor earnings when the individuals were 18. We focus on individuals who were subject to involuntary displacements between age 20 and 35 as these are the individuals for whom we find overall enrollment effects. Human Capital Investment:
 Table  shows results from these auxiliary analyses. The results demonstrate that the human capital investment effects are three-times as large among the high ability individuals compared to the low ability individuals. Further, among the youngest individuals in the sample, relatively wealthier individuals, and individuals who grew up with high-income parents, are more likely to return to school compared to individuals of lower socioeconomic status. In terms of contextualizing these findings, it is worth noting that the cost of education in Norway is low from a global perspective (no tuition fees), and that the wealth heterogeneity most likely would be considerably larger in countries such as the US."
"The Effect of Labor Market Shocks Across the Life Cycle","https://scispace.com/paper/the-effect-of-labor-market-shocks-across-the-life-cycle-29jgunbe","2022","Journal Article","Journal of Labor Economics","","10.1086/722086","https://scispace.com/pdf/the-effect-of-labor-market-shocks-across-the-life-cycle-29jgunbe.pdf","","smaller, and the effect on postgraduate enrollment is not significantly different from zero. These results suggest that most of the human capital effect is driven by relatively well-educated individuals going back to school rather than by low-educated individuals going back to complete secondary school. Human Capital Investment:
 The decision to return to school in response to an involuntary displacement event likely depends on the expected costs and benefits of such human capital investments, as well as on any financial constraints that the individuals face. To better understand which individuals are induced to invest in human capital in response to a job displacement event, we perform two auxiliary analyses. In the first supplemental analysis, we consider heterogeneous effects across the ability distribution of individuals. The hypothesis underlying this exercise is that higher ability individuals have a lower cost of returning to school and learning, and may find it easier to get accepted into university programs. Thus, the cost of human capital investment may be lower for these individuals. To measure ability, we exploit individual performance on mandatory military conscription tests at age 18. Note that conscription did not become mandatory for women until 2014, and we therefore conduct this analysis exclusively for men. In the second supplemental analysis, we consider heterogeneous treatment effects across the wealth distribution. The hypothesis underlying this analysis is that financially constrained individuals may struggle to return to education in response to a job loss, while financially wealthy individuals may find it easier. We examine this hypothesis in two ways: (1) we link our data to the Norwegian wealth register and examine effects among individuals above and below the median wealth in the relevant age cohort, and (2) we link individuals to their parents and examine effects among individuals whose parents earned above or below median labor earnings when the individuals were 18. We focus on individuals who were subject to involuntary displacements between age 20 and 35 as these are the individuals for whom we find overall enrollment effects. Human Capital Investment:
 Table  shows results from these auxiliary analyses. The results demonstrate that the human capital investment effects are three-times as large among the high ability individuals compared to the low ability individuals. Further, among the youngest individuals in the sample, relatively wealthier individuals, and individuals who grew up with high-income parents, are more likely to return to school compared to individuals of lower socioeconomic status. In terms of contextualizing these findings, it is worth noting that the cost of education in Norway is low from a global perspective (no tuition fees), and that the wealth heterogeneity most likely would be considerably larger in countries such as the US."
"The Urgency of Education in Economic Development and Human Resources: A Theoretical Perspective","https://scispace.com/paper/the-urgency-of-education-in-economic-development-and-human-1qxkicnq","2022","Journal Article","Tadbir","Ni Luh Putu Eka Sudarwati
Sidrotun Naim","10.29240/jsmp.v6i2.4667","https://scispace.com/pdf/the-urgency-of-education-in-economic-development-and-human-1qxkicnq.pdf","Problems that hinder economic development and human resources in many cases, one of which is caused by the low quality and level of human education. While there is a doctrine that education does not increase human productivity. Therefore, this study wants to show the urgency of education on economic development and human resources from a theoretical perspective. Education must be seen as a long-term investment and a key prerequisite for growth and development in various sectors, especially the development of the economic and human sectors. A qualitative method with a descriptive approach was used to analyze the data. Research data is obtained from library materials by seriously studying various relevant literature such as books, scientific articles, and other supporting documents, which are considered to be important contributions to the research topic. Research finds that the quality of education affects economic development and human resources. Education has an important contribution to economic growth because of the availability of human resources produced by education itself. In conclusion, education is the key to economic development and human resources. This study suggests that in order to maximize the effect of education on economic development and human resources, it is necessary to consider certain rules that are important to follow, especially education must be directed to be able to answer the challenges of an increasingly complex era and be a solution to the problems faced by humans","to the health sector, meaning that higher education will not be achieved without a strong and healthy body. On the other hand, higher education can affect the level of awareness and human health. If this can be managed properly, then human productivity will increase . Education and Human Resource Development:
 Second, education as human investment. Human investment in the field of human resources is the sacrifice of something that can be measured by the value of money in the hope of giving good results in the future. The result obtained in the future is a higher level of income to be able to achieve a higher level of consumption as well. This investment is related to human capital . That is, through investment, human capital is increased. This is reasonable to get because basically, humans are people who have high quality both physically, conscientiously, and intellectually, so that in general they can have social, economic, cultural, political, and so on values. Simply put, quality humans are formed by personal qualities that come from innate talent and through the process of education, training, courses, and so on . Human abilities can be comprehensively categorized into several categories called multi-intelligence , namely: verbal-linguistic intelligence; mathematical-logical intelligence , spatial intelligence ; physical-kinesthetic intelligence ; musical intelligence ; interpersonal intelligence (Van Dyne, Ang, & Tan, 2017); and intrapersonal intelligence . Education and Human Resource Development:
 The purpose of human investment is to increase the above multiintelligence, the results of which are largely determined by personal qualities, both innate qualities, and human efforts. Human investment requires measurements to show investment efficiency, one of which is the IRR (Internal Rate of Return) method to measure direct and indirect costs of investment. The implementation of IRR can be explained, namely: first, as a benchmark for making decisions about whether someone will continue their education or not. Second, the IRR calculation can explain the work situation, for example, related to the unemployment rate among educated workers. Third, IRR can be used to predict the additional need for personnel from each type and level of education in the future. Fourth, IRR calculations can be used in the preparation of education policies and workforce planning. Fifth, the calculation of IRR in the social sector to determine whether certain educational programs are effective or not Investment means investment or money. Capital or money invested aims to gain profit, either in the form of money or capital or in the form of goods or services. The term investment represents the current allocation of resources. Thus, investment in education has a long period of time to know the results and the results are not in the form of profits, but benefits for individuals who receive education and for the state."
"Adult Education and Training in Canada: Key Knowledge Gaps. [Research Paper Series].","https://scispace.com/paper/adult-education-and-training-in-canada-key-knowledge-gaps-4mcqpv30w9","2000","","","Joni Baran
Gilles Berube
Richard Roy
Wendy Salmon","","https://scispace.com/pdf/adult-education-and-training-in-canada-key-knowledge-gaps-4mcqpv30w9.pdf","","that ""raising the skill level and earnings of uneducated and unskilled workers is extremely costly"" ], leaving the authors to conclude that, among the least-skilled, employment subsidies, rather than training, are the most efficient means of raising earnings. As shown in:
 Our discussion of training outcomes has so far focused only on private market measures such as increases in earnings for individuals and enhanced productivity for firms. But what about the broader societal benefits of adult learning? Not all benefits of investment in human capital can be measured in terms of direct economic impact. Education, for example, is positively correlated with health status, lower crime levels, and a cleaner environment. Positive outcomes have also been noted in terms of income distribution and equity, and in intergenerational transfers of social and economic values , ]. Social returns to investment in human capital are difficult to measure. In part, this reflects difficulties associated with valuing outcomes such as the private intergenerational benefits of parental education or the non-monetary benefits associated with reduced crime. Measuring social returns to investment in human capital is also problematic because collective benefits can be difficult to conceptualize and quantify in any meaningful sense. While there are some estimates of social rates of return for initial education (which take into account only a subset of potential social benefits), we are not aware of any specific measures of social returns to adult human capital investment. Knowledge Gaps:
 The previous section has summarized available evidence on rates of return to AET. From the discussion, it seems clear that trainee wages and firm productivity are positively related to participation in training.4 That said, limitations in our ability to disentangle the productivity and wage increases directly associated with training (as distinct from those associated with a host of other measurable and unmeasurable variables) make it difficult to quantify the precise magnitude of private returns to adult training investments. Knowledge Gaps:
 Difficult though it may be, it is important to develop a better understanding of the impact that adult learning has on firm productivity and trainee wages. In particular, are estimates of trainingrelated wage increases generalizable to the entire population? And do they provide a good 4 There is little information available on the return to training intensity (as opposed to incidence). Though limited, available evidence suggests sharply diminishing returns to hours of learning ]. Applied Research Branch 13:
 indication of the expected returns on which firms or individuals base their training decisions? Applied Research Branch 13:
 Understanding the outcomes of adult learning is critical to an assessment of overall training adequacy. Applied Research Branch 13:
 There is also a need for information on training returns as they accrue to specific population subsets. This information is necessary to understand the degree to which the current uneven  Some analysts argue that liquidity constraints difficulties associated with financing the learning event may prevent individuals from investing on their own in further skill development. Applied Research Branch 13:
 Though potential adult learners often cite lack of money as a reason for their non-participation, there is evidence that short-term liquidity constraints have actually been over-emphasized as a deterrent to individual investment in human capital ]; that longrun factors such as ability to learn and learning preferences are more important to the over-all learning decision. The poaching argument relates to the fact that firms cannot secure the returns on an investment in transferable training as their trained employees may be hired away. As a result, employers may invest in a sub-optimal level of training."
"The Value of Human Capital Wealth","https://scispace.com/paper/the-value-of-human-capital-wealth-4r7rn9b8fi","2011","Posted Content","Research Papers in Economics","Julian di Giovanni
Akito Matsumoto","","https://scispace.com/pdf/the-value-of-human-capital-wealth-4r7rn9b8fi.pdf","The value of human capital wealth and its return process are important to quantify in order to study consumption behavior and portfolio allocation. This paper introduces a new approach to measure the value of an economy’s total human capital wealth. By assuming that the consumption to wealth ratio is constant, we exploit aggregate consumption data to recover total wealth, and then use household non-human capital wealth data to recover the value of human capital wealth as a residual. Using U.S. data over the period 1952{2007, we nd that human capital is approximately three-quarters of total wealth in the aggregate economy, and that this ratio is remarkably stable over time. Applying our methodology to a group of OECD countries yields similar results. We estimate the cointegrating relationship between our estimated measure of human wealth and labor compensation (income) to show that our consumption-based approach estimate of human capital is linked to one based on a labor-income approach. We next calculate the returns to human capital and nd them to be as high as equity returns on average but much less volatile; positively correlated with returns on real estate and consumption growth, but negatively correlated to equity returns. Finally, we show that both human capital and equity returns are predictable by human capital’s dividend to price ratio.","(like the equity of a firm, where shareholders leave the firm's investment decision to the managers). Therefore, the estimated human capital returns cannot be compared to returns to education. 23 We also calculate the total returns on the non-human capital assets: Construction of Returns on Human Capital and Other Assets:
 where S t is savings and Y K t is after tax non-human capital income of households. K t+1 − S t is the value of non-human capital at the beginning of t + 1, which is carried over from time t and captures the capital gain at time t. 24 Again, in order to be consistent with national account data, we take households' investment in non-human capital, S t , into account. 20 We did not have the necessary data to make adjustments to the OECD data. 21 Similar to  we create ""after-tax income"" as labor compensation plus current transfer -contributions for government social insurance -TAX, where TAX = Personal current taxes (W055RC1) × [labor compensation/(labor compensation+ Proprietors' income (A041RC1) + Rental income (A048RC1) + Personal income receipts on assets (W210RC1))]. Construction of Returns on Human Capital and Other Assets:
 22 Adjusting human capital investment, by subtracting education spending from consumption, for example, would reduce total returns to human capital. Construction of Returns on Human Capital and Other Assets:
 23 There are some papers that consider human capital investment and financial asset in an integrated manner. For example,  considers the risk and return of human capital investment together with financial asset returns. See also  for a survey of papers that study the returns to human capital investment (e.g., education). Construction of Returns on Human Capital and Other Assets:
 24 For calculation purposes, we use Ct − Yt in the place of Construction of Returns on Human Capital and Other Assets:
 Finally, we calculate the total return on total wealth: Construction of Returns on Human Capital and Other Assets:
 We also calculate returns for categories of non-human capital assets. These returns are based on indices of total returns or asset price increases; therefore, the tight link with returns calculated from the national accounts is broken for these series. We use CRSP (AMEX+NYSE) for domestic equities, MSCI-EAFE dollar total return index for foreign equity, and the Barclays (Lehman) treasury long-bond index for the long-term bond. Construction of Returns on Human Capital and Other Assets:
 We calculate returns on real estate based on the Office of Federal Housing of Enterprise Oversight housing price index (classic). Housing price returns are understated compared to other assets. Due to data limitations, we cannot estimate the total return, which would require a reliable series of imputed rents to calculate the dividend component of housing. Results:
 This section presents estimates of the human capital wealth series. We present several novel results, first for the level, and then for the returns of human capital wealth, as well as showing that our estimates match up with the previous literature along a few important dimensions."
"The challenge of sustainability in a global system: documentation of a transdisciplinary, multi-country, dynamic simulation model","https://scispace.com/paper/the-challenge-of-sustainability-in-a-global-system-4dwa5n1r0i","2003","Report","Research Papers in Economics","Brantley Liddle","10.4054/MPIDR-WP-2003-005","https://scispace.com/pdf/the-challenge-of-sustainability-in-a-global-system-4dwa5n1r0i.pdf","Sustainability models should consider aspects of the economy-environment-population nexus, be dynamic, and acknowledge the disparity among actors/countries. Lastly, sustainability models should not be programmed either to reject sustainability (e.g., an essential, nonrenewable input) or to affirm it (e.g., costless, endogenous technical change). We develop a simulation model to assess sustainable development on three levels: economic (by determining production, consumption, investment, direct foreign investment, technology transfer, and international trade), social (by calculating population change, migration flows, and welfare), and environmental (by calculating the difference between environmental pollution and upgrading expenditures). The model follows “representative” countries that differ in their initial endowments (i.e., natural resource endowment, physical and human capital, technology, and population), and thus in their development levels and prospects. In addition, we model free substitution in production, flexible economic structures, the ability to upgrade input factors via investment, and optimizing agents who possess a high degree of mobility and information, and who interact through and in response to market equlibiria.","education for the work force. The new H for a country is the weighted average of the H of the graduating class, G, and the current H of the work force, L: Human capital: where N refers to the size of the populations. Human capital:
 The H of the graduating class is based on the average per student spending for the class over their 12 periods in school. The per student spending for any one period is the sum of the normal level of education spending (a constant fraction of GDP based on development level) and any additional investment of human capital divided by the total student population. The per student spending levels have to be converted to human capital multipliers by a scaling operation. Human capital:
 The scaling factors are based on the initial levels of human capital (a model input) and per student spending (a model output). This relationship is assumed to be linear except at the end Human capital:
 For example, for the interior points, the scaling procedure essentially plots a straight line from two different adjacent, initial levels of human capital and their corresponding initial per student spending from which future conversions of spending to H are drawn. At the endpoints (the lowest level of H and twice the highest H), per student spending has a square root relationship with H. Thus, H will fall slowly for the poorest country if per student spending drops from its initial level, and at the high end human capital exhibits declining returns to per student spending (i.e., spending $30,000 per student does not produce twice as capable a student as $15,000). Human capital:
 A graduating class's H has a greater impact on the country's H as a whole when the graduating class is large relative to the work force. Also, a one period increase in per student spending likely will have a marginal effect on the graduating class' H since it will be averaged together with the per student spending for the previous 11 periods. Return on investment:
 The rate of return on human capital investment is based on the difference in the country's human capital with and without investment. Like technology, human capital is essentially a multiple on the production function; however, it will have a different strength for the different sectors since the labor exponent is different. The net benefits to investment are equal to the difference between the sum of value products of production for each sector with investment and without investment. As before, all other aspects of the model are assumed to be constant; thus, given human capital investment I, the net benefits are: Return on investment:
 where H I , is the new human capital after the investment, H 0 , is the human capital with no investment, and H is the previous level of human capital. Return on investment:
 These benefits are assumed constant and last for the lifetime of the average worker (calculated from the country's age specific death rates). In addition, a new flow of benefits is added for the following 11 periods as each of the other current classes graduates into the work force. Thus, the discount factor f, is: Return on investment:
 where L e , is the worker life expectancy. Return on investment:
 The return on human capital is the net benefits multiplied by the discount factor divided by the amount of investment minus one. The rate of return for human capital investment will be higher:"
"Human Capital, Schooling and Health Returns","https://scispace.com/paper/human-capital-schooling-and-health-returns-203w93ggfe","2003","Posted Content","Research Papers in Economics","T. Paul Schultz","","https://scispace.com/pdf/human-capital-schooling-and-health-returns-203w93ggfe.pdf","A consensus has been forged in the last decade that recent periods of sustained growth in total factor productivity and reduced poverty are closely associated with improvements in a population's child nutrition, adult health, and schooling, particularly in low-income countries. Estimates of the productive returns from these three forms of human capital investment are nonetheless qualified by a number of limitations in our data and analytical methods. This paper reviews the problems that occupy researchers in this field and summarizes accumulating evidence of empirical regularities. Social experiments must be designed to assess how randomized policy interventions motivate families and individuals to invest in human capital, and then measure the changed wage opportunities of those who have been induced to make these investments.","Keywords: Health, Productivity, Human Capital, Schooling, Returns JEL Classification: J24, I12, I21"
"The Rate of Return to Investment in Educaton: A Case Study of Lithuania","https://scispace.com/paper/the-rate-of-return-to-investment-in-educaton-a-case-study-of-4c0v1x8tmo","2014","Journal Article","Wroclaw Review of Law, Administration and Economics","Simona Potelienė
Zita Tamašauskienė","10.1515/WRLAE-2015-0014","https://scispace.com/pdf/the-rate-of-return-to-investment-in-educaton-a-case-study-of-4c0v1x8tmo.pdf","According to human capital theory, people invest in education to accumulate human capital, enhance personal productivity, and in return receive higher life-cycle earnings profiles. Education is a form of human capital investment and accumulation. The formulation and identification of human capital may be quite diverse and usually results in different estimation methods for the rate of return to education. This article is focused on approaches to the measurement of the returns of private investments in human capital in Lithuania. We focused attention on studying human capital investment accumulation through the rate of return on higher education. The aim of the research is to estimate the private rate of return to education in Lithuania and compare calculated data with analogical data in other countries. In the first part of the paper the concept of “human capital” is defined, before estimating the returns to human capital. Further, the research methodology is presented. One of the main ways to calculate the rate of returns to investment in education, which is used in empirical practice, is the full-discounting or elaborate method, which consists in calculating the internal rate of return, and it was this method which was employed. Results indicate that the rate of return for males is relatively higher than for females. The average estimated rate of return to higher education is 13 percent; with the estimated return for females being 12,5 percent; and for males 14,9 percent. After comparing Lithuania‘s and other European countries‘ rates of return on investment in human capital, it is seen that rate of return in Lithuania is similar to that of Spain.","identified a person's skills, abilities and personal knowledge as important qualities of people when considering their economic activities. Smith's major contribution to human capital theory was the identification of the economic value of education and apprenticeship in the acquisition of personal knowledge and skills. I. DEFINITION OF HUMAN CAPITAL:
 Human capital can be defined in many ways. This version can be defined as the ability of an individual to generate income by having certain skillset or knowledge or as the knowledge, skills, and experience of people that make them economically productive. According T. W. Schultz , the term ""human capital"" has been defined as a key element in improving a firm's assets and employees in order to increase productivity as well as sustain competitive advantage. G. S. Becker proposed that human capital is the stock of knowledge, skills and abilities embedded in an individual which results from natural endowment and subsequent investment in education, training and experience  . T. O. Davenport considered that human capital was composed of four main factors: ability, behaviors, efforts and time  . M. Lynn proposed that human capital included the skills and abilities posessed by the employees within an organization  . Some definitions of human capital (e.g. Laroche, Merette and Ruggeri 11 ) include innate abilities as well as the knowledge and skills that individuals acquire throughout their lifetimes. J. I. Nakamura defines human capital broadly as labour skills, managerial skills, and entrepreneurial and innovative abilities plus such physical attributes as health and strength  . I. DEFINITION OF HUMAN CAPITAL:
 Through these definitions there is a clear emphasis on human capital as the knowledge, skills and abilities of individuals, and the authors take this as the definition of the concept for the present study. II. INVESTMENT IN HUMAN CAPITAL:
 Human capital theory provides a framework for analyzing educational investment. In human capital theory, education is an investment of current resources in exchange for future returns. Human capital theory asserts that individuals consciously choose to invest in themselves through various activities  . Usually, this is through education and training. The standard approach assumes that the individual invests an amount of time in education, and then the return comes in the form of enhanced future earnings  , i.e. investment in education increases the individual's future earnings. Private investment in [Vol 4:2 education theoretically provides an individual with the higher lifetime income level, social status and personal freedom . As noted by T. Qiu, according to the traditional method of calculating rates of return to investment in education, which is known as cost-benefit analysis, the analysis must commence with the calculation of all costs and benefits involved in this investment  . It is suggested that although in theory it is straightforward, the actual measurement of costs, and especially benefits is difficult to obtain. Based on this, economists have tended to concentrate on the relatively hard evidence relating to benefits that exists in most countries, which is known as the age-earnings profile, that those people with higher levels of education on average receive higher incomes throughout their working lives than people with lower levels of education  ."
"Education - an investment in human capital","https://scispace.com/paper/education-an-investment-in-human-capital-5bwmeg4ii3","2014","Journal Article","Journal of Economics and Business Research","Daniela Mihaela Neamţu","","https://scispace.com/pdf/education-an-investment-in-human-capital-5bwmeg4ii3.pdf","Formal education, personal abilities and the health state play an important role in this paper. Those are all essential constituent elements of the human capital. In the present paper we intend to present briefly the fundamental concepts of the human capital, with an emphasis on education and abilities. We also mark out the importance of the human capital development in the purpose of maintaining the development and the motivation of the human resources, which are the main premises organizations need to capitalize. The higher education has a determinant role in the attainment of this desideratum.","Title: Education -an investment in human capital Authors: Daniela Neamţu Keywords: human capital, education, teaching, learning, educational capital, investment"
"The risk-return trade-off in human capital investment","https://scispace.com/paper/the-risk-return-trade-off-in-human-capital-investment-21s53oauwq","2007","Journal Article","Labour Economics","Charlotte Christiansen
Juanna Schrøter Joensen
Helena Skyt Nielsen
Helena Skyt Nielsen","10.1016/J.LABECO.2007.06.001","https://ftp.iza.org/dp1962.pdf","","Risk-Return Trade-Off in Human Capital Investment Authors: Charlotte Christiansen,Juanna Schröter,Helena Skyt Nielsen (Corresponding Author) Keywords: educational choice, efficient frontier, human capital investment, mean-variance analysis Introduction:
 Since the human capital revolution around 1970, economists have viewed education as an investment as well as a consumption good. The standard approach assumes that the individual invests an amount of time in education and then the return shows up in terms of enhanced future earnings. Hence, two individuals with identical abilities and borrowing opportunities would choose identical lengths of education. We extend this standard approach and allow the individual to choose between different educations (of varying length and subject) leading to future income streams with different properties in terms of means, variances, and covariances with the stochastic discount factor. We denote these different investment goods human capital assets. Hence, two individuals with identical abilities and borrowing opportunities might now choose different educations if they differ in terms of utility over risk and return. The main purpose of this paper is to shed more light on the risk-return trade-off in human capital investment as estimated from a rich dataset on individual incomes and education. Introduction:
 Relatively little is known about the properties of human capital returns despite the vast amount of evidence showing the importance of human capital to the structure and evolution of earnings, employment, fertility, and economic growth; see for example  and  for a review. On top of that, human capital has a dominant position in the aggregate wealth portfolio.  estimates the value of human capital to be three to four times the combined value of stocks, bonds, and other assets. For the largest part of (employed) individuals, human capital is the most important component in their wealth portfolio, since financial assets such as stocks are concentrated in the portfolios of the few; see for example  and  who find that few individuals hold stocks, and that individuals' human capital assets affect the stock market participation decision. On the other hand, even large changes in the market value of financial assets will probably not affect the human capital investment decisions of most individuals. This view is also supported by , who points out that human capital is largely unaffected by financial markets' gyrations. Introduction:
 We treat the human capital market separately from the equity market, since our goal is to compare the human capital assets that an individual can choose between rather than relate investment in human capital assets to investments in financial assets. Treating human capital investments separately from financial investments complies with the early empirical findings that human capital does not influence the findings regarding stock returns in the CAPM framework, cf.  and . Newer studies provide contradictory results:  confirms the earlier results because he finds that the dividend growth rate is hardly predictable by the ""labor income-dividend"" ratio. On the contrary,  find that a time series of aggregate labor income helps predict future stock returns. Likewise,  tends to contradict the earlier findings. He investigates the effect of human capital in the conditional CAPM framework, and finds that human capital returns help explaining the cross-section of financial asset returns. Furthermore,  finds that human capital assets have higher return per unit of risk than financial assets. We take no stand in this debate about the interrelationship between returns to human capital and financial assets because we treat human capital investments as separate from financial investments."
