"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Relation of ‘Human Capital’ Preservation to Health Costs*","https://scispace.com/paper/the-relation-of-human-capital-preservation-to-health-costs-1xwfdculcd","1975","Journal Article","The American Journal of Economics and Sociology","John S. Spratt","10.1111/J.1536-7150.1975.TB01189.X","",". The concept of 'human capital' has evolved in economics as a way of measuring the value society places on an individual. This value, it is argued, constitutes a real but seldom discussed limit on how much money either an individual or society will pay for the health costs of an individual. Conversely, it can be argued that the capacity of the health system to preserve ‘human capital', as created by nature and nurture and by ‘investments’ in education and training, is an economic justification for health costs, just as military costs are justified for the defense of the population. In the latter instance, the greatest public health benefit for the dollar would be obtained by Pareto optimal expenditures. Similarly a microeconomic model for the clinical process involved in diagnosing, treating and rehabilitating the diseased individual is suggested that relates the time consumed by the elements of the clinical process to the probabilities of maximizing the preservation of the greatest number of functional man-days obtainable for an aging individual's cohort. For the model to work there would have to be an economic incentive for the health provider to engage in objective-oriented, interdisciplinary, cost-effective actions in the clinical process that would minimize the diseased individual's downtime and maximize his functional longevity in an operations research framework.","A microeconomic model for the clinical process involved in diagnosing, treating and rehabilitating the diseased individual is suggested that relates the time consumed by the elements of the clinicalprocess to the probabilities of maximizing the preservation of the greatest number of functional man‐days obtainable for an aging individual's cohort."
"Investment in human capital during incarceration and employment prospects of prisoners","https://scispace.com/paper/investment-in-human-capital-during-incarceration-and-2leifo2i16","2009","Posted Content","Social Science Research Network","Margaret Giles
Anh Le","","https://ftp.iza.org/dp4582.pdf","The costs of incarceration and recidivism to the community are substantial. These costs not only include the direct costs of imprisonment but also the opportunity costs arising from depletion of human capital and loss of output. Policy makers have emphasised the importance of rehabilitating prisoners as a way of reducing recidivism. Consequently, the management of prisoners has changed, with more prisoners being encouraged to undertake some form of education, training and/or work during their incarceration in conjunction with any behavioural management programmes. This paper examines, using the 2003 Survey of Prisoners in Western Australia, the decision of prisoners to invest in education/training during their prison term and the potential labour market outcomes of this investment. The results suggest that prisoners use education/training to improve their skills in preparation for release from prison. From this perspective it can be argued that these prisoners see education/training as an investment in human capital rather than consumption. In addition, the decision to participate in either education or training is non-random and varies across the time remaining on the prison sentence, thus suggesting prisoners view education and training as different activities. However, the results show the expected benefit prisoners place on education and training is similar.","In this paper, the authors examined the decision of prisoners to invest in education/training during their prison term and the potential labour market outcomes of this investment, and found that prisoners use education and training to improve their skills in preparation for release from prison."
"Investment in Human Capital during Incarceration and Employment Prospects of Prisoners","https://scispace.com/paper/investment-in-human-capital-during-incarceration-and-3gse1kknm4","2009","Posted Content","Research Papers in Economics","Margaret Giles
Anh Le","","","The costs of incarceration and recidivism to the community are substantial. These costs not only include the direct costs of imprisonment but also the opportunity costs arising from depletion of human capital and loss of output. Policy makers have emphasised the importance of rehabilitating prisoners as a way of reducing recidivism. Consequently, the management of prisoners has changed, with more prisoners being encouraged to undertake some form of education, training and/or work during their incarceration in conjunction with any behavioural management programmes. This paper examines, using the 2003 Survey of Prisoners in Western Australia, the decision of prisoners to invest in education/training during their prison term and the potential labour market outcomes of this investment. The results suggest that prisoners use education/training to improve their skills in preparation for release from prison. From this perspective it can be argued that these prisoners see education/training as an investment in human capital rather than consumption. In addition, the decision to participate in either education or training is non-random and varies across the time remaining on the prison sentence, thus suggesting prisoners view education and training as different activities. However, the results show the expected benefit prisoners place on education and training is similar.","In this paper, the authors examined the decision of prisoners to invest in education/training during their prison term and the potential labour market outcomes of this investment, and found that prisoners use education and training to improve their skills in preparation for release from prison."
"The influence of correctional education, skill proficiency, and lifelong learning on social outcomes of incarcerated individuals: Results from PIAAC","https://scispace.com/paper/the-influence-of-correctional-education-skill-proficiency-qz8020jgpl","2020","Journal Article","Social Science Journal","Roofia Galeshi
Riane M. Bolin","10.1016/J.SOSCIJ.2019.09.007","","A rich body of scientific research suggests a positive relationship between education and social and political engagement. Active social engagement is important for incarcerated individuals if they are to successfully reintegrate into communities and desist from further involvement in crime. While a plethora of research has focused on the importance of correctional education, the extent of association between other forms of human capital such as cognitive skills and adult lifelong learning is unclear. The current study utilized data from the U.S. PIAAC Prison Study (2014) to explore the relationship between educational attainment, adult cognitive skill proficiency, lifelong learning, and social outcomes among incarcerated individuals. At least one of the three types of human capital variables included was found to be positively and significantly related to the three social outcomes of political efficacy, interpersonal trust, and health perception, even after controlling for the other two human capital variables and a number of demographics, demonstrating that each has its own, distinct contribution to social outcomes. Policy implications regarding these findings are discussed.","This article explored the relationship between educational attainment, adult cognitive skill proficiency, lifelong learning, and social outcomes among incarcerated individuals and found that at least one of the three types of human capital variables included was positively and significantly related to the three social outcomes of political efficacy, interpersonal trust, and health perception."
"Human Capital within a Sraan Fixed Capital Framework","https://scispace.com/paper/human-capital-within-a-sraan-fixed-capital-framework-9t7de22c4c","2007","","","Rita Strohmaier","","https://www.iioa.org/conferences/16th/files/Papers/Strohmaier.pdf","Although the classical economists identified human capital analogous to any other stock of physical capital, skills have not been considered explicitly; instead, the problem of heterogeneous labour was set aside by reducing dierent abilities to one kind of labour. Relative prices are then determined on the basis of a uniform wage rate. In the 1950s Gary Becker and Jacob Mincer dealt with the impact of education and training on earnings within a neoclassical model. The worker is paid according to his marginal productivity so that wage dierentials occur due to dierent levels of qualification. On the basis of age-productivity profiles, which show the development of skills over the individuals lifetime, a Sraan model is presented in which commodities are produced by means of commodities. Human capital is introduced in analogy to fixed capital, i.e. in each stage of production a finished commodity is jointly produced with an employee at dierent age. This allows the implementation of education as well as on-the-job training. From the pattern of depreciation it is possible to derive an eciency-based wage regime, and by truncation the optimal length of employment can be determined. Moreover, the rate of return on education and the wage premium for the employee can be calculated so that the investigation of human capital is extended by the individual dimension.","In this article, a Sraan model is presented in which commodities are produced by means of commodities, and the rate of return on education and the wage premium for the employee is calculated so that the investigation of human capital is extended by the individual dimension."
"Investment in Human Capital During Incarceration and Employment Prospects of Prisoners","https://scispace.com/paper/investment-in-human-capital-during-incarceration-and-nrjvpg26otrj","","","","Margaret Giles
Anh T. Le","10.2139/ssrn.1515129","","The costs of incarceration and recidivism to the community are substantial. These costs not only include the direct costs of imprisonment but also the opportunity costs arising from depletion of human capital and loss of output. Policy makers have emphasised the importance of rehabilitating prisoners as a way of reducing recidivism. Consequently, the management of prisoners has changed, with more prisoners being encouraged to undertake some form of education, training and/or work during their incarceration in conjunction with any behavioural management programmes. This paper examines, using the 2003 Survey of Prisoners in Western Australia, the decision of prisoners to invest in education/training during their prison term and the potential labour market outcomes of this investment. The results suggest that prisoners use education/training to improve their skills in preparation for release from prison. From this perspective it can be argued that these prisoners see education/training as an investment in human capital rather than consumption. In addition, the decision to participate in either education or training is non-random and varies across the time remaining on the prison sentence, thus suggesting prisoners view education and training as different activities. However, the results show the expected benefit prisoners place on education and training is similar.","This study examines the investment in human capital by prisoners in Western Australia, using the 2003 Survey of Prisoners, and finds that prisoners view education/training as an investment to improve skills for post-release employment, rather than consumption."
"Time-varying effects of human capital on military retention","https://scispace.com/paper/time-varying-effects-of-human-capital-on-military-retention-3e8ibsv377","2011","Journal Article","Contemporary Economic Policy","Darrell J. Glaser","10.1111/J.1465-7287.2010.00220.X","","This paper examines how human capital acquired at the onset of a military career has an evolving effect on retention decisions. Using data of Marine officers that extends across 20-year horizons, estimates of the hazard related to separation rates indicate that initial differences in general and firm-specific human capital have time-varying effects on retention across the duration of a career. Additional evidence suggests that the effects of higher economy-wide unemployment as well as the onset of wars succeeding from September 2001 also change retention decisions and depend on officers' length of service. (JEL J6, J41, J45)","This article examined how human capital acquired at the onset of a military career has an evolving effect on retention decisions and found that initial differences in general and firm-specific human capital have time-varying effects on retention across the duration of a career."
"Non-growth Paths of Human-capital Accumulation","https://scispace.com/paper/non-growth-paths-of-human-capital-accumulation-1c0jbnrinv","1983","Book Chapter","","Z. M. Kubinski","10.1007/978-1-349-22741-9_15","","The theory of the optimal behaviour of the individual as investor in human capital postulates that to produce realised (observed) earnings, he must accumulate a stock of human capital and rent its services in the market-place. The stock comprises intangible human assets such as formal knowledge (Schultz, 1959, 1961, 1963), ‘on-the-job’ skills and experience (Mincer, 1958, 1962), health (Mushkin, 1962), mobility (Sjaastad, 1962), market information (Stigler, 1962), attitudes and so on. Its formation entails costs which are incurred by himself, his parents, his employer and society.","The theory of the individual as investor in human capital postulates that to produce realised (observed) earnings, he must accumulate a stock of human capital and rent its services in the market-place."
"An Asymmetrical Look at Air Force Human Capital Management: More Emphasis on Qualifications and Less on Rank","https://scispace.com/paper/an-asymmetrical-look-at-air-force-human-capital-management-u1ibqq2gl1","2006","","","Daniel M. Romano","","https://scispace.com/pdf/an-asymmetrical-look-at-air-force-human-capital-management-u1ibqq2gl1.pdf",": This research explored an asymmetrical concept of personnel management, specifically whether status, rank, is an artificial barrier to employing qualified enlisted personnel in some company grade officer duties. It takes the approach under the Human Capital Theory and questions whether rank plays a roll in effective performance and whether eliminating rank as a criterion to employment, in some duties, can support Air Force transformation efforts, without negatively affecting culture (i.e. chain-of-command, customs and courtesies). It describes a concept where more emphasis is put on meeting the knowledge, education, experience, and training qualifications and the required rank be interchangeable between enlisted and officer. Key support factors include: increase in enlisted education level; reduction in end strength; undermanned career fields; and salary difference between enlisted and officer. The finding suggest status has little affect on one's ability to perform effectively and the extensive qualitative information indicates managing the knowledge personnel hold is the important aspect of human capital management. This concept is not intended to be a model of equality toward all airmen but attempts to increase the capability of the Air Force within the existing manpower constraints by putting the right person, in the right place, at the right time.","In this paper, the authors explored an asymmetrical concept of personnel management, specifically whether status, rank, is an artificial barrier to employing qualified enlisted personnel in some company grade officer duties, and whether eliminating rank as a criterion to employment, in some duties, can support Air Force transformation efforts, without negatively affecting culture."
"A Dynamic Model of Differential Human Capital and Criminal Activity","https://scispace.com/paper/a-dynamic-model-of-differential-human-capital-and-criminal-3raf6s7waj","2005","Journal Article","Economica","Naci H. Mocan
Naci H. Mocan
Stephen C. Billups
Jody Overland","10.1111/J.1468-0335.2005.00437.X","https://scispace.com/pdf/a-dynamic-model-of-differential-human-capital-and-criminal-3raf6s7waj.pdf","This paper presents a dynamic model of criminal activity. Individuals are endowed with legal and criminal human capital. Potential incomes in legal and criminal sectors depend on the level of the relevant human capital, the rate of return and random shocks. Human capital can be enhanced by participating in both sectors. Legal human capital can also be enhanced through investment. Human capital is subject to depreciation. Individuals maximize expected discounted lifetime utility, which depends on consumption. The model allows analyses of the effects of recessions, imprisonment/rehabilitation scenarios, sanctions and returns to human capital. New insights, such as hysteresis in criminal behaviour, are obtained.","In this paper, a dynamic model of criminal activity is presented, where individuals are endowed with legal and criminal human capital, and potential incomes in legal and crime sectors depend on the level of relevant human capital."
"Applying human capital management to model manpower readiness a conceptual framework","https://scispace.com/paper/applying-human-capital-management-to-model-manpower-2ls2e5hdi0","2005","","","Pert Chin. Ngin","","https://scispace.com/pdf/applying-human-capital-management-to-model-manpower-2ls2e5hdi0.pdf",": The United States Navy is currently going through a human capital transformation in order to better meet the security challenges of the 21st century. A key component of the plan is the job analysis process, conducted using the SkillsNET methodology, to define job requirements in terms of knowledge, skills, abilities, and tools, in contrast to the current approach of relying on the rating badge and a naval enlisted code associated with the billet. The objective of this thesis is to develop a new metric to present manpower readiness in terms of human capital readiness, in line with the Navy's new human capital management approach. This thesis reviews human capital management theories and Sea Warrior, focusing on the capture of human capital skill objects by SkillsNET. Manpower readiness is defined as a function of two components: competence level and preparedness level. Competence level represents the current level of readiness, while the preparedness level is a proxy for the level of readiness in the immediate future. The proposed metric utilizes the human capital skill objects compiled and defined by SkillsNET, and aggregates the individual data to generate the overview of human capital readiness at functional or organizational levels. This metric can be used as a performance measure to evaluate the effectiveness of activities and initiatives conducted in human capital management, which ranges from planning, recruiting, and training to assigning.","In this paper, the authors present a new metric to present manpower readiness in terms of human capital readiness, in line with the Navy's new human capital management approach, which is defined as a function of two components: competence level and preparedness level."
"Human Capital: A Theoretical and Empirical Analysis with Special Reference to Education, First Edition","https://scispace.com/paper/human-capital-a-theoretical-and-empirical-analysis-with-4l2z0qdeo7","1964","Posted Content","Research Papers in Economics","Gary S. Becker","","","A diverse array of factors may influence both earnings and consumption; however, this work primarily focuses on the impact of investments in human capital upon an individual's potential earnings and psychic income. For this study, investments in human capital include such factors as educational level, on-the-job skills training, health care, migration, and consideration of issues regarding regional prices and income. Taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level. Additionally, studies indicate an inverse correlation between education and unemployment. Presents a theoretical overview of the types of human capital and the impact of investment in human capital on earnings and rates of return. Then utilizes empirical data and research to analyze the theoretical issues related to investment in human capital, specifically formal education. Considered are such issues as costs and returns of investments, and social and private gains of individuals. The research compares and contrasts these factors based upon both education and skill level. Areas of future research are identified, including further analysis of issues regarding social gains and differing levels of success across different regions and countries. (AKP)","In this paper, the impact of investments in human capital on an individual's potential earnings and psychic income was analyzed, taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level."
"Moving Human Capital Inside the Production Boundary","https://scispace.com/paper/moving-human-capital-inside-the-production-boundary-dbp7x0jxtw","2004","Posted Content","Social Science Research Network","Pirkko Aulin-Ahmavaara
Pirkko Aulin-Ahmavaara","","https://papers.ssrn.com/sol3/Delivery.cfm/roiw_122.pdf?abstractid=545855&mirid=3","Moving human capital inside the production boundary requires human capital and its services to be treated as outputs of production processes. The primary input of labor ceases to exist, and it is necessary to redirect goods and services consumed by it as inputs in the industries that now produce human capital and its services, i.e. human time. A description of the total production system, which includes these industries, is given. This description is formalized by means of the dynamic input-output model. The potential uses of this approach are discussed. Two well-known approaches to include human capital in national accounts are discussed against this background. They lead to exceptionally high rates of return on inputs in human capital and, logically, also leave substantial resources available to net additions to the stocks of human capital.","In this paper, the authors formalized the total production system, which includes these industries, by means of the dynamic input-output model, and discussed the potential uses of this approach are discussed against this background."
"An Empirical Test of the Heckman and Rubinstein GED Mixed-Signal: Evidence from Prison","https://scispace.com/paper/an-empirical-test-of-the-heckman-and-rubinstein-ged-mixed-1o2w00anbb","2008","Posted Content","Research Papers in Economics","Jason A. Aimone","","","Economists have begun to embrace the notion, already accepted by the market, that GEDs and High School Diplomas signal similar cognitive abilities, but different non-cognitive abilities. To better understand this phenomenon and its implications, this paper presents a study of an education environment, prison, which provides natural controls for non-cognitive abilities. The study reveals similarities in decisions between the two types of agents that are surprising in light of decisions made in standard educational environments. The results support the mixed-signal theory and furthermore suggest that stricter enforcement of discipline and other non-cognitive attributes may help to reduce dropout rates in non-prison educational facilities.","In this paper, the authors present a study of an education environment, which provides natural controls for non-cognitive abilities, and reveal similarities in decisions between the two types of agents that are surprising in light of decisions made in standard educational environments."
"The Production of Human Capital and the Life of Earnings","https://scispace.com/paper/the-production-of-human-capital-and-the-life-of-earnings-1tb9xa43t4","1994","","","Jacob Mincer","10.7916/D8VT20MW","https://scispace.com/pdf/the-production-of-human-capital-and-the-life-of-earnings-1tb9xa43t4.pdf","After a brief summary of Ben Porath's 1967 model approach, I enquire into the empirical validity and some implications of his insights. Section 2 is an attempt to answer the question: Are the shapes and magnitudes of growth in wage profiles largely attributable to human capital investments? Section 3 tests the proposition that over the working age capacity wages (i.e. wages before netting out investment) decline before observed wages do. Implied timing of labor supply provides the test. The findings shed light on developments in the U.S. labor market in the past several decades. In section 4 some implications are drawn from Ben-Porath's model for interpersonal differences and historical changes in life-cycle human capital investments. The positive correlation between schooling and training, predicted by the model is found in cross-sections. It also shows up in parallel movements in schooling and training in the 1980's as the demand for human capital increased. Once again, observed U.S. patterns are highlighted.","In this article, the authors investigate the relationship between schooling and training in the U.S. labor market and find that over the working age capacity wages (i.e., before netting out investment) decline before observed wages do."
