"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A National Accounts Satellite for Human Capital and Education","https://scispace.com/paper/a-national-accounts-satellite-for-human-capital-and-s1g4lxtn1b","2011","Journal Article","Social Science Research Network","Frits Bos","10.2139/SSRN.1935369","https://scispace.com/pdf/a-national-accounts-satellite-for-human-capital-and-s1g4lxtn1b.pdf","The official national accounts statistics do not show the role of human capital in the national economy. A set of satellite tables supplementing the standard national accounts statistics could serve this data need. In this satellite account, expenditure on education and training are recorded as human capital formation. This includes not only the expenditure on primary, secondary and tertiary education, but also expenditure on training and courses by employers and the earnings foregone by students. Consumption of human capital is allocated to various persons and industries as a charge on their income; it is not part of final consumption expenditure. The satellite shows more comprehensively than OECD Education at a Glance who pays for human capital formation. It also shows how education and training are employed in the national economy. In line with calculations of private and social rates of return, taxes and subsides on labour income and the relative prices of various types of labour (high-skilled, medium-skilled, low-skilled) are also shown. Links could be made with labour accounts broken-down by level of education, productivity and growth accounts and tables on expenditure by function of government, households and corporations. A simple decomposition analysis can show the role of demography and participation rates in the development of public expenditure on education. The satellite could be regarded as a macroeconomic framework supplementing the OECD-statistic Education at a Glance.","In this paper, a set of satellite tables supplementing the standard national accounts statistics could serve this data need, including expenditure on education and training are recorded as human capital formation, and the role of human capital in the national economy is discussed."
"The Role of Incarceration-Based Education in Recidivism Reduction: A Literature Review","https://scispace.com/paper/the-role-of-incarceration-based-education-in-recidivism-pwbdydvp5bds","2024","Journal Article","Journal of Student Research","Matthew F. Griffith
H Zettler","10.47611/jsrhs.v13i4.7725","","Higher education, GED programs, and vocational training play a major role in reducing recidivism among incarcerated individuals. Research shows that these educational initiatives inside incarceration not only lower recidivism rates but also support successful reintegration into society by increasing employment opportunities. This paper aims to analyze the effectiveness of each educational program and its direct impact on recidivism. Despite the effectiveness of each educational program in reducing recidivism rates among previously incarcerated individuals, challenges such as limited access, program quality, and post-release support persist. Recommendations for enhancing these program's effectiveness and impact include expanding access to higher education within correctional facilities, improving the delivery and integration of GED programs, increasing investment in vocational training aligned with labor market trends, developing holistic reentry programs that address various post-incarceration challenges, and standardizing recidivism definitions for more reliable research. Addressing these recommendations can strengthen the impact of correctional education programs, reduce recidivism, and promote successful reintegration, ultimately further contributing to increased public safety and economic stability. ","This literature review examines the effectiveness of incarceration-based education in reducing recidivism, highlighting the benefits of higher education, GED programs, and vocational training in increasing employment opportunities and successful reintegration into society."
"Reducing Recidivism through Correctional Education: The Roles of Neoclassical and Behavioral Economics","https://scispace.com/paper/reducing-recidivism-through-correctional-education-the-roles-4rzwyolk52","2018","Journal Article","Policy Perspectives","Laura Erickson","10.4079/PP.V25I0.18353","https://scispace.com/pdf/reducing-recidivism-through-correctional-education-the-roles-4rzwyolk52.pdf","The correctional system in the United States is expensive and often punitive rather than rehabilitative. One potential way to reduce both recidivism rates and criminal justice spending is through correctional education. This paper explores the value of correctional education through both neoclassical and behavioral economic perspectives and considers potential tradeoffs and implementation challenges to expanding correctional education. Policymakers and the public at large may hesitate to provide such a service, but it is important to consider cost-effective ways to reduce recidivism. Ultimately, evidence suggests that correctional education is an effective way to reduce recidivism rates and potentially save money.","This paper explored the value of correctional education through both neoclassical and behavioral economic perspectives and considered potential tradeoffs and implementation challenges to expanding correctional education, concluding that correctional education is an effective way to reduce recidivism rates and potentially save money."
"Does providing inmates with education improve postrelease outcomes? A meta-analysis of correctional education programs in the United States","https://scispace.com/paper/does-providing-inmates-with-education-improve-postrelease-4jbemb0poz","2018","Journal Article","Journal of Experimental Criminology","Robert Bozick
Jennifer L. Steele
Lois M. Davis
Susan Turner","10.1007/S11292-018-9334-6","","Our study addresses the question: Does providing inmates with education while incarcerated reduce their chances of recidivism and improve their postrelease employment prospects? We aggregated 37 years of research (1980–2017) on correctional education and applied meta-analytic techniques. As the basis for our meta-analysis, we identified a total of 57 studies that used recidivism as an outcome and 21 studies that used employment as an outcome. We then applied random-effects regression across the effect sizes abstracted from each of these studies. When focusing on studies with the highest caliber research designs, we found that inmates participating in correctional education programs were 28% less likely to recidivate when compared with inmates who did not participate in correctional education programs. However, we found that inmates receiving correctional education were as likely to obtain postrelease employment as inmates not receiving correctional education. Our meta-analysis demonstrates the value in providing inmates with educational opportunities while they serve their sentences if the goal of the program is to reduce recidivism.","In this paper, a meta-analysis showed that providing inmates with education while incarcerated reduced their chances of recidivism and improved their post-release employment prospects, and that inmates who received education were 28% less likely to recidivate when compared with those who did not receive education."
"Measuring Human Capital","https://scispace.com/paper/measuring-human-capital-sl7kvdqd","2022","Journal Article","Journal of Economic Perspectives","","10.1257/jep.36.3.103","https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.36.3.103","We review the existing literature on the measurement of human capital. Broadly speaking, economists have proposed three approaches to constructing human capital measures—the indicator approach, the cost approach, and the income approach. Studies employing the indicator approach have used single measures such as average years of schooling or indexes of multiple measures. The cost approach values human capital investments based on spending. The income approach values human capital investments by looking forward to the increment to expected future earnings they produce. The latter two approaches have the significant advantage of consistency with national income accounting practices and measures of other types of capital. Measures based on the income approach typically yield far larger estimates of the value of human capital than measures based on the cost approach. We outline possible reasons for this discrepancy and show how changes in assumptions can reconcile estimates based on the two approaches. ","This article reviewed the existing literature on the measurement of human capital and proposed three approaches to construct human capital measures: the indicator approach, the cost approach, and the income approach, which have the significant advantage of consistency with national income accounting practices and measures of other types of capital."
"Measuring Human Capital","https://scispace.com/paper/measuring-human-capital-pi5a2g3r","2022","Report","Social Science Research Network","K. Abraham
Justine Mallatt","10.3386/w30136","","We review the existing literature on the measurement of human capital. Broadly speaking, economists have proposed three approaches to constructing human capital measures—the indicator approach, the cost approach, and the income approach. Studies employing the indicator approach have used single measures such as average years of schooling or indexes of multiple measures. The cost approach values human capital investments based on spending. The income approach values human capital investments by looking forward to the increment to expected future earnings they produce. The latter two approaches have the significant advantage of consistency with national income accounting practices and measures of other types of capital. Measures based on the income approach typically yield far larger estimates of the value of human capital than measures based on the cost approach. We outline possible reasons for this discrepancy and show how changes in assumptions can reconcile estimates based on the two approaches.","This article reviewed the existing literature on the measurement of human capital and proposed three approaches to construct human capital measures: the indicator approach, the cost approach, and the income approach, which have the significant advantage of consistency with national income accounting practices and measures of other types of capital."
"How to measure human capital: a short review","https://scispace.com/paper/how-to-measure-human-capital-a-short-review-45omwid7h0","2013","Posted Content","Network Intelligence Studies","Bálint Balogh","","","This paper focuses on the most important estimation approaches of human capital These approaches can be labeled as either monetary or non-monetary methods of estimation The three major monetary methods of human capital are the prospective method, the retrospective method and the integrated approach The income-based approach (prospective method) estimates human capital based on the present value of a person’s future income stream The cost-based approach (retrospective method) is centered on the “production” costs of human capital, trying to determine the costs of producing human capital by adding up the education and schooling costs The integrated approach is a mixture of the prospective and retrospective method On the other side, the non-monetary measures are essentially education-based indicators, such as the literacy rate, the school enrollment rate or the average years of education","In this paper, the authors focus on the most important estimation approaches of human capital, which can be labeled as either monetary or non-monetary methods of estimation, such as the prospective method, the retrospective method, and the integrated approach."
"Human Capital and the National Accounts","https://scispace.com/paper/human-capital-and-the-national-accounts-3a10ww4sn5","2010","","","Dale W. Jorgenson","","https://scispace.com/pdf/human-capital-and-the-national-accounts-3a10ww4sn5.pdf","KATHARINE Abraham’s paper, “Accounting for In­ vestments in Formal Education” (2010), provides an excellent and comprehensive survey of the main is­ sues regarding the measurement of education and pro­ vides important links to the substantial literature in labor economics. Estimates of expenditures on educa­ tion provide the starting point for the measurement of investment in human capital. This approach can be ex­ tended to expenditures on training, as in the recent work of Carol Corrado, Charles Hulten, and Daniel Sichel (2009). While expenditures on education and training are inputs into the process of investment, the central question is: what is the output? Barbara Fraumeni and I (1989) have proposed a measure of the output of education and training, namely, the increment to lifetime labor incomes. This accrues as current income to individuals who receive the education and training. Our approach has the im­ portant advantage of providing separate measures of output and input. The value of input into investment in education is equal to expenditures on education and the incomes of students in school. The value of output is equal to additions to lifetime labor incomes. The lifetime incomes approach to measuring invest­ ment in human capital has attracted considerable at­ tention from national accountants. Michael Christian (2010) has developed new estimates for the United States. Australia, Canada, France, New Zealand, Nor­ way, Poland, and Spain have developed measures of in­ vestment in formal education based on our approach. In September, the OECD launched a project to apply this approach to more than 20 countries, including the major OECD countries. A research project on these measures was completed for China last October.1","Abraham et al. as discussed by the authors proposed a measure of the output of education and training, namely, the increment to lifetime labor incomes, which accrues as current income to individuals who receive the education."
"Educational investments to guarantee graduates' human capital effectiveness","https://scispace.com/paper/educational-investments-to-guarantee-graduates-human-capital-4wrf177njg","2013","Journal Article","Advances in Latent Variables - Methods, Models and Applications","Cristiana Martini","","","In spite of its wide definition, most human capital (HC) measurement approaches only focus on monetary or achievement indicators. The present contribution proposes a different approach to measure the effectiveness of graduates’ HC at an individual level, which includes several aspects of the graduate’s job situation. Then, a set of educational investment choices is analysed in order to determine if, and to what extent, they can affect the effectiveness of graduates’ HC in the labour market.","In this paper, a set of educational investment choices is analyzed in order to determine if, and to what extent, they can affect the effectiveness of graduates' human capital in the labour market."
"A Brief Introduction to Human Capital Measures","https://scispace.com/paper/a-brief-introduction-to-human-capital-measures-3cl50lcvxu","2020","Report","National Bureau of Economic Research","Gang Liu
Barbara M. Fraumeni","10.3386/W27561","https://scispace.com/pdf/a-brief-introduction-to-human-capital-measures-3cl50lcvxu.pdf","There are six major measures of human capital, each of which covers at least 130 countries, all of which are described in this paper. These measures are of two distinct types: monetary and index-based. The two monetary versions are those by the World Bank (Lange et al., 2018) and by the United Nations Environmental Program and the Urban Institute of Kyushu University (Managi and Kumar et al., 2018). The four indicator versions are by the Institute of Health Metrics and Evaluation of the University of Washington (Lim et al., 2018), the United Nations Development Programme (UNDP, 2019), the World Bank (International Bank for Reconstruction and Development and the World Bank, 2018), and the World Economic Forum (World Economic Forum, 2017). In addition to describing each of these six measures, this paper compares them using ranking (Spearman) and level (Pearson) correlations. This paper was written as an introduction to a forthcoming book (Fraumeni, Barbara M., ed., Measuring Human Capital, Academic Press, Cambridge, MA) on human capital in order to help statisticians, researchers, analysts, policy-makers and government officials make an informed choice about which to use as this decision can matter.","There are six major measures of human capital, each of which covers at least 130 countries, all of which are described in this paper as mentioned in this paper and compared using ranking (Spearman) and level (Pearson) correlations."
"The Investment In Human Capital - More Than An Idea In Present And Future Realities","https://scispace.com/paper/the-investment-in-human-capital-more-than-an-idea-in-present-20yvihu74r","2014","Posted Content","Annals of Faculty of Economics","Buta Simona","","","The essence of the idea of human capital is of ""investment in people"" in order to improve their productivity. Education and health costs are generated in the hope of future benefits, hence the term ""human capital investment"". In general, the human capital is treated as an investment. Moreover, the investment is a continuous one, targeting either the development (training or continuous education courses, for example) or to maintain the capital stock (regular medical appointments, for example). Accepting numerous studies published in the last decades regarding the human capital, we will mention education as a main factor contributing to the training and development of individuals. The costs of education are investments in the human capital, investments that assure the accumulation and avoidance of its depreciation. In countries, there is a consensus, that parts of the level of government investment include also the need for investment in educational services, governments undoubtedly playing a central role in directing the formation and development of human capital. We need to invest in human capital, doubly so as that the investment in education is a profitable one, the rate of capitalization of the investment in education ranging from 5-30%, according to OECD statistics.","The idea of human capital is of ""investment in people"" in order to improve their productivity, hence the term ""human capital investment"" as discussed by the authors, and the investment is a continuous one, targeting either the development (training or continuous education courses, for example) or to maintain the capital stock (regular medical appointments)."
"Measuring Human Capital in Higher Education","https://scispace.com/paper/measuring-human-capital-in-higher-education-2ft4ikrqas","2013","Journal Article","Advances in Latent Variables - Methods, Models and Applications","Pietro Giorgio Lovaglio
Gianmarco Vacca
Stefano Verzillo","","","The concept of Human Capital (HC) could be defined, from an economical viewpoint, as a stock variable representing the capacity of an individual to produce a sustained flow of income due to its investment in (higher) education and work experience. This paper focuses on the empirical estimation of the latent variable HC, composed of two principal dimensions, Educational HC and Work Experience HC, within a realistic structural model allowing causal relationship among endogenous and exogenous indicators taking into account possible effects of concomitants indicators. To this end, new administrative archives and a novel methodological approach, called Generalized Redundancy Analysis are used. The methodology is applied to estimate HC of graduates in two universities of the Milan area in the early stages of their working career. The empirical results confirm the structure of the Italian job market, where the work experience and economic background of origin family play significant roles for explaining the economic performance of graduates in the labour market, contrary to investment in HC through higher education.","In this article, the authors focused on the empirical estimation of the latent variable Human Capital (HC), composed of two principal dimensions, Educational HC and Work Experience HC, within a realistic structural model allowing causal relationship among endogenous and exogenous indicators taking into account possible effects of concomitants indicators."
"Human Capital Investment","https://scispace.com/paper/human-capital-investment-1z9fz3v4tu","2020","Book Chapter","","Harriet Orcutt Duleep
Mark C. Regets
Seth Sanders
Phanindra V. Wunnava","10.1007/978-3-030-47083-8_9","","We investigate three forms of human capital investment—English proficiency, job changes, and formal classroom education We measure these for the cohort of immigrant men who entered the US in 1975–1980 We measure initial levels using the 1980 census and growth rates using the difference between levels in the 1980 and 1990 census Generally, we find that the percentage of proficient English speakers for Asians grew more than the corresponding gain for West European immigrants from non-English-speaking countries With time in the US, immigrant men from Asian developing countries move to white collar and professional occupations more often than similar men from Europe Finally, we find that for most groups of immigrant men from Asian developing countries, ages 25–34, enrollment rates in school are more than double the rates of otherwise similar European immigrants in 1980; this pattern persists ten years later All three factors point to higher human capital investment among immigrants from Asian developing countries","This article investigated three forms of human capital investment, including English proficiency, job changes, and formal classroom education, for Asian men who entered the US in 1975-1980 and found that the percentage of proficient English speakers for Asians grew more than the corresponding gain for West European immigrants from non-English-speaking countries."
"Performance measurement and evaluation: applying return on investment (ROI) to human capital investments","https://scispace.com/paper/performance-measurement-and-evaluation-applying-return-on-1a4dp9qg","2022","Journal Article","International Journal of Productivity and Performance Management","Deneise Dadd
Matthew Hinton","10.1108/ijppm-10-2021-0573","https://scispace.com/pdf/performance-measurement-and-evaluation-applying-return-on-1a4dp9qg.pdf","PurposeThis study aims to investigate the growing use of financial metrics (such as return on investment [ROI]) to measure performance and evaluate human capital (HC) investments.Design/methodology/approachThe research employed an embedded case study approach, examining how one ROI approach was applied to evaluating HC investments, across three sectors (corporate, public health and international development).FindingsThree major findings emerged in this study: First, interpretations of ROI can lead to ambiguity during implementation. ROI is interpreted trichotomously – metaphorically, as a desire for value; literally, as a metric; and procedurally, as a method for planning and evaluating HC investments. Second, understanding, measuring and tracking the domains of people performance (cognitive, affective and psychomotor) is vital to evaluating the impact of HC investments because this is where the change in behavior occurs. Third, although the logic model measures the change in process following an intervention (input-activity-output-outcome-impact), other approaches measure the change in behavior of people in the intervention (people performance).Practical implicationsThese findings provide clarity for practitioners about challenges when applying ROI.Originality/valueThis is the first study to explore how the ROI financial metric is applied in a new domain by first examining its interpretation. It elucidates the use of ROI in practice, as well as the different purposes of key ROI approaches.","In this paper , the authors investigate the growing use of financial metrics (such as return on investment [ROI]) to measure performance and evaluate human capital (HC) investments, across three sectors (corporate, public health and international development)."
"Human Capital Investment through Education and Training: an Overview","https://scispace.com/paper/human-capital-investment-through-education-and-training-an-ffrvzs8ucy","2013","Posted Content","Research Papers in Economics","Elwardi Dhaoui","","https://scispace.com/pdf/human-capital-investment-through-education-and-training-an-ffrvzs8ucy.pdf","We present in this paper the real importance and very contemporary human capital investment. Through a quantitative analysis, we present the level of human capital accumulation that countries are able to achieve. We also examine the significant part occupied by educational expenditure in the state budget of the some countries. The objective would be to estimate the value of human capital and emphasize how human capital influences various areas of everyday life of individuals. This implies that this notion is now at the heart of public policies in different countries. Public choices are directed in particular towards improving the education and training of people throughout the life cycle. Similarly, in the perspective of enlargement of human capital to a broader concept of intangible capital, we will try to see if there is a complementary relationship between human capital and cultural capital.","In this paper, the authors present the real importance and very contemporary human capital investment and the level of human capital accumulation that countries are able to achieve through a quantitative analysis, and examine the significant part occupied by educational expenditure in the state budget of some countries."
"Human Capital Investment through Education and Training: an Overview","https://scispace.com/paper/human-capital-investment-through-education-and-training-an-399hg9ncmc","2013","","","Iayd Dhaoui","","","We present in this paper the real importance and very contemporary human capital investment. Through a quantitative analysis, we present the level of human capital accumulation that countries are able to achieve. We also examine the significant part occupied by educational expenditure in the state budget of the some countries. The objective would be to estimate the value of human capital and emphasize how human capital influences various areas of everyday life of individuals. This implies that this notion is now at the heart of public policies in different countries. Public choices are directed in particular towards improving the education and training of people throughout the life cycle. Similarly, in the perspective of enlargement of human capital to a broader concept of intangible capital, we will try to see if there is a complementary relationship between human capital and cultural capital.","In this article, the authors present the real importance and very contemporary human capital investment and the level of human capital accumulation that countries are able to achieve through a quantitative analysis, and examine the significant part occupied by educational expenditure in the state budget of some countries."
"Human Capital: Educational Aspects","https://scispace.com/paper/human-capital-educational-aspects-3fiivf7yp0","2001","Book Chapter","","M. Woodhall","10.1016/B0-08-043076-7/02469-4","","The economic concept ‘human capital’ refers to the fact that education and training can be regarded as a form of investment that will increase future levels of income for both individuals and society, by making people more productive, in the same way as buildings or machinery represent investment in physical capital. Economists traditionally measure the relationship between costs and benefits of investment by estimating ‘rates of return.’ This article examines the applicability of the economic concept of human capital to education, summarizes research and literature on educational aspects of human capital, discusses ways in which estimates of rates of return to education and the links between education, employment and economic growth have influenced education policy, particularly on financing of education, and examines criticisms of human capital theories, including the idea that education may represent a ‘screening device,’ rather than a genuinely productive form of investment. The article ends with a discussion of the more recently developed concept of ‘social capital,’ which challenges narrow definitions of human capital.","The authors examines the applicability of the economic concept of human capital to education, summarizes research and literature on educational aspects of human resources, discusses ways in which estimates of rates of return to education and the links between education, employment and economic growth have influenced education policy, particularly on financing of education, and examines criticisms of human resource theories, including the idea that education may represent a screening device, rather than a genuinely productive form of investment."
"Measuring human capital flows for Australia: a lifetime labour income approach","https://scispace.com/paper/measuring-human-capital-flows-for-australia-a-lifetime-4nzxmahe1g","2008","","","Hui Wei","","","This paper presents an experimental accumulation account for human capital for Australia. This study focuses on human capital formed through investment in post-school education and working experience. To separate the positive effect on lifetime labour incomes of ageing, the study makes use of wage differentials arising from age at the early stage of working life to estimate investment in working experience. To derive measures of net human capital formation, the study decomposes total depreciation into three elements: depreciation on education capital, depreciation on experience capital, and ageing of base level capital. The contribution of the size of working age population to the growth of human capital stock is treated as other changes. The most important empirical findings from this accounting exercise are: (1) education has become an increasingly important driver of the growth of human capital stock, and this is especially noticeable for women; (2) the impact of population ageing (depreciation) on the human capital stock has trended upwards strongly since the first half of the 1990s, and has significantly slowed down the growth of human capital stock.","In this article, an experimental accumulation account for human capital for Australia is presented, focusing on human capital formed through investment in post-school education and working experience, and the authors make use of wage differentials arising from age at the early stage of working life to estimate investment in working experience."
